floor,07
location,008
type,AC1
DD-MM-YYYY,time,data
29-09-2024,00:00,0.27
29-09-2024,01:00,3.2
29-09-2024,02:00,1.31
29-09-2024,03:00,1.15
29-09-2024,04:00,0.99
29-09-2024,05:00,0.94
29-09-2024,06:00,5
29-09-2024,07:00,4.1
29-09-2024,08:00,1.91
29-09-2024,09:00,3.35
29-09-2024,10:00,5
29-09-2024,11:00,2.33
29-09-2024,12:00,2.38
29-09-2024,13:00,2.66
29-09-2024,14:00,2.91
29-09-2024,15:00,1.28
29-09-2024,16:00,3.12
29-09-2024,17:00,3.72
29-09-2024,18:00,1.18
29-09-2024,19:00,0.26
29-09-2024,20:00,1.03
29-09-2024,21:00,0
29-09-2024,22:00,1.99
29-09-2024,23:00,0
30-09-2024,00:00,2.3
30-09-2024,01:00,0.37
30-09-2024,02:00,0
30-09-2024,03:00,1.03
30-09-2024,04:00,1.15
30-09-2024,05:00,1.67
30-09-2024,06:00,2.91
30-09-2024,07:00,2.52
30-09-2024,08:00,1.93
30-09-2024,09:00,4.15
30-09-2024,10:00,3.66
30-09-2024,11:00,1.86
30-09-2024,12:00,1.49
30-09-2024,13:00,2.64
30-09-2024,14:00,5
30-09-2024,15:00,5
30-09-2024,16:00,3.46
30-09-2024,17:00,2.86
30-09-2024,18:00,3.99
30-09-2024,19:00,1.43
30-09-2024,20:00,0.48
30-09-2024,21:00,1.18
30-09-2024,22:00,0.77
30-09-2024,23:00,2.93
01-10-2024,00:00,1.75
01-10-2024,01:00,2.73
01-10-2024,02:00,0.82
01-10-2024,03:00,2.01
01-10-2024,04:00,0.84
01-10-2024,05:00,2.82
01-10-2024,06:00,1.61
01-10-2024,07:00,3.59
01-10-2024,08:00,3.83
01-10-2024,09:00,4.16
01-10-2024,10:00,1.66
01-10-2024,11:00,4.55
01-10-2024,12:00,2.88
01-10-2024,13:00,2.93
01-10-2024,14:00,4.66
01-10-2024,15:00,2.82
01-10-2024,16:00,3.43
01-10-2024,17:00,3.95
01-10-2024,18:00,3.28
01-10-2024,19:00,0.13
01-10-2024,20:00,2.33
01-10-2024,21:00,1.49
01-10-2024,22:00,0.26
01-10-2024,23:00,1.31
02-10-2024,00:00,0.62
02-10-2024,01:00,1.28
02-10-2024,02:00,0.82
02-10-2024,03:00,1.91
02-10-2024,04:00,1.21
02-10-2024,05:00,0.29
02-10-2024,06:00,2.95
02-10-2024,07:00,3.15
02-10-2024,08:00,1.61
