floor,06
location,008
type,AC2
DD-MM-YYYY,time,data
29-09-2024,00:00,1.53
29-09-2024,01:00,2.33
29-09-2024,02:00,0
29-09-2024,03:00,0.71
29-09-2024,04:00,0
29-09-2024,05:00,0.75
29-09-2024,06:00,2.01
29-09-2024,07:00,2.65
29-09-2024,08:00,2.99
29-09-2024,09:00,2.87
29-09-2024,10:00,2.92
29-09-2024,11:00,2.29
29-09-2024,12:00,4.45
29-09-2024,13:00,2.47
29-09-2024,14:00,4.84
29-09-2024,15:00,2.95
29-09-2024,16:00,5
29-09-2024,17:00,3.99
29-09-2024,18:00,1.92
29-09-2024,19:00,0
29-09-2024,20:00,0
29-09-2024,21:00,2.02
29-09-2024,22:00,0.88
29-09-2024,23:00,1.61
30-09-2024,00:00,0.56
30-09-2024,01:00,1.41
30-09-2024,02:00,1.58
30-09-2024,03:00,0.7
30-09-2024,04:00,3.15
30-09-2024,05:00,2.19
30-09-2024,06:00,3.05
30-09-2024,07:00,2.88
30-09-2024,08:00,4.12
30-09-2024,09:00,2.6
30-09-2024,10:00,2.15
30-09-2024,11:00,3.31
30-09-2024,12:00,2.56
30-09-2024,13:00,3.39
30-09-2024,14:00,2.0
30-09-2024,15:00,2.68
30-09-2024,16:00,2.36
30-09-2024,17:00,4.34
30-09-2024,18:00,3.6
30-09-2024,19:00,3.85
30-09-2024,20:00,0
30-09-2024,21:00,0.87
30-09-2024,22:00,0.82
30-09-2024,23:00,0.49
01-10-2024,00:00,2.61
01-10-2024,01:00,0.73
01-10-2024,02:00,2.4
01-10-2024,03:00,2.06
01-10-2024,04:00,2.94
01-10-2024,05:00,0
01-10-2024,06:00,2.41
01-10-2024,07:00,3.81
01-10-2024,08:00,3.65
01-10-2024,09:00,3.98
01-10-2024,10:00,2.11
01-10-2024,11:00,2.15
01-10-2024,12:00,2.85
01-10-2024,13:00,3.24
01-10-2024,14:00,4.12
01-10-2024,15:00,2.02
01-10-2024,16:00,2.1
01-10-2024,17:00,2.99
01-10-2024,18:00,1.88
01-10-2024,19:00,1.57
01-10-2024,20:00,0
01-10-2024,21:00,1.06
01-10-2024,22:00,2.33
01-10-2024,23:00,2.26
02-10-2024,00:00,1.75
02-10-2024,01:00,0
02-10-2024,02:00,1.61
02-10-2024,03:00,1.55
02-10-2024,04:00,1.54
02-10-2024,05:00,0
02-10-2024,06:00,3.79
02-10-2024,07:00,2.57
02-10-2024,08:00,4.2
02-10-2024,09:00,2.99
02-10-2024,10:00,1.88
02-10-2024,11:00,2.34
02-10-2024,12:00,2.71
02-10-2024,13:00,1.41
02-10-2024,14:00,4.01
02-10-2024,15:00,2.05
02-10-2024,16:00,4.67
02-10-2024,17:00,2.59
02-10-2024,18:00,2.86
02-10-2024,19:00,0.13
02-10-2024,20:00,1.58
02-10-2024,21:00,3.38
02-10-2024,22:00,0
02-10-2024,23:00,2.61
03-10-2024,00:00,1.83
03-10-2024,01:00,1.62
03-10-2024,02:00,0.57
03-10-2024,03:00,0.62
03-10-2024,04:00,1.24
03-10-2024,05:00,1.74
03-10-2024,06:00,4.27
03-10-2024,07:00,3.6
03-10-2024,08:00,4.47
03-10-2024,09:00,3.73
03-10-2024,10:00,2.02
03-10-2024,11:00,2.62
03-10-2024,12:00,2.97
03-10-2024,13:00,1.97
03-10-2024,14:00,3.27
03-10-2024,15:00,4.65
03-10-2024,16:00,2.31
03-10-2024,17:00,3.24
03-10-2024,18:00,3.65
03-10-2024,19:00,1.6
03-10-2024,20:00,1.95
03-10-2024,21:00,1.33
03-10-2024,22:00,1.21
03-10-2024,23:00,1.13
04-10-2024,00:00,1.33
04-10-2024,01:00,0.76
04-10-2024,02:00,0
04-10-2024,03:00,0
04-10-2024,04:00,0.2
04-10-2024,05:00,2.57
04-10-2024,06:00,1.83
04-10-2024,07:00,3.1
04-10-2024,08:00,4.11
04-10-2024,09:00,3.25
04-10-2024,10:00,3.4
04-10-2024,11:00,3.45
04-10-2024,12:00,3.36
04-10-2024,13:00,2.12
04-10-2024,14:00,1.26
04-10-2024,15:00,3.51
04-10-2024,16:00,2.81
04-10-2024,17:00,3.34
04-10-2024,18:00,3.7
04-10-2024,19:00,0.69
04-10-2024,20:00,1.75
04-10-2024,21:00,1.7
04-10-2024,22:00,1.3
04-10-2024,23:00,2.08
05-10-2024,00:00,0.84
05-10-2024,01:00,2.02
05-10-2024,02:00,0
05-10-2024,03:00,1.38
05-10-2024,04:00,0
05-10-2024,05:00,1.92
05-10-2024,06:00,2.35
05-10-2024,07:00,1.22
05-10-2024,08:00,3.2
05-10-2024,09:00,2.56
05-10-2024,10:00,2.82
05-10-2024,11:00,1.97
05-10-2024,12:00,3.61
05-10-2024,13:00,3.81
05-10-2024,14:00,1.67
05-10-2024,15:00,3.66
05-10-2024,16:00,3.09
05-10-2024,17:00,2.32
05-10-2024,18:00,2.72
05-10-2024,19:00,1.94
05-10-2024,20:00,0.39
05-10-2024,21:00,1.67
05-10-2024,22:00,2.93
05-10-2024,23:00,2.24
06-10-2024,00:00,0.7
06-10-2024,01:00,1.18
06-10-2024,02:00,0
06-10-2024,03:00,0.77
06-10-2024,04:00,0.16
06-10-2024,05:00,1.72
06-10-2024,06:00,3.53
06-10-2024,07:00,2.19
06-10-2024,08:00,3.13
06-10-2024,09:00,2.62
06-10-2024,10:00,3.74
06-10-2024,11:00,2.49
06-10-2024,12:00,3.03
06-10-2024,13:00,3.39
06-10-2024,14:00,2.98
06-10-2024,15:00,3.04
06-10-2024,16:00,3.82
06-10-2024,17:00,3.37
06-10-2024,18:00,2.93
06-10-2024,19:00,2.19
06-10-2024,20:00,1.29
06-10-2024,21:00,2.52
06-10-2024,22:00,1.04
06-10-2024,23:00,0.97
07-10-2024,00:00,0
07-10-2024,01:00,0
07-10-2024,02:00,1.44
07-10-2024,03:00,1.47
07-10-2024,04:00,1.68
07-10-2024,05:00,2.68
07-10-2024,06:00,3.43
07-10-2024,07:00,2.76
07-10-2024,08:00,2.57
07-10-2024,09:00,2.71
07-10-2024,10:00,1.85
07-10-2024,11:00,1.84
07-10-2024,12:00,2.18
07-10-2024,13:00,1.23
07-10-2024,14:00,3.73
