floor,04
location,008
type,AC1
DD-MM-YYYY,time,data
29-09-2024,00:00,2.02
29-09-2024,01:00,0.66
29-09-2024,02:00,2.03
29-09-2024,03:00,1.35
29-09-2024,04:00,2.35
29-09-2024,05:00,0
29-09-2024,06:00,2.89
29-09-2024,07:00,3.0
29-09-2024,08:00,3.06
29-09-2024,09:00,3.45
29-09-2024,10:00,3.88
29-09-2024,11:00,2.63
29-09-2024,12:00,2.64
29-09-2024,13:00,4.12
29-09-2024,14:00,3.37
29-09-2024,15:00,0.69
29-09-2024,16:00,2.55
29-09-2024,17:00,4.99
29-09-2024,18:00,3.43
29-09-2024,19:00,1.43
29-09-2024,20:00,1.45
29-09-2024,21:00,2.85
29-09-2024,22:00,1.96
29-09-2024,23:00,0.92
30-09-2024,00:00,0.88
30-09-2024,01:00,2.5
30-09-2024,02:00,1.46
30-09-2024,03:00,0
30-09-2024,04:00,1.21
30-09-2024,05:00,0.09
30-09-2024,06:00,2.53
30-09-2024,07:00,2.26
30-09-2024,08:00,3.69
30-09-2024,09:00,2.77
30-09-2024,10:00,2.6
30-09-2024,11:00,1.75
30-09-2024,12:00,3.73
30-09-2024,13:00,3.53
30-09-2024,14:00,2.72
30-09-2024,15:00,2.38
30-09-2024,16:00,2.5
30-09-2024,17:00,3.87
30-09-2024,18:00,2.43
30-09-2024,19:00,0
30-09-2024,20:00,1.54
30-09-2024,21:00,0.29
30-09-2024,22:00,0
30-09-2024,23:00,2.15
01-10-2024,00:00,2.46
01-10-2024,01:00,1.54
01-10-2024,02:00,1.52
01-10-2024,03:00,0.72
01-10-2024,04:00,0.75
01-10-2024,05:00,0.92
01-10-2024,06:00,2.54
01-10-2024,07:00,3.43
01-10-2024,08:00,2.53
01-10-2024,09:00,1.75
01-10-2024,10:00,1.54
01-10-2024,11:00,3.51
01-10-2024,12:00,4.21
01-10-2024,13:00,2.31
01-10-2024,14:00,4.13
01-10-2024,15:00,3.19
01-10-2024,16:00,3.67
01-10-2024,17:00,1.85
01-10-2024,18:00,4.86
01-10-2024,19:00,1.61
01-10-2024,20:00,0
01-10-2024,21:00,2.14
01-10-2024,22:00,1.95
01-10-2024,23:00,0.03
02-10-2024,00:00,0.09
02-10-2024,01:00,2.45
02-10-2024,02:00,2.48
02-10-2024,03:00,1.45
02-10-2024,04:00,1.42
02-10-2024,05:00,0
02-10-2024,06:00,3.68
02-10-2024,07:00,0.89
02-10-2024,08:00,3.68
02-10-2024,09:00,3.35
02-10-2024,10:00,2.48
02-10-2024,11:00,2.99
02-10-2024,12:00,2.39
02-10-2024,13:00,1.25
02-10-2024,14:00,3.3
02-10-2024,15:00,1.76
02-10-2024,16:00,2.78
02-10-2024,17:00,2.2
02-10-2024,18:00,2.91
02-10-2024,19:00,1.39
02-10-2024,20:00,1.9
02-10-2024,21:00,0.35
02-10-2024,22:00,0
02-10-2024,23:00,0.92
03-10-2024,00:00,1.41
03-10-2024,01:00,3.11
03-10-2024,02:00,1.57
03-10-2024,03:00,2.7
03-10-2024,04:00,2.03
03-10-2024,05:00,2.25
03-10-2024,06:00,3.64
03-10-2024,07:00,4.3
03-10-2024,08:00,1.99
03-10-2024,09:00,2.29
03-10-2024,10:00,3.14
03-10-2024,11:00,3.08
03-10-2024,12:00,2.79
03-10-2024,13:00,3.33
03-10-2024,14:00,2.67
03-10-2024,15:00,3.93
03-10-2024,16:00,3.55
03-10-2024,17:00,2.91
03-10-2024,18:00,2.89
03-10-2024,19:00,0.18
03-10-2024,20:00,1.69
03-10-2024,21:00,1.92
03-10-2024,22:00,0.82
03-10-2024,23:00,1.63
04-10-2024,00:00,1.08
04-10-2024,01:00,2.03
04-10-2024,02:00,2.12
04-10-2024,03:00,0.56
04-10-2024,04:00,0.94
04-10-2024,05:00,1.25
04-10-2024,06:00,5
04-10-2024,07:00,2.28
04-10-2024,08:00,5
04-10-2024,09:00,2.55
04-10-2024,10:00,3.4
04-10-2024,11:00,3.8
04-10-2024,12:00,2.57
04-10-2024,13:00,1.05
04-10-2024,14:00,4.46
04-10-2024,15:00,4.27
04-10-2024,16:00,3.16
04-10-2024,17:00,2.71
04-10-2024,18:00,3.67
04-10-2024,19:00,0.01
04-10-2024,20:00,0
04-10-2024,21:00,1.74
04-10-2024,22:00,0.72
04-10-2024,23:00,1.06
05-10-2024,00:00,0
05-10-2024,01:00,1.86
05-10-2024,02:00,1.78
05-10-2024,03:00,2.03
05-10-2024,04:00,1.96
05-10-2024,05:00,0.81
05-10-2024,06:00,2.95
05-10-2024,07:00,2.28
05-10-2024,08:00,4.16
05-10-2024,09:00,3.91
05-10-2024,10:00,3.34
05-10-2024,11:00,0.64
05-10-2024,12:00,3.45
05-10-2024,13:00,2.93
05-10-2024,14:00,1.59
05-10-2024,15:00,3.7
05-10-2024,16:00,4.37
05-10-2024,17:00,2.97
05-10-2024,18:00,3.26
05-10-2024,19:00,0
05-10-2024,20:00,2.1
05-10-2024,21:00,2.7
05-10-2024,22:00,1.94
05-10-2024,23:00,3.11
06-10-2024,00:00,0.77
06-10-2024,01:00,0
06-10-2024,02:00,1.18
06-10-2024,03:00,1.31
06-10-2024,04:00,1.87
06-10-2024,05:00,1.55
06-10-2024,06:00,2.66
06-10-2024,07:00,1.5
06-10-2024,08:00,2.96
06-10-2024,09:00,3.84
06-10-2024,10:00,3.68
06-10-2024,11:00,3.39
06-10-2024,12:00,2.54
06-10-2024,13:00,4.26
06-10-2024,14:00,2.36
06-10-2024,15:00,3.34
06-10-2024,16:00,2.16
06-10-2024,17:00,1.61
06-10-2024,18:00,2.57
06-10-2024,19:00,2.11
06-10-2024,20:00,2.43
06-10-2024,21:00,1.44
06-10-2024,22:00,1.17
06-10-2024,23:00,0
07-10-2024,00:00,2.13
07-10-2024,01:00,0.57
07-10-2024,02:00,2.13
07-10-2024,03:00,1.55
07-10-2024,04:00,1.76
07-10-2024,05:00,1.27
07-10-2024,06:00,3.67
07-10-2024,07:00,2.2
07-10-2024,08:00,2.55
07-10-2024,09:00,4.12
07-10-2024,10:00,2.49
07-10-2024,11:00,3.8
07-10-2024,12:00,4.3
07-10-2024,13:00,4.63
07-10-2024,14:00,3.24
07-10-2024,15:00,3.07
07-10-2024,16:00,4.04
07-10-2024,17:00,3.05
07-10-2024,18:00,3.89
07-10-2024,19:00,1.07
07-10-2024,20:00,0
07-10-2024,21:00,1.53
07-10-2024,22:00,0.82
07-10-2024,23:00,1.51
08-10-2024,00:00,1.15
08-10-2024,01:00,0.83
08-10-2024,02:00,2.26
08-10-2024,03:00,0.1
08-10-2024,04:00,0.87
08-10-2024,05:00,0.59
08-10-2024,06:00,2.16
08-10-2024,07:00,4.12
08-10-2024,08:00,2.61
08-10-2024,09:00,2.87
08-10-2024,10:00,4.53
08-10-2024,11:00,2.68
08-10-2024,12:00,2.78
08-10-2024,13:00,2.6
08-10-2024,14:00,1.17
08-10-2024,15:00,4.68
08-10-2024,16:00,3.15
08-10-2024,17:00,2.8
08-10-2024,18:00,2.31
08-10-2024,19:00,0.99
08-10-2024,20:00,0
08-10-2024,21:00,0.04
08-10-2024,22:00,0.58
08-10-2024,23:00,2.94
09-10-2024,00:00,2.78
09-10-2024,01:00,0.28
