floor,06
location,007
type,Plug
DD-MM-YYYY,time,data
29-09-2024,00:00,0
29-09-2024,01:00,1.94
29-09-2024,02:00,1.11
29-09-2024,03:00,1.91
29-09-2024,04:00,0
29-09-2024,05:00,0.1
29-09-2024,06:00,3.17
29-09-2024,07:00,3.85
29-09-2024,08:00,2.2
29-09-2024,09:00,2.81
29-09-2024,10:00,2.75
29-09-2024,11:00,2.39
29-09-2024,12:00,2.89
29-09-2024,13:00,2.13
29-09-2024,14:00,1.57
29-09-2024,15:00,2.3
29-09-2024,16:00,2.72
29-09-2024,17:00,3.11
29-09-2024,18:00,2.23
29-09-2024,19:00,0.17
29-09-2024,20:00,0
29-09-2024,21:00,1.45
29-09-2024,22:00,1.96
29-09-2024,23:00,0
30-09-2024,00:00,0.98
30-09-2024,01:00,2.13
30-09-2024,02:00,0
30-09-2024,03:00,1.56
30-09-2024,04:00,0.28
30-09-2024,05:00,1.27
30-09-2024,06:00,2.98
30-09-2024,07:00,2.91
30-09-2024,08:00,2.94
30-09-2024,09:00,5
30-09-2024,10:00,1.33
30-09-2024,11:00,2.31
30-09-2024,12:00,3.3
30-09-2024,13:00,1.95
30-09-2024,14:00,3.78
30-09-2024,15:00,3.56
30-09-2024,16:00,2.01
30-09-2024,17:00,1.69
30-09-2024,18:00,4.92
30-09-2024,19:00,0
30-09-2024,20:00,1.09
30-09-2024,21:00,2.69
30-09-2024,22:00,2.61
30-09-2024,23:00,1.26
01-10-2024,00:00,1.27
01-10-2024,01:00,0.53
01-10-2024,02:00,0.47
01-10-2024,03:00,0.62
01-10-2024,04:00,1.31
01-10-2024,05:00,0.6
01-10-2024,06:00,3.75
01-10-2024,07:00,1.35
01-10-2024,08:00,2.34
01-10-2024,09:00,3.83
01-10-2024,10:00,3.88
01-10-2024,11:00,4.53
01-10-2024,12:00,1.49
01-10-2024,13:00,3.52
01-10-2024,14:00,2.78
01-10-2024,15:00,3.33
01-10-2024,16:00,2.91
01-10-2024,17:00,4.1
01-10-2024,18:00,1.97
01-10-2024,19:00,1.26
01-10-2024,20:00,1.02
01-10-2024,21:00,1.23
01-10-2024,22:00,0
01-10-2024,23:00,0.72
02-10-2024,00:00,1.33
02-10-2024,01:00,0.65
02-10-2024,02:00,0
02-10-2024,03:00,0.58
02-10-2024,04:00,1.41
02-10-2024,05:00,0.48
02-10-2024,06:00,5
02-10-2024,07:00,3.46
02-10-2024,08:00,3.48
02-10-2024,09:00,2.44
02-10-2024,10:00,4.17
02-10-2024,11:00,2.69
02-10-2024,12:00,4.93
02-10-2024,13:00,1.57
02-10-2024,14:00,3.65
02-10-2024,15:00,2.47
02-10-2024,16:00,3.71
02-10-2024,17:00,1.76
02-10-2024,18:00,2.79
02-10-2024,19:00,1.07
02-10-2024,20:00,2.78
02-10-2024,21:00,0.29
02-10-2024,22:00,1.46
02-10-2024,23:00,0.72
03-10-2024,00:00,0.4
03-10-2024,01:00,0
03-10-2024,02:00,1.9
03-10-2024,03:00,0
03-10-2024,04:00,1.35
03-10-2024,05:00,0
03-10-2024,06:00,2.66
03-10-2024,07:00,3.44
03-10-2024,08:00,2.66
03-10-2024,09:00,2.89
03-10-2024,10:00,2.21
03-10-2024,11:00,1.79
03-10-2024,12:00,2.54
03-10-2024,13:00,2.22
03-10-2024,14:00,5
03-10-2024,15:00,4.15
03-10-2024,16:00,4.68
03-10-2024,17:00,3.92
03-10-2024,18:00,2.23
03-10-2024,19:00,2.6
03-10-2024,20:00,0.36
03-10-2024,21:00,0
03-10-2024,22:00,1.34
03-10-2024,23:00,0.73
04-10-2024,00:00,0.66
04-10-2024,01:00,1.11
04-10-2024,02:00,2.52
04-10-2024,03:00,0.34
04-10-2024,04:00,0
04-10-2024,05:00,1.97
04-10-2024,06:00,1.15
04-10-2024,07:00,3.65
04-10-2024,08:00,3.22
04-10-2024,09:00,3.99
04-10-2024,10:00,2.92
04-10-2024,11:00,2.42
04-10-2024,12:00,2.68
04-10-2024,13:00,2.32
04-10-2024,14:00,3.34
04-10-2024,15:00,2.78
04-10-2024,16:00,3.21
04-10-2024,17:00,1.88
04-10-2024,18:00,3.47
04-10-2024,19:00,0.79
04-10-2024,20:00,0.24
04-10-2024,21:00,0
04-10-2024,22:00,0
04-10-2024,23:00,1.5
05-10-2024,00:00,0.19
05-10-2024,01:00,0.02
05-10-2024,02:00,0.5
05-10-2024,03:00,0.43
05-10-2024,04:00,1.11
05-10-2024,05:00,1.44
05-10-2024,06:00,1.54
05-10-2024,07:00,2.85
05-10-2024,08:00,1.75
05-10-2024,09:00,1.87
05-10-2024,10:00,2.75
05-10-2024,11:00,4.23
05-10-2024,12:00,1.66
05-10-2024,13:00,3.77
05-10-2024,14:00,2.88
05-10-2024,15:00,3.0
05-10-2024,16:00,2.85
05-10-2024,17:00,1.38
05-10-2024,18:00,1.53
05-10-2024,19:00,0.64
05-10-2024,20:00,1.44
05-10-2024,21:00,0
05-10-2024,22:00,1.14
05-10-2024,23:00,0.29
06-10-2024,00:00,0
06-10-2024,01:00,1.98
06-10-2024,02:00,0
06-10-2024,03:00,0.81
06-10-2024,04:00,1.59
06-10-2024,05:00,1.55
06-10-2024,06:00,5
06-10-2024,07:00,3.66
06-10-2024,08:00,3.66
06-10-2024,09:00,3.41
06-10-2024,10:00,1.77
06-10-2024,11:00,4.66
06-10-2024,12:00,3.16
06-10-2024,13:00,3.83
06-10-2024,14:00,3.58
06-10-2024,15:00,3.31
06-10-2024,16:00,2.74
06-10-2024,17:00,3.39
06-10-2024,18:00,3.72
06-10-2024,19:00,0.71
06-10-2024,20:00,0.56
06-10-2024,21:00,1.74
06-10-2024,22:00,0
06-10-2024,23:00,1.47
07-10-2024,00:00,0
07-10-2024,01:00,1.07
07-10-2024,02:00,1.52
07-10-2024,03:00,0
07-10-2024,04:00,3.14
07-10-2024,05:00,0.38
07-10-2024,06:00,3.26
07-10-2024,07:00,5
07-10-2024,08:00,2.9
07-10-2024,09:00,4.48
07-10-2024,10:00,4.38
07-10-2024,11:00,2.65
07-10-2024,12:00,3.97
07-10-2024,13:00,2.89
07-10-2024,14:00,2.75
07-10-2024,15:00,3.79
07-10-2024,16:00,3.38
07-10-2024,17:00,3.6
07-10-2024,18:00,4.0
07-10-2024,19:00,0.1
07-10-2024,20:00,2.48
07-10-2024,21:00,0
07-10-2024,22:00,0.74
07-10-2024,23:00,1.41
08-10-2024,00:00,1.19
08-10-2024,01:00,1.22
08-10-2024,02:00,0
08-10-2024,03:00,1.28
08-10-2024,04:00,1.95
08-10-2024,05:00,1.86
08-10-2024,06:00,4.33
08-10-2024,07:00,2.63
08-10-2024,08:00,2.56
08-10-2024,09:00,2.9
08-10-2024,10:00,3.62
08-10-2024,11:00,2.46
08-10-2024,12:00,2.69
08-10-2024,13:00,4.56
08-10-2024,14:00,1.71
08-10-2024,15:00,4.56
08-10-2024,16:00,2.66
08-10-2024,17:00,2.93
08-10-2024,18:00,2.4
08-10-2024,19:00,1.68
08-10-2024,20:00,1.57
08-10-2024,21:00,0.34
08-10-2024,22:00,1.42
08-10-2024,23:00,0
09-10-2024,00:00,1.17
09-10-2024,01:00,0
09-10-2024,02:00,0.14
09-10-2024,03:00,1.69
09-10-2024,04:00,2.06
09-10-2024,05:00,3.16
09-10-2024,06:00,3.47
09-10-2024,07:00,2.3
09-10-2024,08:00,2.53
09-10-2024,09:00,2.61
09-10-2024,10:00,3.8
09-10-2024,11:00,3.13
09-10-2024,12:00,2.29
09-10-2024,13:00,2.88
09-10-2024,14:00,2.75
09-10-2024,15:00,3.9
09-10-2024,16:00,3.86
09-10-2024,17:00,2.36
09-10-2024,18:00,2.58
09-10-2024,19:00,0.5
09-10-2024,20:00,1.29
09-10-2024,21:00,1.69
09-10-2024,22:00,0
09-10-2024,23:00,1.31
10-10-2024,00:00,0
10-10-2024,01:00,0
10-10-2024,02:00,1.06
10-10-2024,03:00,0.41
10-10-2024,04:00,1.02
10-10-2024,05:00,0
10-10-2024,06:00,1.61
10-10-2024,07:00,2.66
10-10-2024,08:00,3.9
10-10-2024,09:00,3.5
10-10-2024,10:00,2.56
10-10-2024,11:00,5
10-10-2024,12:00,3.07
10-10-2024,13:00,3.51
10-10-2024,14:00,4.3
10-10-2024,15:00,3.24
10-10-2024,16:00,2.08
10-10-2024,17:00,3.93
10-10-2024,18:00,3.51
10-10-2024,19:00,0
10-10-2024,20:00,1.55
10-10-2024,21:00,1.17
10-10-2024,22:00,2.63
10-10-2024,23:00,2.45
11-10-2024,00:00,0
11-10-2024,01:00,2.06
11-10-2024,02:00,0
11-10-2024,03:00,1.17
11-10-2024,04:00,2.14
11-10-2024,05:00,0
11-10-2024,06:00,3.43
11-10-2024,07:00,2.72
11-10-2024,08:00,3.39
11-10-2024,09:00,4.92
11-10-2024,10:00,1.67
11-10-2024,11:00,2.26
11-10-2024,12:00,3.91
11-10-2024,13:00,3.78
11-10-2024,14:00,1.99
11-10-2024,15:00,1.41
11-10-2024,16:00,3.04
11-10-2024,17:00,4.38
11-10-2024,18:00,4.21
11-10-2024,19:00,2.07
11-10-2024,20:00,0.93
11-10-2024,21:00,0
11-10-2024,22:00,1.5
11-10-2024,23:00,0
12-10-2024,00:00,0
12-10-2024,01:00,0
12-10-2024,02:00,2.5
12-10-2024,03:00,0.45
12-10-2024,04:00,2.98
12-10-2024,05:00,0.35
12-10-2024,06:00,3.63
12-10-2024,07:00,3.69
12-10-2024,08:00,1.54
12-10-2024,09:00,3.5
12-10-2024,10:00,3.99
12-10-2024,11:00,4.24
12-10-2024,12:00,2.45
12-10-2024,13:00,3.13
12-10-2024,14:00,3.37
12-10-2024,15:00,2.13
12-10-2024,16:00,2.93
12-10-2024,17:00,2.94
12-10-2024,18:00,3.72
12-10-2024,19:00,0.8
12-10-2024,20:00,0.98
12-10-2024,21:00,-0.0
12-10-2024,22:00,1.81
12-10-2024,23:00,0.71
13-10-2024,00:00,1.77
13-10-2024,01:00,2.04
13-10-2024,02:00,0.67
13-10-2024,03:00,0
13-10-2024,04:00,0.13
13-10-2024,05:00,1.71
13-10-2024,06:00,4.3
13-10-2024,07:00,2.96
13-10-2024,08:00,2.97
13-10-2024,09:00,0.98
13-10-2024,10:00,3.28
13-10-2024,11:00,0.38
13-10-2024,12:00,4.05
13-10-2024,13:00,1.66
13-10-2024,14:00,1.88
13-10-2024,15:00,1.51
13-10-2024,16:00,1.98
13-10-2024,17:00,3.84
13-10-2024,18:00,3.35
13-10-2024,19:00,0.89
13-10-2024,20:00,0.73
13-10-2024,21:00,0.18
13-10-2024,22:00,0.1
13-10-2024,23:00,0
14-10-2024,00:00,1.73
14-10-2024,01:00,2.34
14-10-2024,02:00,2.63
14-10-2024,03:00,1.16
14-10-2024,04:00,1.7
