floor,03
location,002
type,AC1
DD-MM-YYYY,time,data
29-09-2024,00:00,0.46
29-09-2024,01:00,0.24
29-09-2024,02:00,0.43
29-09-2024,03:00,0.37
29-09-2024,04:00,1.12
29-09-2024,05:00,1.08
29-09-2024,06:00,3.54
29-09-2024,07:00,3.89
29-09-2024,08:00,3.65
29-09-2024,09:00,2.2
29-09-2024,10:00,2.97
29-09-2024,11:00,3.05
29-09-2024,12:00,2.77
29-09-2024,13:00,3.66
29-09-2024,14:00,4.45
29-09-2024,15:00,1.69
29-09-2024,16:00,3.6
29-09-2024,17:00,4.14
29-09-2024,18:00,3.83
29-09-2024,19:00,0.86
29-09-2024,20:00,0.53
29-09-2024,21:00,0.51
29-09-2024,22:00,3.35
29-09-2024,23:00,1.1
30-09-2024,00:00,0.33
30-09-2024,01:00,0.5
30-09-2024,02:00,0
30-09-2024,03:00,2.4
30-09-2024,04:00,1.29
30-09-2024,05:00,1.18
30-09-2024,06:00,3.58
30-09-2024,07:00,2.61
30-09-2024,08:00,3.98
30-09-2024,09:00,2.96
30-09-2024,10:00,2.71
30-09-2024,11:00,2.82
30-09-2024,12:00,4.14
30-09-2024,13:00,4.19
30-09-2024,14:00,3.14
30-09-2024,15:00,2.83
30-09-2024,16:00,3.07
30-09-2024,17:00,3.08
30-09-2024,18:00,3.65
30-09-2024,19:00,0.42
30-09-2024,20:00,0
30-09-2024,21:00,2.71
30-09-2024,22:00,1.23
30-09-2024,23:00,2.27
01-10-2024,00:00,1.99
01-10-2024,01:00,1.25
01-10-2024,02:00,1.68
01-10-2024,03:00,0.58
01-10-2024,04:00,0.88
01-10-2024,05:00,2.07
01-10-2024,06:00,2.09
01-10-2024,07:00,4.73
01-10-2024,08:00,4.42
01-10-2024,09:00,4.11
01-10-2024,10:00,2.49
01-10-2024,11:00,2.29
01-10-2024,12:00,2.12
01-10-2024,13:00,3.64
01-10-2024,14:00,1.23
01-10-2024,15:00,1.96
01-10-2024,16:00,3.84
01-10-2024,17:00,3.78
01-10-2024,18:00,3.5
01-10-2024,19:00,0
01-10-2024,20:00,0.7
01-10-2024,21:00,0.99
01-10-2024,22:00,0.46
01-10-2024,23:00,0.7
02-10-2024,00:00,0.55
02-10-2024,01:00,2.0
02-10-2024,02:00,1.63
02-10-2024,03:00,2.31
02-10-2024,04:00,1.89
02-10-2024,05:00,1.13
