floor,07
location,001
type,AC2
DD-MM-YYYY,time,data
29-09-2024,00:00,0.52
29-09-2024,01:00,1.85
29-09-2024,02:00,1.8
29-09-2024,03:00,2.05
29-09-2024,04:00,1.65
29-09-2024,05:00,0
29-09-2024,06:00,1.84
29-09-2024,07:00,3.05
29-09-2024,08:00,2.98
29-09-2024,09:00,2.19
29-09-2024,10:00,4.36
29-09-2024,11:00,4.2
29-09-2024,12:00,3.4
29-09-2024,13:00,2.1
29-09-2024,14:00,4.47
29-09-2024,15:00,2.45
29-09-2024,16:00,3.22
29-09-2024,17:00,2.88
29-09-2024,18:00,4.12
29-09-2024,19:00,0.91
29-09-2024,20:00,1.18
29-09-2024,21:00,0
29-09-2024,22:00,1.4
29-09-2024,23:00,1.5
30-09-2024,00:00,1.57
30-09-2024,01:00,1.41
30-09-2024,02:00,0
30-09-2024,03:00,0.41
30-09-2024,04:00,1.9
30-09-2024,05:00,0
30-09-2024,06:00,3.41
30-09-2024,07:00,3.19
30-09-2024,08:00,2.64
30-09-2024,09:00,2.89
30-09-2024,10:00,1.88
30-09-2024,11:00,3.41
30-09-2024,12:00,2.4
30-09-2024,13:00,2.87
30-09-2024,14:00,1.78
30-09-2024,15:00,2.77
30-09-2024,16:00,4.19
30-09-2024,17:00,3.61
30-09-2024,18:00,0
30-09-2024,19:00,1.42
30-09-2024,20:00,2.11
30-09-2024,21:00,0
30-09-2024,22:00,1.49
30-09-2024,23:00,0.57
01-10-2024,00:00,0.51
01-10-2024,01:00,0
01-10-2024,02:00,0.86
01-10-2024,03:00,0.77
01-10-2024,04:00,2.98
01-10-2024,05:00,0.77
01-10-2024,06:00,3.08
01-10-2024,07:00,3.82
01-10-2024,08:00,0.58
01-10-2024,09:00,4.25
01-10-2024,10:00,2.86
01-10-2024,11:00,1.46
01-10-2024,12:00,4.11
01-10-2024,13:00,3.66
01-10-2024,14:00,3.46
01-10-2024,15:00,3.7
01-10-2024,16:00,0
01-10-2024,17:00,2.35
01-10-2024,18:00,5
01-10-2024,19:00,0.55
01-10-2024,20:00,0.49
01-10-2024,21:00,0
01-10-2024,22:00,0.57
01-10-2024,23:00,1.22
02-10-2024,00:00,1.94
02-10-2024,01:00,1.83
02-10-2024,02:00,0
02-10-2024,03:00,1.35
02-10-2024,04:00,0.75
02-10-2024,05:00,1.47
02-10-2024,06:00,5
02-10-2024,07:00,0.91
02-10-2024,08:00,2.94
02-10-2024,09:00,2.83
02-10-2024,10:00,4.16
02-10-2024,11:00,3.45
02-10-2024,12:00,1.32
02-10-2024,13:00,2.68
02-10-2024,14:00,2.46
02-10-2024,15:00,2.84
02-10-2024,16:00,4.93
02-10-2024,17:00,2.36
02-10-2024,18:00,4.03
02-10-2024,19:00,0.65
02-10-2024,20:00,1.25
02-10-2024,21:00,0.13
02-10-2024,22:00,1.07
02-10-2024,23:00,2.23
03-10-2024,00:00,0.69
03-10-2024,01:00,0.28
03-10-2024,02:00,2.06
03-10-2024,03:00,1.0
03-10-2024,04:00,1.27
03-10-2024,05:00,1.21
03-10-2024,06:00,2.67
03-10-2024,07:00,0.35
03-10-2024,08:00,0.73
03-10-2024,09:00,3.1
03-10-2024,10:00,3.22
03-10-2024,11:00,4.14
03-10-2024,12:00,2.83
03-10-2024,13:00,3.32
03-10-2024,14:00,2.45
03-10-2024,15:00,2.57
03-10-2024,16:00,4.09
03-10-2024,17:00,4.14
03-10-2024,18:00,3.17
03-10-2024,19:00,0.79
03-10-2024,20:00,0.86
03-10-2024,21:00,0
03-10-2024,22:00,2.41
03-10-2024,23:00,1.74
04-10-2024,00:00,1.61
04-10-2024,01:00,1.29
04-10-2024,02:00,0.27
04-10-2024,03:00,0
04-10-2024,04:00,0
04-10-2024,05:00,0
04-10-2024,06:00,1.06
04-10-2024,07:00,2.83
04-10-2024,08:00,2.53
04-10-2024,09:00,4.25
04-10-2024,10:00,1.83
04-10-2024,11:00,2.57
04-10-2024,12:00,4.11
04-10-2024,13:00,3.37
04-10-2024,14:00,0.58
04-10-2024,15:00,1.98
04-10-2024,16:00,3.11
04-10-2024,17:00,1.17
04-10-2024,18:00,2.55
04-10-2024,19:00,0.18
04-10-2024,20:00,0.41
04-10-2024,21:00,0.35
04-10-2024,22:00,0
04-10-2024,23:00,0.35
05-10-2024,00:00,1.52
05-10-2024,01:00,2.19
05-10-2024,02:00,1.16
05-10-2024,03:00,0
05-10-2024,04:00,0.82
05-10-2024,05:00,0.61
05-10-2024,06:00,2.45
05-10-2024,07:00,1.74
05-10-2024,08:00,2.24
05-10-2024,09:00,1.63
05-10-2024,10:00,2.34
05-10-2024,11:00,1.93
05-10-2024,12:00,4.86
05-10-2024,13:00,3.07
05-10-2024,14:00,2.4
05-10-2024,15:00,4.16
05-10-2024,16:00,3.64
05-10-2024,17:00,4.2
05-10-2024,18:00,2.43
05-10-2024,19:00,1.21
05-10-2024,20:00,1.98
05-10-2024,21:00,0.72
05-10-2024,22:00,0.21
05-10-2024,23:00,0
06-10-2024,00:00,1.26
06-10-2024,01:00,1.88
06-10-2024,02:00,1.59
06-10-2024,03:00,0.99
06-10-2024,04:00,0.44
06-10-2024,05:00,0
06-10-2024,06:00,4.07
06-10-2024,07:00,2.18
06-10-2024,08:00,3.02
06-10-2024,09:00,2.18
06-10-2024,10:00,3.11
06-10-2024,11:00,3.59
06-10-2024,12:00,3.45
06-10-2024,13:00,3.05
06-10-2024,14:00,1.8
06-10-2024,15:00,2.81
06-10-2024,16:00,2.11
06-10-2024,17:00,3.86
06-10-2024,18:00,2.77
06-10-2024,19:00,1.42
06-10-2024,20:00,1.61
06-10-2024,21:00,1.02
06-10-2024,22:00,1.07
06-10-2024,23:00,1.76
07-10-2024,00:00,2.13
07-10-2024,01:00,2.33
07-10-2024,02:00,0.24
07-10-2024,03:00,0.92
07-10-2024,04:00,1.37
07-10-2024,05:00,0.5
07-10-2024,06:00,2.7
07-10-2024,07:00,0
07-10-2024,08:00,5
07-10-2024,09:00,3.92
07-10-2024,10:00,3.5
07-10-2024,11:00,5
07-10-2024,12:00,3.46
07-10-2024,13:00,1.29
