floor,08
location,001
type,Plug
DD-MM-YYYY,time,data
29-09-2024,00:00,1.8
29-09-2024,01:00,2.27
29-09-2024,02:00,1.64
29-09-2024,03:00,0.98
29-09-2024,04:00,1.24
29-09-2024,05:00,0.0
29-09-2024,06:00,2.07
29-09-2024,07:00,3.53
29-09-2024,08:00,2.1
29-09-2024,09:00,3.04
29-09-2024,10:00,1.73
29-09-2024,11:00,4.2
29-09-2024,12:00,3.59
29-09-2024,13:00,4.98
29-09-2024,14:00,3.87
29-09-2024,15:00,3.46
29-09-2024,16:00,1.0
29-09-2024,17:00,3.35
29-09-2024,18:00,2.53
29-09-2024,19:00,0.93
29-09-2024,20:00,1.37
29-09-2024,21:00,0.87
29-09-2024,22:00,0.18
29-09-2024,23:00,0.93
30-09-2024,00:00,0.91
30-09-2024,01:00,2.0
30-09-2024,02:00,1.09
30-09-2024,03:00,2.37
30-09-2024,04:00,0.42
30-09-2024,05:00,2.6
30-09-2024,06:00,3.98
30-09-2024,07:00,3.02
30-09-2024,08:00,2.39
30-09-2024,09:00,3.36
30-09-2024,10:00,2.01
30-09-2024,11:00,4.34
30-09-2024,12:00,3.58
30-09-2024,13:00,4.08
30-09-2024,14:00,4.1
30-09-2024,15:00,3.14
30-09-2024,16:00,2.08
30-09-2024,17:00,3.64
30-09-2024,18:00,2.66
30-09-2024,19:00,0.13
30-09-2024,20:00,1.09
30-09-2024,21:00,0
30-09-2024,22:00,2.03
30-09-2024,23:00,1.33
01-10-2024,00:00,1.28
01-10-2024,01:00,1.3
01-10-2024,02:00,1.26
01-10-2024,03:00,0.68
01-10-2024,04:00,1.4
01-10-2024,05:00,0.72
01-10-2024,06:00,2.62
01-10-2024,07:00,3.46
01-10-2024,08:00,2.29
01-10-2024,09:00,2.16
01-10-2024,10:00,2.94
01-10-2024,11:00,2.04
01-10-2024,12:00,4.1
01-10-2024,13:00,3.44
01-10-2024,14:00,2.69
01-10-2024,15:00,3.1
01-10-2024,16:00,4.4
01-10-2024,17:00,3.14
01-10-2024,18:00,2.61
01-10-2024,19:00,0
01-10-2024,20:00,0.0
01-10-2024,21:00,0
01-10-2024,22:00,1.82
01-10-2024,23:00,0.68
02-10-2024,00:00,1.53
02-10-2024,01:00,2.02
02-10-2024,02:00,1.33
02-10-2024,03:00,0
02-10-2024,04:00,1.12
02-10-2024,05:00,2.68
02-10-2024,06:00,2.58
02-10-2024,07:00,2.34
02-10-2024,08:00,2.69
02-10-2024,09:00,1.43
02-10-2024,10:00,3.12
02-10-2024,11:00,3.93
02-10-2024,12:00,4.75
02-10-2024,13:00,2.52
02-10-2024,14:00,3.02
02-10-2024,15:00,4.45
02-10-2024,16:00,3.83
02-10-2024,17:00,4.18
02-10-2024,18:00,1.79
02-10-2024,19:00,1.51
02-10-2024,20:00,3.48
02-10-2024,21:00,0
02-10-2024,22:00,1.7
02-10-2024,23:00,0
03-10-2024,00:00,0.45
03-10-2024,01:00,0
03-10-2024,02:00,0.87
03-10-2024,03:00,1.66
03-10-2024,04:00,1.76
03-10-2024,05:00,0.44
03-10-2024,06:00,2.65
03-10-2024,07:00,3.36
03-10-2024,08:00,3.78
03-10-2024,09:00,3.11
03-10-2024,10:00,3.52
03-10-2024,11:00,4.48
03-10-2024,12:00,3.65
03-10-2024,13:00,3.74
03-10-2024,14:00,2.45
03-10-2024,15:00,4.51
03-10-2024,16:00,1.0
03-10-2024,17:00,1.96
03-10-2024,18:00,4.08
03-10-2024,19:00,3.04
03-10-2024,20:00,0.26
03-10-2024,21:00,2.34
03-10-2024,22:00,0.88
03-10-2024,23:00,0
04-10-2024,00:00,0.42
04-10-2024,01:00,0.97
04-10-2024,02:00,1.99
04-10-2024,03:00,0
04-10-2024,04:00,2.33
04-10-2024,05:00,0.98
04-10-2024,06:00,2.48
04-10-2024,07:00,4.37
04-10-2024,08:00,4.36
04-10-2024,09:00,4.36
04-10-2024,10:00,2.52
04-10-2024,11:00,3.4
04-10-2024,12:00,2.42
04-10-2024,13:00,3.85
04-10-2024,14:00,3.75
04-10-2024,15:00,2.85
04-10-2024,16:00,2.89
04-10-2024,17:00,2.96
04-10-2024,18:00,2.93
04-10-2024,19:00,1.52
04-10-2024,20:00,1.53
04-10-2024,21:00,1.34
04-10-2024,22:00,0
04-10-2024,23:00,0.74
05-10-2024,00:00,1.13
05-10-2024,01:00,0.16
05-10-2024,02:00,0.79
05-10-2024,03:00,1.99
05-10-2024,04:00,0.33
05-10-2024,05:00,1.76
05-10-2024,06:00,4.53
05-10-2024,07:00,2.79
05-10-2024,08:00,3.37
05-10-2024,09:00,1.9
05-10-2024,10:00,0.89
05-10-2024,11:00,1.9
05-10-2024,12:00,3.52
05-10-2024,13:00,4.01
05-10-2024,14:00,1.51
05-10-2024,15:00,1.16
05-10-2024,16:00,2.77
05-10-2024,17:00,2.89
05-10-2024,18:00,1.79
05-10-2024,19:00,2.65
05-10-2024,20:00,0
05-10-2024,21:00,2.29
05-10-2024,22:00,1.68
05-10-2024,23:00,1.43
06-10-2024,00:00,0.39
06-10-2024,01:00,1.43
06-10-2024,02:00,1.77
06-10-2024,03:00,2.02
06-10-2024,04:00,1.44
06-10-2024,05:00,0
06-10-2024,06:00,3.16
06-10-2024,07:00,4.66
06-10-2024,08:00,5
06-10-2024,09:00,2.82
06-10-2024,10:00,3.08
06-10-2024,11:00,2.64
06-10-2024,12:00,2.48
06-10-2024,13:00,4.08
06-10-2024,14:00,3.53
06-10-2024,15:00,4.01
06-10-2024,16:00,2.16
06-10-2024,17:00,1.25
06-10-2024,18:00,2.14
06-10-2024,19:00,1.62
06-10-2024,20:00,0.33
06-10-2024,21:00,0.54
06-10-2024,22:00,1.08
06-10-2024,23:00,0
07-10-2024,00:00,1.79
07-10-2024,01:00,0
07-10-2024,02:00,0.12
07-10-2024,03:00,1.21
07-10-2024,04:00,1.06
07-10-2024,05:00,1.27
07-10-2024,06:00,2.67
07-10-2024,07:00,3.31
07-10-2024,08:00,3.24
07-10-2024,09:00,3.81
07-10-2024,10:00,3.34
07-10-2024,11:00,2.74
07-10-2024,12:00,3.84
07-10-2024,13:00,3.17
07-10-2024,14:00,1.99
07-10-2024,15:00,4.27
07-10-2024,16:00,2.87
07-10-2024,17:00,2.05
07-10-2024,18:00,3.78
07-10-2024,19:00,1.72
07-10-2024,20:00,0.48
07-10-2024,21:00,1.54
07-10-2024,22:00,0
07-10-2024,23:00,0
08-10-2024,00:00,0
08-10-2024,01:00,0
08-10-2024,02:00,2.3
08-10-2024,03:00,0.99
08-10-2024,04:00,0.92
08-10-2024,05:00,0.22
08-10-2024,06:00,3.45
08-10-2024,07:00,3.63
08-10-2024,08:00,4.21
08-10-2024,09:00,3.89
08-10-2024,10:00,2.62
08-10-2024,11:00,3.22
08-10-2024,12:00,1.34
08-10-2024,13:00,1.89
08-10-2024,14:00,2.24
08-10-2024,15:00,2.66
08-10-2024,16:00,1.41
08-10-2024,17:00,2.98
08-10-2024,18:00,2.97
08-10-2024,19:00,0
08-10-2024,20:00,0.58
08-10-2024,21:00,1.39
08-10-2024,22:00,0.7
08-10-2024,23:00,1.03
09-10-2024,00:00,0.9
09-10-2024,01:00,0.77
09-10-2024,02:00,0.39
09-10-2024,03:00,1.8
09-10-2024,04:00,1.43
09-10-2024,05:00,0.25
09-10-2024,06:00,1.78
09-10-2024,07:00,4.05
09-10-2024,08:00,4.51
09-10-2024,09:00,1.98
09-10-2024,10:00,3.07
09-10-2024,11:00,3.93
09-10-2024,12:00,1.19
09-10-2024,13:00,3.37
09-10-2024,14:00,4.15
09-10-2024,15:00,4.08
09-10-2024,16:00,2.34
09-10-2024,17:00,2.88
09-10-2024,18:00,2.75
09-10-2024,19:00,0
09-10-2024,20:00,1.42
09-10-2024,21:00,0.51
09-10-2024,22:00,0.83
09-10-2024,23:00,1.69
10-10-2024,00:00,3.12
10-10-2024,01:00,0
10-10-2024,02:00,0.26
10-10-2024,03:00,2.32
10-10-2024,04:00,2.44
10-10-2024,05:00,0.96
10-10-2024,06:00,3.15
10-10-2024,07:00,3.97
10-10-2024,08:00,4.4
10-10-2024,09:00,2.61
10-10-2024,10:00,2.63
10-10-2024,11:00,3.72
10-10-2024,12:00,2.19
10-10-2024,13:00,0.85
10-10-2024,14:00,1.45
10-10-2024,15:00,2.44
10-10-2024,16:00,3.63
10-10-2024,17:00,4.7
10-10-2024,18:00,4.63
