floor,05
location,004
type,AC1
DD-MM-YYYY,time,data
29-09-2024,00:00,0.48
29-09-2024,01:00,0
29-09-2024,02:00,0
29-09-2024,03:00,2.53
29-09-2024,04:00,0.29
29-09-2024,05:00,3.78
29-09-2024,06:00,3.2
29-09-2024,07:00,3.61
29-09-2024,08:00,3.47
29-09-2024,09:00,2.74
29-09-2024,10:00,2.42
29-09-2024,11:00,2.2
29-09-2024,12:00,2.32
29-09-2024,13:00,3.03
29-09-2024,14:00,3.64
29-09-2024,15:00,2.62
29-09-2024,16:00,2.31
29-09-2024,17:00,4.15
29-09-2024,18:00,3.04
29-09-2024,19:00,0
29-09-2024,20:00,2.58
29-09-2024,21:00,1.91
29-09-2024,22:00,0.77
29-09-2024,23:00,1.21
30-09-2024,00:00,1.53
30-09-2024,01:00,0.01
30-09-2024,02:00,1.6
30-09-2024,03:00,2.42
30-09-2024,04:00,2.45
30-09-2024,05:00,0.97
30-09-2024,06:00,2.77
30-09-2024,07:00,2.38
30-09-2024,08:00,4.96
30-09-2024,09:00,2.18
30-09-2024,10:00,3.23
30-09-2024,11:00,3.76
30-09-2024,12:00,3.81
30-09-2024,13:00,2.66
30-09-2024,14:00,3.2
30-09-2024,15:00,2.99
30-09-2024,16:00,2.18
30-09-2024,17:00,1.68
30-09-2024,18:00,3.79
30-09-2024,19:00,0.32
30-09-2024,20:00,0.34
30-09-2024,21:00,1.87
30-09-2024,22:00,2.35
30-09-2024,23:00,0.89
01-10-2024,00:00,1.51
01-10-2024,01:00,1.19
01-10-2024,02:00,2.07
01-10-2024,03:00,1.07
01-10-2024,04:00,1.74
01-10-2024,05:00,0.08
01-10-2024,06:00,1.93
01-10-2024,07:00,1.94
01-10-2024,08:00,2.99
01-10-2024,09:00,3.05
01-10-2024,10:00,1.32
01-10-2024,11:00,2.02
01-10-2024,12:00,3.11
01-10-2024,13:00,2.64
01-10-2024,14:00,3.32
01-10-2024,15:00,0.35
01-10-2024,16:00,2.44
01-10-2024,17:00,1.41
01-10-2024,18:00,0.82
01-10-2024,19:00,1.32
01-10-2024,20:00,2.03
01-10-2024,21:00,0.22
01-10-2024,22:00,1.15
01-10-2024,23:00,0
02-10-2024,00:00,0
02-10-2024,01:00,0.33
02-10-2024,02:00,1.93
02-10-2024,03:00,0
02-10-2024,04:00,0.92
02-10-2024,05:00,3.47
02-10-2024,06:00,1.59
02-10-2024,07:00,4.35
02-10-2024,08:00,1.42
02-10-2024,09:00,3.06
02-10-2024,10:00,2.85
02-10-2024,11:00,3.14
02-10-2024,12:00,3.24
02-10-2024,13:00,1.84
02-10-2024,14:00,2.43
02-10-2024,15:00,2.85
02-10-2024,16:00,4.32
02-10-2024,17:00,2.33
02-10-2024,18:00,2.34
02-10-2024,19:00,1.03
02-10-2024,20:00,1.0
02-10-2024,21:00,0
02-10-2024,22:00,2.27
02-10-2024,23:00,0
03-10-2024,00:00,0.13
03-10-2024,01:00,1.29
03-10-2024,02:00,0.98
03-10-2024,03:00,2.03
03-10-2024,04:00,0.03
03-10-2024,05:00,1.03
03-10-2024,06:00,2.92
03-10-2024,07:00,3.5
03-10-2024,08:00,3.37
03-10-2024,09:00,1.96
03-10-2024,10:00,4.19
03-10-2024,11:00,3.93
03-10-2024,12:00,3.57
03-10-2024,13:00,2.64
03-10-2024,14:00,3.4
03-10-2024,15:00,3.39
03-10-2024,16:00,3.74
03-10-2024,17:00,2.71
03-10-2024,18:00,1.84
03-10-2024,19:00,2.35
03-10-2024,20:00,1.74
03-10-2024,21:00,0.21
03-10-2024,22:00,0
03-10-2024,23:00,0.6
04-10-2024,00:00,2.12
04-10-2024,01:00,3.19
04-10-2024,02:00,2.26
04-10-2024,03:00,0.91
04-10-2024,04:00,1.79
04-10-2024,05:00,1.18
04-10-2024,06:00,3.45
04-10-2024,07:00,3.02
04-10-2024,08:00,4.64
04-10-2024,09:00,4.51
04-10-2024,10:00,1.83
04-10-2024,11:00,3.17
04-10-2024,12:00,4.57
04-10-2024,13:00,1.2
04-10-2024,14:00,2.3
04-10-2024,15:00,4.68
04-10-2024,16:00,3.25
04-10-2024,17:00,3.76
04-10-2024,18:00,4.27
04-10-2024,19:00,0.48
04-10-2024,20:00,1.01
04-10-2024,21:00,0.16
04-10-2024,22:00,0
04-10-2024,23:00,2.13
05-10-2024,00:00,0.02
05-10-2024,01:00,0.08
05-10-2024,02:00,0.55
05-10-2024,03:00,1.05
05-10-2024,04:00,0
05-10-2024,05:00,0
05-10-2024,06:00,3.84
05-10-2024,07:00,3.07
05-10-2024,08:00,2.88
05-10-2024,09:00,3.41
05-10-2024,10:00,0.98
05-10-2024,11:00,3.08
05-10-2024,12:00,2.54
05-10-2024,13:00,2.26
05-10-2024,14:00,2.75
05-10-2024,15:00,1.08
05-10-2024,16:00,4.24
05-10-2024,17:00,4.07
05-10-2024,18:00,2.59
05-10-2024,19:00,0.86
05-10-2024,20:00,0.83
05-10-2024,21:00,0.46
05-10-2024,22:00,1.2
05-10-2024,23:00,0
06-10-2024,00:00,1.75
06-10-2024,01:00,0
06-10-2024,02:00,2.14
06-10-2024,03:00,0.17
06-10-2024,04:00,0
06-10-2024,05:00,2.51
06-10-2024,06:00,2.52
06-10-2024,07:00,3.09
06-10-2024,08:00,3.37
06-10-2024,09:00,2.87
06-10-2024,10:00,1.14
06-10-2024,11:00,4.08
06-10-2024,12:00,4.15
06-10-2024,13:00,3.61
06-10-2024,14:00,2.21
06-10-2024,15:00,3.27
06-10-2024,16:00,5
06-10-2024,17:00,3.24
06-10-2024,18:00,3.11
06-10-2024,19:00,0.23
06-10-2024,20:00,2.52
06-10-2024,21:00,0
06-10-2024,22:00,0
06-10-2024,23:00,1.07
07-10-2024,00:00,0.47
07-10-2024,01:00,1.35
07-10-2024,02:00,1.22
07-10-2024,03:00,1.79
07-10-2024,04:00,1.75
07-10-2024,05:00,0.58
07-10-2024,06:00,4.62
07-10-2024,07:00,2.11
07-10-2024,08:00,2.09
07-10-2024,09:00,4.3
07-10-2024,10:00,1.63
07-10-2024,11:00,4.93
07-10-2024,12:00,2.52
07-10-2024,13:00,4.5
07-10-2024,14:00,3.41
07-10-2024,15:00,4.43
07-10-2024,16:00,4.08
07-10-2024,17:00,2.4
07-10-2024,18:00,3.51
07-10-2024,19:00,1.79
07-10-2024,20:00,1.63
07-10-2024,21:00,0.35
07-10-2024,22:00,2.13
07-10-2024,23:00,1.15
08-10-2024,00:00,0.16
08-10-2024,01:00,2.58
08-10-2024,02:00,0
08-10-2024,03:00,0.77
08-10-2024,04:00,3.4
08-10-2024,05:00,1.31
08-10-2024,06:00,2.49
08-10-2024,07:00,4.98
08-10-2024,08:00,4.12
08-10-2024,09:00,2.28
08-10-2024,10:00,3.65
08-10-2024,11:00,4.14
08-10-2024,12:00,0.76
08-10-2024,13:00,2.51
08-10-2024,14:00,3.67
08-10-2024,15:00,3.6
08-10-2024,16:00,3.92
08-10-2024,17:00,2.17
08-10-2024,18:00,2.64
08-10-2024,19:00,0.78
08-10-2024,20:00,0.92
08-10-2024,21:00,1.07
08-10-2024,22:00,0
08-10-2024,23:00,0
09-10-2024,00:00,0.52
09-10-2024,01:00,3.0
09-10-2024,02:00,2.06
09-10-2024,03:00,0
09-10-2024,04:00,0.03
09-10-2024,05:00,0
09-10-2024,06:00,0.74
09-10-2024,07:00,2.55
09-10-2024,08:00,2.12
09-10-2024,09:00,2.16
09-10-2024,10:00,2.83
09-10-2024,11:00,4.02
09-10-2024,12:00,2.14
09-10-2024,13:00,3.3
09-10-2024,14:00,2.7
09-10-2024,15:00,4.06
09-10-2024,16:00,3.34
09-10-2024,17:00,2.36
09-10-2024,18:00,3.62
09-10-2024,19:00,0.63
09-10-2024,20:00,1.76
09-10-2024,21:00,2.76
09-10-2024,22:00,0.37
09-10-2024,23:00,0.45
10-10-2024,00:00,1.44
10-10-2024,01:00,0.61
10-10-2024,02:00,0
10-10-2024,03:00,1.39
10-10-2024,04:00,1.9
10-10-2024,05:00,0.97
10-10-2024,06:00,1.79
10-10-2024,07:00,3.77
10-10-2024,08:00,3.25
10-10-2024,09:00,2.33
10-10-2024,10:00,2.82
10-10-2024,11:00,2.99
10-10-2024,12:00,3.95
10-10-2024,13:00,3.85
10-10-2024,14:00,4.38
10-10-2024,15:00,2.87
10-10-2024,16:00,3.1
10-10-2024,17:00,2.75
10-10-2024,18:00,2.18
10-10-2024,19:00,1.53
10-10-2024,20:00,0.65
10-10-2024,21:00,2.87
10-10-2024,22:00,1.63
10-10-2024,23:00,0.96
11-10-2024,00:00,1.06
11-10-2024,01:00,1.38
11-10-2024,02:00,2.05
11-10-2024,03:00,0.69
11-10-2024,04:00,1.85
11-10-2024,05:00,0
11-10-2024,06:00,2.89
11-10-2024,07:00,3.12
11-10-2024,08:00,3.32
11-10-2024,09:00,2.06
11-10-2024,10:00,4.37
11-10-2024,11:00,4.75
11-10-2024,12:00,3.0
11-10-2024,13:00,2.52
11-10-2024,14:00,1.71
11-10-2024,15:00,2.06
11-10-2024,16:00,2.9
11-10-2024,17:00,2.97
11-10-2024,18:00,1.62
11-10-2024,19:00,1.62
11-10-2024,20:00,0
11-10-2024,21:00,1.14
11-10-2024,22:00,0.0
11-10-2024,23:00,1.5
12-10-2024,00:00,2.9
12-10-2024,01:00,0
12-10-2024,02:00,0
12-10-2024,03:00,2.94
12-10-2024,04:00,0.87
12-10-2024,05:00,1.61
12-10-2024,06:00,3.39
12-10-2024,07:00,4.58
12-10-2024,08:00,2.98
12-10-2024,09:00,2.75
12-10-2024,10:00,5
12-10-2024,11:00,2.55
12-10-2024,12:00,2.82
12-10-2024,13:00,2.67
12-10-2024,14:00,2.03
12-10-2024,15:00,2.92
12-10-2024,16:00,3.39
12-10-2024,17:00,3.29
12-10-2024,18:00,3.59
12-10-2024,19:00,1.18
12-10-2024,20:00,1.91
12-10-2024,21:00,1.2
12-10-2024,22:00,0
12-10-2024,23:00,3.07
13-10-2024,00:00,0.62
13-10-2024,01:00,0.96
13-10-2024,02:00,0.37
13-10-2024,03:00,0.28
13-10-2024,04:00,0.27
13-10-2024,05:00,1.23
13-10-2024,06:00,3.02
13-10-2024,07:00,3.06
13-10-2024,08:00,4.51
13-10-2024,09:00,2.64
13-10-2024,10:00,1.82
13-10-2024,11:00,0.28
13-10-2024,12:00,2.18
13-10-2024,13:00,4.3
13-10-2024,14:00,3.54
13-10-2024,15:00,3.75
13-10-2024,16:00,2.29
13-10-2024,17:00,2.78
13-10-2024,18:00,2.6
13-10-2024,19:00,1.29
