floor,01
location,005
type,Light
DD-MM-YYYY,time,data
29-09-2024,00:00,1.58
29-09-2024,01:00,0
29-09-2024,02:00,0.45
29-09-2024,03:00,2.07
29-09-2024,04:00,1.82
29-09-2024,05:00,1.33
29-09-2024,06:00,2.6
29-09-2024,07:00,2.8
29-09-2024,08:00,2.5
29-09-2024,09:00,3.31
29-09-2024,10:00,3.44
29-09-2024,11:00,2.54
29-09-2024,12:00,1.95
29-09-2024,13:00,3.89
29-09-2024,14:00,2.53
29-09-2024,15:00,3.28
29-09-2024,16:00,1.74
29-09-2024,17:00,2.71
29-09-2024,18:00,4.23
29-09-2024,19:00,0.46
29-09-2024,20:00,1.13
29-09-2024,21:00,2.24
29-09-2024,22:00,1.56
29-09-2024,23:00,2.38
30-09-2024,00:00,0
30-09-2024,01:00,0
30-09-2024,02:00,2.13
30-09-2024,03:00,0.46
30-09-2024,04:00,0.47
30-09-2024,05:00,0
30-09-2024,06:00,2.86
30-09-2024,07:00,2.41
30-09-2024,08:00,3.58
30-09-2024,09:00,1.8
30-09-2024,10:00,1.31
30-09-2024,11:00,1.76
30-09-2024,12:00,2.96
30-09-2024,13:00,2.6
30-09-2024,14:00,4.08
30-09-2024,15:00,1.11
30-09-2024,16:00,5
30-09-2024,17:00,3.36
30-09-2024,18:00,3.61
30-09-2024,19:00,0.68
30-09-2024,20:00,1.52
30-09-2024,21:00,1.54
30-09-2024,22:00,1.73
30-09-2024,23:00,1.4
01-10-2024,00:00,0
01-10-2024,01:00,1.65
01-10-2024,02:00,1.15
01-10-2024,03:00,1.83
01-10-2024,04:00,1.99
01-10-2024,05:00,1.16
01-10-2024,06:00,2.54
01-10-2024,07:00,4.27
01-10-2024,08:00,3.81
01-10-2024,09:00,2.55
01-10-2024,10:00,0.55
01-10-2024,11:00,2.77
01-10-2024,12:00,1.99
01-10-2024,13:00,1.22
01-10-2024,14:00,3.14
01-10-2024,15:00,3.58
01-10-2024,16:00,1.38
01-10-2024,17:00,3.51
01-10-2024,18:00,2.54
01-10-2024,19:00,1.86
01-10-2024,20:00,0.56
01-10-2024,21:00,1.29
01-10-2024,22:00,1.17
01-10-2024,23:00,0.64
02-10-2024,00:00,1.3
02-10-2024,01:00,0
02-10-2024,02:00,1.84
02-10-2024,03:00,1.58
02-10-2024,04:00,0.05
02-10-2024,05:00,1.15
02-10-2024,06:00,3.23
02-10-2024,07:00,3.2
02-10-2024,08:00,5
02-10-2024,09:00,3.59
02-10-2024,10:00,3.84
02-10-2024,11:00,3.35
02-10-2024,12:00,3.27
02-10-2024,13:00,3.48
02-10-2024,14:00,5
02-10-2024,15:00,2.77
02-10-2024,16:00,2.59
02-10-2024,17:00,2.04
02-10-2024,18:00,2.19
02-10-2024,19:00,0.25
02-10-2024,20:00,2.28
02-10-2024,21:00,1.94
02-10-2024,22:00,0.37
02-10-2024,23:00,2.25
03-10-2024,00:00,2.43
03-10-2024,01:00,2.51
03-10-2024,02:00,0.88
03-10-2024,03:00,2.04
03-10-2024,04:00,2.93
03-10-2024,05:00,0.47
03-10-2024,06:00,2.66
03-10-2024,07:00,2.09
03-10-2024,08:00,3.01
03-10-2024,09:00,2.55
03-10-2024,10:00,1.84
03-10-2024,11:00,2.61
03-10-2024,12:00,2.04
03-10-2024,13:00,4.96
03-10-2024,14:00,3.16
03-10-2024,15:00,2.91
03-10-2024,16:00,4.46
03-10-2024,17:00,3.46
03-10-2024,18:00,1.41
03-10-2024,19:00,2.59
03-10-2024,20:00,2.48
03-10-2024,21:00,0.6
03-10-2024,22:00,0.35
03-10-2024,23:00,1.11
04-10-2024,00:00,0
04-10-2024,01:00,1.63
04-10-2024,02:00,0.75
04-10-2024,03:00,0.06
04-10-2024,04:00,2.14
04-10-2024,05:00,1.98
04-10-2024,06:00,1.36
04-10-2024,07:00,3.62
04-10-2024,08:00,2.21
04-10-2024,09:00,4.37
04-10-2024,10:00,2.83
04-10-2024,11:00,3.09
04-10-2024,12:00,2.85
04-10-2024,13:00,3.77
04-10-2024,14:00,5
04-10-2024,15:00,4.61
04-10-2024,16:00,5
04-10-2024,17:00,3.43
04-10-2024,18:00,2.68
04-10-2024,19:00,2.8
04-10-2024,20:00,1.99
04-10-2024,21:00,0.22
04-10-2024,22:00,0.62
04-10-2024,23:00,2.53
05-10-2024,00:00,2.21
05-10-2024,01:00,1.36
05-10-2024,02:00,1.41
05-10-2024,03:00,2.39
05-10-2024,04:00,1.01
05-10-2024,05:00,0
05-10-2024,06:00,3.28
05-10-2024,07:00,1.21
