floor,04
location,007
type,Plug
DD-MM-YYYY,time,data
29-09-2024,00:00,0
29-09-2024,01:00,4.29
29-09-2024,02:00,1.61
29-09-2024,03:00,1.64
29-09-2024,04:00,1.72
29-09-2024,05:00,0.72
29-09-2024,06:00,2.1
29-09-2024,07:00,2.09
29-09-2024,08:00,2.2
29-09-2024,09:00,2.44
29-09-2024,10:00,1.72
29-09-2024,11:00,2.91
29-09-2024,12:00,1.29
29-09-2024,13:00,2.28
29-09-2024,14:00,3.05
29-09-2024,15:00,2.08
29-09-2024,16:00,1.91
29-09-2024,17:00,1.93
29-09-2024,18:00,2.91
29-09-2024,19:00,0.12
29-09-2024,20:00,0.15
29-09-2024,21:00,1.59
29-09-2024,22:00,1.38
29-09-2024,23:00,2.12
30-09-2024,00:00,0
30-09-2024,01:00,0.77
30-09-2024,02:00,0.98
30-09-2024,03:00,1.25
30-09-2024,04:00,0
30-09-2024,05:00,0.39
30-09-2024,06:00,3.77
30-09-2024,07:00,2.12
30-09-2024,08:00,2.95
30-09-2024,09:00,2.16
30-09-2024,10:00,1.49
30-09-2024,11:00,2.7
30-09-2024,12:00,2.74
30-09-2024,13:00,2.06
30-09-2024,14:00,2.04
30-09-2024,15:00,2.18
30-09-2024,16:00,3.82
30-09-2024,17:00,2.41
30-09-2024,18:00,2.77
30-09-2024,19:00,0.79
30-09-2024,20:00,0.57
30-09-2024,21:00,0.79
30-09-2024,22:00,2.5
30-09-2024,23:00,0.64
01-10-2024,00:00,2.9
01-10-2024,01:00,1.9
01-10-2024,02:00,1.49
01-10-2024,03:00,0.7
01-10-2024,04:00,0
01-10-2024,05:00,2.67
01-10-2024,06:00,3.59
01-10-2024,07:00,2.99
01-10-2024,08:00,1.14
01-10-2024,09:00,2.47
01-10-2024,10:00,3.12
01-10-2024,11:00,2.78
01-10-2024,12:00,3.78
01-10-2024,13:00,2.95
01-10-2024,14:00,2.17
01-10-2024,15:00,0.69
01-10-2024,16:00,4.81
01-10-2024,17:00,3.71
01-10-2024,18:00,3.75
01-10-2024,19:00,1.56
01-10-2024,20:00,2.19
01-10-2024,21:00,0.56
01-10-2024,22:00,0
01-10-2024,23:00,0
02-10-2024,00:00,3.38
02-10-2024,01:00,1.86
02-10-2024,02:00,0
02-10-2024,03:00,3.14
02-10-2024,04:00,0.8
02-10-2024,05:00,0.83
02-10-2024,06:00,1.7
02-10-2024,07:00,1.74
02-10-2024,08:00,2.65
02-10-2024,09:00,2.94
02-10-2024,10:00,0.93
02-10-2024,11:00,2.03
02-10-2024,12:00,4.48
02-10-2024,13:00,3.18
02-10-2024,14:00,2.63
02-10-2024,15:00,3.86
02-10-2024,16:00,2.07
02-10-2024,17:00,3.26
02-10-2024,18:00,3.31
02-10-2024,19:00,3.09
02-10-2024,20:00,3.13
02-10-2024,21:00,0
02-10-2024,22:00,0.38
02-10-2024,23:00,1.44
03-10-2024,00:00,0.92
03-10-2024,01:00,1.58
03-10-2024,02:00,0.93
03-10-2024,03:00,1.79
03-10-2024,04:00,0
03-10-2024,05:00,1.19
03-10-2024,06:00,2.8
03-10-2024,07:00,1.01
03-10-2024,08:00,2.98
03-10-2024,09:00,2.05
03-10-2024,10:00,2.02
03-10-2024,11:00,2.28
03-10-2024,12:00,2.29
03-10-2024,13:00,3.08
03-10-2024,14:00,4.76
03-10-2024,15:00,2.27
03-10-2024,16:00,3.53
03-10-2024,17:00,3.82
03-10-2024,18:00,2.05
03-10-2024,19:00,0.09
03-10-2024,20:00,0.15
03-10-2024,21:00,0
03-10-2024,22:00,2.34
03-10-2024,23:00,1.65
04-10-2024,00:00,0.67
04-10-2024,01:00,2.27
04-10-2024,02:00,0.31
04-10-2024,03:00,2.05
04-10-2024,04:00,0
04-10-2024,05:00,2.0
04-10-2024,06:00,0.84
04-10-2024,07:00,3.34
04-10-2024,08:00,3.12
04-10-2024,09:00,3.82
04-10-2024,10:00,3.04
04-10-2024,11:00,2.52
04-10-2024,12:00,2.78
04-10-2024,13:00,3.68
04-10-2024,14:00,4.27
04-10-2024,15:00,4.56
04-10-2024,16:00,3.49
04-10-2024,17:00,3.69
04-10-2024,18:00,4.49
04-10-2024,19:00,0.8
04-10-2024,20:00,2.12
04-10-2024,21:00,0.18
04-10-2024,22:00,1.64
04-10-2024,23:00,0.53
05-10-2024,00:00,0.67
05-10-2024,01:00,0.21
05-10-2024,02:00,0.16
05-10-2024,03:00,0.51
05-10-2024,04:00,1.22
05-10-2024,05:00,0.44
05-10-2024,06:00,2.45
05-10-2024,07:00,4.11
05-10-2024,08:00,3.83
05-10-2024,09:00,3.47
05-10-2024,10:00,3.89
05-10-2024,11:00,2.17
05-10-2024,12:00,2.17
05-10-2024,13:00,1.78
05-10-2024,14:00,0.7
05-10-2024,15:00,3.25
05-10-2024,16:00,2.88
05-10-2024,17:00,2.7
05-10-2024,18:00,4.05
05-10-2024,19:00,1.64
05-10-2024,20:00,1.41
05-10-2024,21:00,0.02
05-10-2024,22:00,1.57
05-10-2024,23:00,3.17
06-10-2024,00:00,2.7
06-10-2024,01:00,1.0
06-10-2024,02:00,0
06-10-2024,03:00,0.11
06-10-2024,04:00,0.25
06-10-2024,05:00,2.04
06-10-2024,06:00,1.14
06-10-2024,07:00,2.5
06-10-2024,08:00,4.82
06-10-2024,09:00,2.91
06-10-2024,10:00,2.08
06-10-2024,11:00,3.23
06-10-2024,12:00,3.0
06-10-2024,13:00,4.16
06-10-2024,14:00,2.56
06-10-2024,15:00,4.74
06-10-2024,16:00,2.75
06-10-2024,17:00,2.03
06-10-2024,18:00,4.09
06-10-2024,19:00,1.45
06-10-2024,20:00,1.64
06-10-2024,21:00,0.79
06-10-2024,22:00,1.93
06-10-2024,23:00,2.32
07-10-2024,00:00,0.54
07-10-2024,01:00,1.11
07-10-2024,02:00,2.88
07-10-2024,03:00,1.68
07-10-2024,04:00,1.75
07-10-2024,05:00,0
07-10-2024,06:00,4.1
07-10-2024,07:00,2.18
07-10-2024,08:00,3.38
07-10-2024,09:00,1.61
07-10-2024,10:00,1.8
07-10-2024,11:00,2.13
07-10-2024,12:00,1.42
07-10-2024,13:00,4.09
07-10-2024,14:00,2.43
07-10-2024,15:00,2.07
07-10-2024,16:00,2.32
07-10-2024,17:00,2.29
07-10-2024,18:00,4.59
07-10-2024,19:00,0
07-10-2024,20:00,1.49
07-10-2024,21:00,0.55
07-10-2024,22:00,1.89
07-10-2024,23:00,0.13
08-10-2024,00:00,0
08-10-2024,01:00,2.66
08-10-2024,02:00,0.48
08-10-2024,03:00,0.36
08-10-2024,04:00,1.99
08-10-2024,05:00,0.5
08-10-2024,06:00,3.09
08-10-2024,07:00,2.84
08-10-2024,08:00,1.54
08-10-2024,09:00,2.68
08-10-2024,10:00,4.44
08-10-2024,11:00,2.72
08-10-2024,12:00,0.89
08-10-2024,13:00,2.64
08-10-2024,14:00,2.25
08-10-2024,15:00,4.45
08-10-2024,16:00,3.73
08-10-2024,17:00,2.38
08-10-2024,18:00,2.68
08-10-2024,19:00,0.31
08-10-2024,20:00,0
08-10-2024,21:00,1.47
08-10-2024,22:00,0.5
08-10-2024,23:00,0.42
09-10-2024,00:00,0.73
09-10-2024,01:00,1.94
09-10-2024,02:00,3.66
09-10-2024,03:00,0.9
09-10-2024,04:00,2.32
09-10-2024,05:00,0.24
09-10-2024,06:00,3.28
09-10-2024,07:00,2.02
09-10-2024,08:00,4.39
09-10-2024,09:00,4.15
09-10-2024,10:00,2.54
09-10-2024,11:00,2.83
09-10-2024,12:00,2.51
09-10-2024,13:00,2.65
09-10-2024,14:00,2.56
09-10-2024,15:00,2.3
09-10-2024,16:00,1.45
09-10-2024,17:00,2.06
09-10-2024,18:00,2.99
09-10-2024,19:00,0.51
09-10-2024,20:00,1.23
09-10-2024,21:00,0.24
09-10-2024,22:00,1.16
09-10-2024,23:00,0.95
10-10-2024,00:00,0.15
10-10-2024,01:00,0.31
10-10-2024,02:00,0.57
10-10-2024,03:00,0.29
10-10-2024,04:00,2.0
10-10-2024,05:00,0.31
10-10-2024,06:00,3.09
10-10-2024,07:00,2.17
10-10-2024,08:00,1.95
10-10-2024,09:00,1.66
10-10-2024,10:00,1.63
10-10-2024,11:00,3.69
10-10-2024,12:00,1.6
10-10-2024,13:00,2.95
10-10-2024,14:00,1.94
10-10-2024,15:00,4.72
10-10-2024,16:00,2.57
10-10-2024,17:00,4.11
10-10-2024,18:00,2.66
10-10-2024,19:00,0
10-10-2024,20:00,0.1
10-10-2024,21:00,0
10-10-2024,22:00,0.96
10-10-2024,23:00,1.34
11-10-2024,00:00,0
11-10-2024,01:00,1.04
11-10-2024,02:00,0.28
11-10-2024,03:00,0
11-10-2024,04:00,2.39
11-10-2024,05:00,0.73
11-10-2024,06:00,2.15
11-10-2024,07:00,3.49
11-10-2024,08:00,2.26
11-10-2024,09:00,3.54
11-10-2024,10:00,2.65
11-10-2024,11:00,2.27
11-10-2024,12:00,2.22
11-10-2024,13:00,3.56
11-10-2024,14:00,2.72
11-10-2024,15:00,3.1
11-10-2024,16:00,1.87
11-10-2024,17:00,3.17
11-10-2024,18:00,3.48
11-10-2024,19:00,0.55
11-10-2024,20:00,0.78
11-10-2024,21:00,2.9
11-10-2024,22:00,3.12
11-10-2024,23:00,1.91
12-10-2024,00:00,2.1
12-10-2024,01:00,0.99
12-10-2024,02:00,1.75
12-10-2024,03:00,0.57
12-10-2024,04:00,0
12-10-2024,05:00,2.44
12-10-2024,06:00,1.92
12-10-2024,07:00,2.88
12-10-2024,08:00,4.24
12-10-2024,09:00,2.67
12-10-2024,10:00,2.96
12-10-2024,11:00,4.18
12-10-2024,12:00,2.8
12-10-2024,13:00,4.14
12-10-2024,14:00,3.48
12-10-2024,15:00,5
12-10-2024,16:00,1.21
12-10-2024,17:00,3.95
12-10-2024,18:00,4.15
12-10-2024,19:00,2.04
12-10-2024,20:00,0
12-10-2024,21:00,0.44
12-10-2024,22:00,0.42
12-10-2024,23:00,1.17
13-10-2024,00:00,1.91
13-10-2024,01:00,0
13-10-2024,02:00,1.04
13-10-2024,03:00,2.38
13-10-2024,04:00,0.31
13-10-2024,05:00,1.13
13-10-2024,06:00,2.32
13-10-2024,07:00,2.11
13-10-2024,08:00,3.61
13-10-2024,09:00,4.19
13-10-2024,10:00,1.26
13-10-2024,11:00,3.25
13-10-2024,12:00,3.2
13-10-2024,13:00,1.67
13-10-2024,14:00,4.97
13-10-2024,15:00,2.41
13-10-2024,16:00,4.36
13-10-2024,17:00,3.9
13-10-2024,18:00,3.81
13-10-2024,19:00,0
13-10-2024,20:00,0.15
13-10-2024,21:00,0.1
13-10-2024,22:00,3.6
13-10-2024,23:00,2.11
14-10-2024,00:00,0.49
14-10-2024,01:00,0.74
14-10-2024,02:00,0
