floor,06
location,003
type,AC2
DD-MM-YYYY,time,data
29-09-2024,00:00,0.71
29-09-2024,01:00,0.71
29-09-2024,02:00,0.7
29-09-2024,03:00,0
29-09-2024,04:00,2.8
29-09-2024,05:00,1.83
29-09-2024,06:00,2.04
29-09-2024,07:00,1.93
29-09-2024,08:00,2.68
29-09-2024,09:00,3.65
29-09-2024,10:00,4.14
29-09-2024,11:00,4.42
29-09-2024,12:00,2.28
29-09-2024,13:00,3.96
29-09-2024,14:00,4.92
29-09-2024,15:00,3.16
29-09-2024,16:00,2.61
29-09-2024,17:00,2.32
29-09-2024,18:00,3.36
29-09-2024,19:00,0.79
29-09-2024,20:00,2.01
29-09-2024,21:00,1.32
29-09-2024,22:00,1.94
29-09-2024,23:00,0.9
30-09-2024,00:00,0.31
30-09-2024,01:00,1.94
30-09-2024,02:00,0.47
30-09-2024,03:00,0.73
30-09-2024,04:00,2.75
30-09-2024,05:00,0.31
30-09-2024,06:00,4.31
30-09-2024,07:00,2.8
30-09-2024,08:00,3.66
30-09-2024,09:00,1.38
30-09-2024,10:00,2.38
30-09-2024,11:00,3.18
30-09-2024,12:00,2.49
30-09-2024,13:00,3.42
30-09-2024,14:00,3.53
30-09-2024,15:00,2.73
30-09-2024,16:00,3.87
30-09-2024,17:00,3.9
30-09-2024,18:00,1.78
30-09-2024,19:00,1.78
30-09-2024,20:00,0.68
30-09-2024,21:00,1.46
30-09-2024,22:00,0.7
30-09-2024,23:00,1.52
01-10-2024,00:00,0.43
01-10-2024,01:00,0.22
01-10-2024,02:00,3.73
01-10-2024,03:00,0
01-10-2024,04:00,0.54
01-10-2024,05:00,0.86
01-10-2024,06:00,3.85
01-10-2024,07:00,2.87
01-10-2024,08:00,1.97
01-10-2024,09:00,2.81
01-10-2024,10:00,3.42
01-10-2024,11:00,2.51
01-10-2024,12:00,3.52
01-10-2024,13:00,2.45
01-10-2024,14:00,4.04
01-10-2024,15:00,3.12
01-10-2024,16:00,2.71
01-10-2024,17:00,2.3
01-10-2024,18:00,2.67
01-10-2024,19:00,0.1
01-10-2024,20:00,1.03
01-10-2024,21:00,1.0
01-10-2024,22:00,2.8
01-10-2024,23:00,2.51
02-10-2024,00:00,0.32
02-10-2024,01:00,0
02-10-2024,02:00,1.33
02-10-2024,03:00,0
02-10-2024,04:00,1.22
02-10-2024,05:00,0.34
02-10-2024,06:00,1.77
02-10-2024,07:00,3.47
02-10-2024,08:00,3.46
02-10-2024,09:00,2.59
02-10-2024,10:00,4.23
02-10-2024,11:00,2.06
02-10-2024,12:00,2.12
02-10-2024,13:00,2.62
02-10-2024,14:00,2.76
02-10-2024,15:00,3.36
02-10-2024,16:00,2.9
02-10-2024,17:00,2.1
02-10-2024,18:00,3.06
02-10-2024,19:00,0
02-10-2024,20:00,0.89
02-10-2024,21:00,1.57
02-10-2024,22:00,1.14
02-10-2024,23:00,0.42
03-10-2024,00:00,0.61
03-10-2024,01:00,1.36
03-10-2024,02:00,0.27
03-10-2024,03:00,0
03-10-2024,04:00,0
03-10-2024,05:00,0.92
03-10-2024,06:00,0.99
03-10-2024,07:00,4.73
03-10-2024,08:00,3.17
03-10-2024,09:00,2.92
03-10-2024,10:00,3.72
03-10-2024,11:00,3.28
03-10-2024,12:00,2.26
03-10-2024,13:00,4.8
03-10-2024,14:00,3.86
03-10-2024,15:00,2.72
03-10-2024,16:00,2.0
03-10-2024,17:00,1.27
03-10-2024,18:00,4.77
03-10-2024,19:00,0.96
03-10-2024,20:00,1.0
03-10-2024,21:00,0.39
03-10-2024,22:00,0
03-10-2024,23:00,0.86
04-10-2024,00:00,0.79
04-10-2024,01:00,1.86
04-10-2024,02:00,2.26
04-10-2024,03:00,0.49
04-10-2024,04:00,0.76
04-10-2024,05:00,2.82
04-10-2024,06:00,3.11
04-10-2024,07:00,3.19
04-10-2024,08:00,2.57
04-10-2024,09:00,3.57
04-10-2024,10:00,4.1
04-10-2024,11:00,3.51
04-10-2024,12:00,3.77
04-10-2024,13:00,4.3
04-10-2024,14:00,4.67
04-10-2024,15:00,2.41
04-10-2024,16:00,3.15
04-10-2024,17:00,2.33
04-10-2024,18:00,1.72
04-10-2024,19:00,1.21
04-10-2024,20:00,0.1
04-10-2024,21:00,0.72
04-10-2024,22:00,1.16
