floor,08
location,005
type,AC1
DD-MM-YYYY,time,data
29-09-2024,00:00,1.65
29-09-2024,01:00,1.31
29-09-2024,02:00,1.32
29-09-2024,03:00,0.55
29-09-2024,04:00,0.34
29-09-2024,05:00,0.09
29-09-2024,06:00,1.53
29-09-2024,07:00,1.28
29-09-2024,08:00,2.69
29-09-2024,09:00,3.22
29-09-2024,10:00,2.74
29-09-2024,11:00,3.33
29-09-2024,12:00,3.08
29-09-2024,13:00,1.63
29-09-2024,14:00,4.09
29-09-2024,15:00,3.52
29-09-2024,16:00,2.03
29-09-2024,17:00,3.07
29-09-2024,18:00,2.73
29-09-2024,19:00,1.48
29-09-2024,20:00,1.53
29-09-2024,21:00,0.46
29-09-2024,22:00,0.63
29-09-2024,23:00,1.74
30-09-2024,00:00,0.07
30-09-2024,01:00,1.0
30-09-2024,02:00,2.49
30-09-2024,03:00,1.44
30-09-2024,04:00,1.41
30-09-2024,05:00,1.4
30-09-2024,06:00,2.67
30-09-2024,07:00,3.95
30-09-2024,08:00,2.54
30-09-2024,09:00,3.81
30-09-2024,10:00,2.27
30-09-2024,11:00,1.51
30-09-2024,12:00,2.6
30-09-2024,13:00,2.1
30-09-2024,14:00,3.32
30-09-2024,15:00,2.87
30-09-2024,16:00,3.72
30-09-2024,17:00,4.09
30-09-2024,18:00,2.53
30-09-2024,19:00,1.84
30-09-2024,20:00,1.15
30-09-2024,21:00,1.24
30-09-2024,22:00,0.96
30-09-2024,23:00,2.51
01-10-2024,00:00,0.34
01-10-2024,01:00,1.88
01-10-2024,02:00,2.23
01-10-2024,03:00,0.3
01-10-2024,04:00,2.31
01-10-2024,05:00,0.86
01-10-2024,06:00,4.34
01-10-2024,07:00,3.65
01-10-2024,08:00,3.63
01-10-2024,09:00,3.63
01-10-2024,10:00,3.46
01-10-2024,11:00,1.09
01-10-2024,12:00,1.77
01-10-2024,13:00,2.82
01-10-2024,14:00,3.9
01-10-2024,15:00,3.49
01-10-2024,16:00,3.36
01-10-2024,17:00,2.61
01-10-2024,18:00,1.13
01-10-2024,19:00,0.87
01-10-2024,20:00,0.34
01-10-2024,21:00,0.52
01-10-2024,22:00,0.12
01-10-2024,23:00,0.98
02-10-2024,00:00,0
02-10-2024,01:00,2.1
02-10-2024,02:00,0
02-10-2024,03:00,2.36
02-10-2024,04:00,2.04
02-10-2024,05:00,0.37
02-10-2024,06:00,1.71
02-10-2024,07:00,4.39
02-10-2024,08:00,2.64
02-10-2024,09:00,3.42
02-10-2024,10:00,5
02-10-2024,11:00,1.75
02-10-2024,12:00,2.35
02-10-2024,13:00,4.47
02-10-2024,14:00,2.67
02-10-2024,15:00,3.37
02-10-2024,16:00,4.74
02-10-2024,17:00,3.77
02-10-2024,18:00,3.55
02-10-2024,19:00,1.8
02-10-2024,20:00,0.01
02-10-2024,21:00,0.35
02-10-2024,22:00,0
02-10-2024,23:00,0.7
03-10-2024,00:00,0
03-10-2024,01:00,0.69
03-10-2024,02:00,1.42
03-10-2024,03:00,1.39
03-10-2024,04:00,0.25
03-10-2024,05:00,0.69
03-10-2024,06:00,0.95
03-10-2024,07:00,3.9
03-10-2024,08:00,1.89
03-10-2024,09:00,2.32
03-10-2024,10:00,5
