floor,04
location,006
type,Light
DD-MM-YYYY,time,data
29-09-2024,00:00,1.81
29-09-2024,01:00,1.48
29-09-2024,02:00,1.8
29-09-2024,03:00,1.71
29-09-2024,04:00,0.31
29-09-2024,05:00,1.22
29-09-2024,06:00,2.2
29-09-2024,07:00,3.83
29-09-2024,08:00,1.34
29-09-2024,09:00,3.85
29-09-2024,10:00,2.86
29-09-2024,11:00,2.81
29-09-2024,12:00,4.35
29-09-2024,13:00,1.41
29-09-2024,14:00,3.64
29-09-2024,15:00,3.18
29-09-2024,16:00,5
29-09-2024,17:00,2.79
29-09-2024,18:00,4.84
29-09-2024,19:00,1.94
29-09-2024,20:00,1.22
29-09-2024,21:00,0
29-09-2024,22:00,0
29-09-2024,23:00,2.7
30-09-2024,00:00,2.36
30-09-2024,01:00,1.13
30-09-2024,02:00,0.35
30-09-2024,03:00,0
30-09-2024,04:00,0
30-09-2024,05:00,0.62
30-09-2024,06:00,3.96
30-09-2024,07:00,3.49
30-09-2024,08:00,2.81
30-09-2024,09:00,2.74
30-09-2024,10:00,3.44
30-09-2024,11:00,2.17
30-09-2024,12:00,2.98
30-09-2024,13:00,1.6
30-09-2024,14:00,3.86
30-09-2024,15:00,1.71
30-09-2024,16:00,1.35
30-09-2024,17:00,3.54
30-09-2024,18:00,4.04
30-09-2024,19:00,1.6
30-09-2024,20:00,2.56
30-09-2024,21:00,1.07
30-09-2024,22:00,0
30-09-2024,23:00,1.62
01-10-2024,00:00,1.89
01-10-2024,01:00,0
01-10-2024,02:00,0.47
01-10-2024,03:00,0.23
01-10-2024,04:00,0.12
01-10-2024,05:00,0.17
01-10-2024,06:00,2.42
01-10-2024,07:00,0.93
01-10-2024,08:00,3.19
01-10-2024,09:00,2.17
01-10-2024,10:00,2.23
01-10-2024,11:00,4.15
01-10-2024,12:00,3.66
01-10-2024,13:00,4.43
01-10-2024,14:00,2.35
01-10-2024,15:00,3.51
01-10-2024,16:00,2.12
01-10-2024,17:00,1.37
01-10-2024,18:00,4.56
01-10-2024,19:00,0.78
01-10-2024,20:00,0.32
01-10-2024,21:00,1.02
01-10-2024,22:00,1.66
01-10-2024,23:00,1.31
02-10-2024,00:00,2.68
02-10-2024,01:00,1.92
02-10-2024,02:00,1.18
02-10-2024,03:00,1.17
02-10-2024,04:00,1.66
02-10-2024,05:00,1.02
02-10-2024,06:00,4.18
02-10-2024,07:00,3.84
02-10-2024,08:00,3.95
02-10-2024,09:00,3.87
02-10-2024,10:00,5
