floor,05
location,003
type,AC1
DD-MM-YYYY,time,data
29-09-2024,00:00,0.63
29-09-2024,01:00,0.26
29-09-2024,02:00,1.16
29-09-2024,03:00,1.38
29-09-2024,04:00,2.99
29-09-2024,05:00,1.33
29-09-2024,06:00,4.41
29-09-2024,07:00,2.38
29-09-2024,08:00,2.03
29-09-2024,09:00,1.66
29-09-2024,10:00,3.26
29-09-2024,11:00,2.47
29-09-2024,12:00,4.34
29-09-2024,13:00,4.54
29-09-2024,14:00,4.16
29-09-2024,15:00,3.3
29-09-2024,16:00,2.34
29-09-2024,17:00,1.92
29-09-2024,18:00,3.05
29-09-2024,19:00,1.97
29-09-2024,20:00,0.75
29-09-2024,21:00,1.13
29-09-2024,22:00,1.62
29-09-2024,23:00,0
30-09-2024,00:00,0.85
30-09-2024,01:00,2.5
30-09-2024,02:00,2.46
30-09-2024,03:00,1.72
30-09-2024,04:00,1.45
30-09-2024,05:00,2.29
30-09-2024,06:00,1.69
30-09-2024,07:00,2.18
30-09-2024,08:00,3.3
30-09-2024,09:00,3.57
30-09-2024,10:00,3.88
30-09-2024,11:00,4.32
30-09-2024,12:00,3.66
30-09-2024,13:00,2.81
30-09-2024,14:00,1.59
30-09-2024,15:00,3.1
30-09-2024,16:00,2.15
30-09-2024,17:00,3.6
30-09-2024,18:00,3.76
30-09-2024,19:00,2.21
30-09-2024,20:00,0.9
30-09-2024,21:00,1.48
30-09-2024,22:00,1.79
30-09-2024,23:00,0
01-10-2024,00:00,1.35
01-10-2024,01:00,1.76
01-10-2024,02:00,0.44
01-10-2024,03:00,0
01-10-2024,04:00,0.26
01-10-2024,05:00,1.39
01-10-2024,06:00,4.18
01-10-2024,07:00,2.43
01-10-2024,08:00,1.57
01-10-2024,09:00,4.25
01-10-2024,10:00,3.7
01-10-2024,11:00,3.3
01-10-2024,12:00,3.55
01-10-2024,13:00,3.1
01-10-2024,14:00,1.98
01-10-2024,15:00,1.96
01-10-2024,16:00,0.85
01-10-2024,17:00,4.15
01-10-2024,18:00,1.39
01-10-2024,19:00,1.44
01-10-2024,20:00,1.59
01-10-2024,21:00,2.48
01-10-2024,22:00,1.03
01-10-2024,23:00,3.26
02-10-2024,00:00,1.3
02-10-2024,01:00,0.17
02-10-2024,02:00,3.42
02-10-2024,03:00,2.19
02-10-2024,04:00,1.45
02-10-2024,05:00,0.93
02-10-2024,06:00,2.02
02-10-2024,07:00,3.07
02-10-2024,08:00,3.6
02-10-2024,09:00,4.25
02-10-2024,10:00,3.5
02-10-2024,11:00,4.1
02-10-2024,12:00,2.25
02-10-2024,13:00,4.66
02-10-2024,14:00,3.16
02-10-2024,15:00,2.76
02-10-2024,16:00,2.58
02-10-2024,17:00,5
02-10-2024,18:00,3.14
02-10-2024,19:00,2.08
02-10-2024,20:00,1.1
02-10-2024,21:00,0.23
02-10-2024,22:00,1.63
02-10-2024,23:00,0.13
03-10-2024,00:00,0.43
03-10-2024,01:00,1.3
03-10-2024,02:00,1.3
03-10-2024,03:00,1.81
03-10-2024,04:00,0.04
03-10-2024,05:00,1.29
03-10-2024,06:00,2.01
03-10-2024,07:00,0.31
03-10-2024,08:00,2.48
03-10-2024,09:00,3.8
03-10-2024,10:00,3.06
03-10-2024,11:00,2.54
03-10-2024,12:00,1.53
03-10-2024,13:00,3.61
03-10-2024,14:00,2.0
03-10-2024,15:00,3.1
