floor,02
location,007
type,AC1
DD-MM-YYYY,time,data
29-09-2024,00:00,0
29-09-2024,01:00,0.27
29-09-2024,02:00,0.49
29-09-2024,03:00,0.33
29-09-2024,04:00,0.72
29-09-2024,05:00,1.31
29-09-2024,06:00,2.85
29-09-2024,07:00,2.42
29-09-2024,08:00,2.12
29-09-2024,09:00,3.29
29-09-2024,10:00,2.82
29-09-2024,11:00,2.56
29-09-2024,12:00,2.24
29-09-2024,13:00,2.62
29-09-2024,14:00,2.13
29-09-2024,15:00,2.11
29-09-2024,16:00,2.39
29-09-2024,17:00,3.99
29-09-2024,18:00,2.19
29-09-2024,19:00,0.8
29-09-2024,20:00,0.67
29-09-2024,21:00,1.73
29-09-2024,22:00,0.65
29-09-2024,23:00,1.65
30-09-2024,00:00,0.38
30-09-2024,01:00,1.74
30-09-2024,02:00,1.99
30-09-2024,03:00,2.85
30-09-2024,04:00,2.15
30-09-2024,05:00,0.96
30-09-2024,06:00,2.09
30-09-2024,07:00,2.35
30-09-2024,08:00,2.96
30-09-2024,09:00,0.83
30-09-2024,10:00,1.63
30-09-2024,11:00,3.7
30-09-2024,12:00,3.43
30-09-2024,13:00,2.25
30-09-2024,14:00,2.43
30-09-2024,15:00,3.59
30-09-2024,16:00,3.93
30-09-2024,17:00,4.21
30-09-2024,18:00,3.1
30-09-2024,19:00,1.34
30-09-2024,20:00,1.69
30-09-2024,21:00,1.15
30-09-2024,22:00,0
30-09-2024,23:00,1.56
01-10-2024,00:00,1.88
01-10-2024,01:00,1.14
01-10-2024,02:00,1.46
01-10-2024,03:00,0.34
01-10-2024,04:00,0
01-10-2024,05:00,1.26
01-10-2024,06:00,3.16
01-10-2024,07:00,3.57
01-10-2024,08:00,3.99
01-10-2024,09:00,2.72
01-10-2024,10:00,3.21
01-10-2024,11:00,2.79
01-10-2024,12:00,1.63
01-10-2024,13:00,3.58
01-10-2024,14:00,2.39
01-10-2024,15:00,0
01-10-2024,16:00,3.5
01-10-2024,17:00,3.28
01-10-2024,18:00,2.47
01-10-2024,19:00,1.15
01-10-2024,20:00,1.2
01-10-2024,21:00,0.48
01-10-2024,22:00,0.96
01-10-2024,23:00,0.38
02-10-2024,00:00,0.24
02-10-2024,01:00,1.25
02-10-2024,02:00,0
02-10-2024,03:00,0.85
02-10-2024,04:00,1.62
02-10-2024,05:00,1.25
02-10-2024,06:00,4.12
02-10-2024,07:00,2.22
02-10-2024,08:00,1.94
02-10-2024,09:00,4.13
02-10-2024,10:00,2.44
02-10-2024,11:00,4.53
02-10-2024,12:00,3.32
02-10-2024,13:00,2.89
02-10-2024,14:00,1.66
02-10-2024,15:00,2.7
02-10-2024,16:00,2.61
02-10-2024,17:00,3.42
02-10-2024,18:00,2.91
02-10-2024,19:00,1.76
02-10-2024,20:00,0.94
02-10-2024,21:00,0.54
02-10-2024,22:00,1.55
02-10-2024,23:00,0.66
03-10-2024,00:00,2.0
03-10-2024,01:00,1.09
03-10-2024,02:00,1.92
03-10-2024,03:00,0.39
03-10-2024,04:00,0.46
03-10-2024,05:00,2.56
03-10-2024,06:00,3.97
03-10-2024,07:00,3.2
03-10-2024,08:00,1.53
03-10-2024,09:00,0.99
03-10-2024,10:00,2.96
03-10-2024,11:00,3.01
03-10-2024,12:00,5
03-10-2024,13:00,3.05
03-10-2024,14:00,3.11
03-10-2024,15:00,3.42
03-10-2024,16:00,3.49
03-10-2024,17:00,5
03-10-2024,18:00,3.6
03-10-2024,19:00,0.46
03-10-2024,20:00,3.23
03-10-2024,21:00,0.87
03-10-2024,22:00,1.36
03-10-2024,23:00,1.59
04-10-2024,00:00,1.04
04-10-2024,01:00,1.28
04-10-2024,02:00,0.82
04-10-2024,03:00,0.96
04-10-2024,04:00,0
04-10-2024,05:00,2.54
04-10-2024,06:00,5
04-10-2024,07:00,2.19
04-10-2024,08:00,2.98
04-10-2024,09:00,1.14
04-10-2024,10:00,4.18
04-10-2024,11:00,4.01
04-10-2024,12:00,2.8
04-10-2024,13:00,1.35
04-10-2024,14:00,2.31
04-10-2024,15:00,5
04-10-2024,16:00,2.62
04-10-2024,17:00,3.44
04-10-2024,18:00,4.69
04-10-2024,19:00,2.12
04-10-2024,20:00,1.45
04-10-2024,21:00,1.77
04-10-2024,22:00,0.83
04-10-2024,23:00,0
05-10-2024,00:00,0.05
05-10-2024,01:00,1.04
05-10-2024,02:00,0.19
05-10-2024,03:00,0.79
05-10-2024,04:00,0.8
05-10-2024,05:00,1.24
05-10-2024,06:00,2.3
05-10-2024,07:00,2.72
05-10-2024,08:00,3.07
05-10-2024,09:00,3.13
05-10-2024,10:00,2.72
05-10-2024,11:00,3.15
05-10-2024,12:00,2.99
05-10-2024,13:00,2.11
05-10-2024,14:00,4.45
05-10-2024,15:00,1.39
05-10-2024,16:00,2.0
05-10-2024,17:00,3.23
05-10-2024,18:00,2.71
05-10-2024,19:00,1.2
05-10-2024,20:00,0
05-10-2024,21:00,0
05-10-2024,22:00,0.12
05-10-2024,23:00,2.05
06-10-2024,00:00,1.58
06-10-2024,01:00,1.42
06-10-2024,02:00,0.04
06-10-2024,03:00,2.61
06-10-2024,04:00,0.54
06-10-2024,05:00,0.1
06-10-2024,06:00,3.05
06-10-2024,07:00,3.33
06-10-2024,08:00,2.05
06-10-2024,09:00,3.82
06-10-2024,10:00,2.93
06-10-2024,11:00,3.88
06-10-2024,12:00,2.54
06-10-2024,13:00,2.19
06-10-2024,14:00,4.44
06-10-2024,15:00,2.83
06-10-2024,16:00,2.34
06-10-2024,17:00,4.2
06-10-2024,18:00,4.09
06-10-2024,19:00,0
06-10-2024,20:00,1.23
06-10-2024,21:00,2.12
06-10-2024,22:00,0
06-10-2024,23:00,1.59
07-10-2024,00:00,2.7
07-10-2024,01:00,0.08
07-10-2024,02:00,0
07-10-2024,03:00,1.35
07-10-2024,04:00,0.68
07-10-2024,05:00,1.59
07-10-2024,06:00,3.45
07-10-2024,07:00,1.92
07-10-2024,08:00,1.1
07-10-2024,09:00,2.35
07-10-2024,10:00,2.35
07-10-2024,11:00,3.4
07-10-2024,12:00,4.44
07-10-2024,13:00,2.48
07-10-2024,14:00,3.13
07-10-2024,15:00,2.31
07-10-2024,16:00,4.4
07-10-2024,17:00,2.7
07-10-2024,18:00,2.87
07-10-2024,19:00,0.68
07-10-2024,20:00,1.25
07-10-2024,21:00,1.27
07-10-2024,22:00,0.6
07-10-2024,23:00,0
08-10-2024,00:00,0.37
08-10-2024,01:00,2.54
08-10-2024,02:00,1.01
08-10-2024,03:00,0.32
08-10-2024,04:00,2.2
08-10-2024,05:00,0.1
08-10-2024,06:00,1.97
08-10-2024,07:00,3.34
08-10-2024,08:00,4.04
08-10-2024,09:00,3.73
08-10-2024,10:00,3.78
08-10-2024,11:00,3.05
08-10-2024,12:00,2.92
08-10-2024,13:00,0.85
08-10-2024,14:00,2.73
08-10-2024,15:00,3.71
08-10-2024,16:00,3.46
08-10-2024,17:00,2.94
08-10-2024,18:00,1.92
08-10-2024,19:00,0
08-10-2024,20:00,2.67
08-10-2024,21:00,1.38
08-10-2024,22:00,0.6
08-10-2024,23:00,1.14
09-10-2024,00:00,0
09-10-2024,01:00,1.12
09-10-2024,02:00,1.18
09-10-2024,03:00,2.94
09-10-2024,04:00,0
09-10-2024,05:00,0
09-10-2024,06:00,4.4
09-10-2024,07:00,3.34
09-10-2024,08:00,3.12
09-10-2024,09:00,2.07
09-10-2024,10:00,2.5
09-10-2024,11:00,2.37
09-10-2024,12:00,3.69
09-10-2024,13:00,2.56
09-10-2024,14:00,3.5
09-10-2024,15:00,5
09-10-2024,16:00,3.73
09-10-2024,17:00,2.46
09-10-2024,18:00,3.1
09-10-2024,19:00,0
09-10-2024,20:00,2.6
09-10-2024,21:00,0.96
09-10-2024,22:00,0
09-10-2024,23:00,1.81
10-10-2024,00:00,2.5
10-10-2024,01:00,0.61
10-10-2024,02:00,0
10-10-2024,03:00,2.25
10-10-2024,04:00,1.79
10-10-2024,05:00,0
10-10-2024,06:00,3.15
10-10-2024,07:00,3.34
10-10-2024,08:00,4.35
10-10-2024,09:00,2.71
10-10-2024,10:00,1.68
10-10-2024,11:00,3.57
10-10-2024,12:00,1.77
10-10-2024,13:00,4.59
10-10-2024,14:00,1.72
10-10-2024,15:00,2.7
10-10-2024,16:00,1.86
10-10-2024,17:00,1.86
10-10-2024,18:00,3.88
10-10-2024,19:00,0.65
10-10-2024,20:00,1.42
10-10-2024,21:00,2.84
10-10-2024,22:00,1.25
10-10-2024,23:00,0.34
11-10-2024,00:00,2.24
11-10-2024,01:00,1.29
11-10-2024,02:00,1.12
11-10-2024,03:00,0
11-10-2024,04:00,0.08
11-10-2024,05:00,0.76
11-10-2024,06:00,2.29
11-10-2024,07:00,1.09
11-10-2024,08:00,2.09
11-10-2024,09:00,3.16
11-10-2024,10:00,2.99
11-10-2024,11:00,2.54
11-10-2024,12:00,3.22
11-10-2024,13:00,2.96
11-10-2024,14:00,3.99
11-10-2024,15:00,3.76
11-10-2024,16:00,4.17
11-10-2024,17:00,2.91
11-10-2024,18:00,3.87
11-10-2024,19:00,1.22
11-10-2024,20:00,1.14
11-10-2024,21:00,0.14
11-10-2024,22:00,1.61
11-10-2024,23:00,0.61
12-10-2024,00:00,0.35
12-10-2024,01:00,2.57
12-10-2024,02:00,0.68
12-10-2024,03:00,0
12-10-2024,04:00,0.36
12-10-2024,05:00,1.83
12-10-2024,06:00,1.94
12-10-2024,07:00,3.81
12-10-2024,08:00,3.35
12-10-2024,09:00,4.14
12-10-2024,10:00,3.8
12-10-2024,11:00,0.36
12-10-2024,12:00,2.4
12-10-2024,13:00,3.42
12-10-2024,14:00,2.61
12-10-2024,15:00,3.23
12-10-2024,16:00,1.04
12-10-2024,17:00,4.42
12-10-2024,18:00,2.41
12-10-2024,19:00,0.3
12-10-2024,20:00,2.72
12-10-2024,21:00,1.35
12-10-2024,22:00,0.03
12-10-2024,23:00,0.21
13-10-2024,00:00,1.56
13-10-2024,01:00,1.98
13-10-2024,02:00,0.88
13-10-2024,03:00,1.9
13-10-2024,04:00,2.2
13-10-2024,05:00,1.28
13-10-2024,06:00,1.55
13-10-2024,07:00,3.18
13-10-2024,08:00,2.76
13-10-2024,09:00,1.7
13-10-2024,10:00,3.28
13-10-2024,11:00,3.92
13-10-2024,12:00,3.32
13-10-2024,13:00,3.83
13-10-2024,14:00,4.1
13-10-2024,15:00,2.95
13-10-2024,16:00,2.08
13-10-2024,17:00,3.27
13-10-2024,18:00,3.62
13-10-2024,19:00,1.28
13-10-2024,20:00,1.47
13-10-2024,21:00,2.46
13-10-2024,22:00,0.66
13-10-2024,23:00,0.46
14-10-2024,00:00,2.08
14-10-2024,01:00,1.4
14-10-2024,02:00,2.44
