floor,06
location,001
type,Plug
DD-MM-YYYY,time,data
29-09-2024,00:00,2.25
29-09-2024,01:00,0.07
29-09-2024,02:00,3.41
29-09-2024,03:00,1.7
29-09-2024,04:00,0.9
29-09-2024,05:00,0.53
29-09-2024,06:00,3.25
29-09-2024,07:00,2.43
29-09-2024,08:00,2.97
29-09-2024,09:00,2.4
29-09-2024,10:00,2.28
29-09-2024,11:00,3.13
29-09-2024,12:00,3.23
29-09-2024,13:00,1.81
29-09-2024,14:00,1.14
29-09-2024,15:00,3.08
29-09-2024,16:00,2.98
29-09-2024,17:00,2.2
29-09-2024,18:00,3.2
29-09-2024,19:00,0.48
29-09-2024,20:00,1.53
29-09-2024,21:00,2.11
29-09-2024,22:00,1.03
29-09-2024,23:00,1.29
30-09-2024,00:00,1.32
30-09-2024,01:00,0.7
30-09-2024,02:00,0.61
30-09-2024,03:00,1.02
30-09-2024,04:00,0.37
30-09-2024,05:00,1.38
30-09-2024,06:00,3.78
30-09-2024,07:00,3.22
30-09-2024,08:00,2.6
30-09-2024,09:00,3.67
30-09-2024,10:00,2.69
30-09-2024,11:00,2.68
30-09-2024,12:00,2.52
30-09-2024,13:00,2.89
30-09-2024,14:00,3.36
30-09-2024,15:00,3.22
30-09-2024,16:00,4.0
30-09-2024,17:00,4.81
30-09-2024,18:00,3.4
30-09-2024,19:00,0.51
30-09-2024,20:00,1.08
30-09-2024,21:00,1.82
30-09-2024,22:00,1.2
30-09-2024,23:00,0
01-10-2024,00:00,1.49
01-10-2024,01:00,0.65
01-10-2024,02:00,0
01-10-2024,03:00,0
01-10-2024,04:00,0.51
01-10-2024,05:00,1.16
01-10-2024,06:00,1.93
01-10-2024,07:00,3.36
01-10-2024,08:00,2.4
01-10-2024,09:00,2.76
01-10-2024,10:00,1.66
01-10-2024,11:00,3.52
01-10-2024,12:00,3.81
01-10-2024,13:00,2.92
01-10-2024,14:00,3.45
01-10-2024,15:00,1.63
01-10-2024,16:00,3.27
01-10-2024,17:00,0.9
01-10-2024,18:00,1.88
01-10-2024,19:00,0
01-10-2024,20:00,1.42
01-10-2024,21:00,2.65
01-10-2024,22:00,1.03
01-10-2024,23:00,1.77
02-10-2024,00:00,0.47
02-10-2024,01:00,3.53
02-10-2024,02:00,1.58
02-10-2024,03:00,0.56
02-10-2024,04:00,2.13
02-10-2024,05:00,0
02-10-2024,06:00,3.81
02-10-2024,07:00,4.11
02-10-2024,08:00,4.26
02-10-2024,09:00,3.65
02-10-2024,10:00,1.64
02-10-2024,11:00,4.08
02-10-2024,12:00,2.68
02-10-2024,13:00,3.55
02-10-2024,14:00,1.46
02-10-2024,15:00,4.21
02-10-2024,16:00,4.1
02-10-2024,17:00,1.83
02-10-2024,18:00,2.64
02-10-2024,19:00,1.01
02-10-2024,20:00,0
02-10-2024,21:00,1.39
02-10-2024,22:00,0.13
02-10-2024,23:00,1.31
03-10-2024,00:00,0.79
03-10-2024,01:00,0.02
03-10-2024,02:00,0.82
03-10-2024,03:00,0.41
03-10-2024,04:00,0.85
03-10-2024,05:00,1.4
03-10-2024,06:00,3.97
03-10-2024,07:00,3.83
03-10-2024,08:00,2.14
03-10-2024,09:00,1.03
03-10-2024,10:00,2.94
03-10-2024,11:00,3.2
03-10-2024,12:00,3.01
03-10-2024,13:00,2.07
03-10-2024,14:00,2.41
03-10-2024,15:00,3.15
03-10-2024,16:00,3.98
03-10-2024,17:00,2.84
03-10-2024,18:00,2.79
03-10-2024,19:00,1.48
03-10-2024,20:00,0
03-10-2024,21:00,1.21
03-10-2024,22:00,1.06
03-10-2024,23:00,0.29
04-10-2024,00:00,0.56
04-10-2024,01:00,0
04-10-2024,02:00,1.78
04-10-2024,03:00,0.32
04-10-2024,04:00,0
04-10-2024,05:00,0.46
04-10-2024,06:00,3.95
04-10-2024,07:00,5
04-10-2024,08:00,1.9
04-10-2024,09:00,1.64
04-10-2024,10:00,3.04
04-10-2024,11:00,3.01
04-10-2024,12:00,3.34
04-10-2024,13:00,3.72
04-10-2024,14:00,2.42
04-10-2024,15:00,2.26
04-10-2024,16:00,2.15
04-10-2024,17:00,4.78
04-10-2024,18:00,1.48
04-10-2024,19:00,2.05
04-10-2024,20:00,2.47
04-10-2024,21:00,0.67
04-10-2024,22:00,2.13
04-10-2024,23:00,1.54
05-10-2024,00:00,2.65
05-10-2024,01:00,0.56
05-10-2024,02:00,1.88
05-10-2024,03:00,1.88
05-10-2024,04:00,1.03
05-10-2024,05:00,1.37
05-10-2024,06:00,1.87
05-10-2024,07:00,3.66
05-10-2024,08:00,3.17
05-10-2024,09:00,3.09
05-10-2024,10:00,2.64
05-10-2024,11:00,3.41
05-10-2024,12:00,1.65
05-10-2024,13:00,2.73
