floor,03
location,007
type,Light
DD-MM-YYYY,time,data
29-09-2024,00:00,1.3
29-09-2024,01:00,0.36
29-09-2024,02:00,1.88
29-09-2024,03:00,1.34
29-09-2024,04:00,0.19
29-09-2024,05:00,1.46
29-09-2024,06:00,1.32
29-09-2024,07:00,2.7
29-09-2024,08:00,4.3
29-09-2024,09:00,3.03
29-09-2024,10:00,2.83
29-09-2024,11:00,3.44
29-09-2024,12:00,3.35
29-09-2024,13:00,2.38
29-09-2024,14:00,3.78
29-09-2024,15:00,2.45
29-09-2024,16:00,2.92
29-09-2024,17:00,4.59
29-09-2024,18:00,1.51
29-09-2024,19:00,2.23
29-09-2024,20:00,1.99
29-09-2024,21:00,1.4
29-09-2024,22:00,1.65
29-09-2024,23:00,0.23
30-09-2024,00:00,1.46
30-09-2024,01:00,0
30-09-2024,02:00,0
30-09-2024,03:00,1.33
30-09-2024,04:00,2.88
30-09-2024,05:00,0.34
30-09-2024,06:00,4.44
30-09-2024,07:00,3.08
30-09-2024,08:00,3.31
30-09-2024,09:00,2.08
30-09-2024,10:00,2.94
30-09-2024,11:00,4.2
30-09-2024,12:00,2.24
30-09-2024,13:00,3.67
30-09-2024,14:00,2.78
30-09-2024,15:00,2.13
30-09-2024,16:00,3.47
30-09-2024,17:00,2.21
30-09-2024,18:00,1.69
30-09-2024,19:00,0.94
30-09-2024,20:00,0
30-09-2024,21:00,2.38
30-09-2024,22:00,0
30-09-2024,23:00,2.29
01-10-2024,00:00,0.84
01-10-2024,01:00,1.72
01-10-2024,02:00,0.3
01-10-2024,03:00,2.0
01-10-2024,04:00,1.49
01-10-2024,05:00,3.15
01-10-2024,06:00,3.61
01-10-2024,07:00,4.51
01-10-2024,08:00,4.34
01-10-2024,09:00,3.92
01-10-2024,10:00,4.73
01-10-2024,11:00,5
01-10-2024,12:00,3.16
01-10-2024,13:00,2.28
01-10-2024,14:00,3.24
01-10-2024,15:00,1.18
01-10-2024,16:00,2.87
01-10-2024,17:00,0.58
01-10-2024,18:00,4.04
01-10-2024,19:00,0
01-10-2024,20:00,0.74
01-10-2024,21:00,0.63
01-10-2024,22:00,0.53
01-10-2024,23:00,1.91
02-10-2024,00:00,0.72
02-10-2024,01:00,0.21
02-10-2024,02:00,0.5
02-10-2024,03:00,0.63
02-10-2024,04:00,1.74
02-10-2024,05:00,0
02-10-2024,06:00,1.21
02-10-2024,07:00,2.54
02-10-2024,08:00,2.34
02-10-2024,09:00,2.43
02-10-2024,10:00,2.96
02-10-2024,11:00,1.39
02-10-2024,12:00,3.78
02-10-2024,13:00,4.55
02-10-2024,14:00,1.95
02-10-2024,15:00,3.33
02-10-2024,16:00,4.84
02-10-2024,17:00,5
02-10-2024,18:00,3.31
02-10-2024,19:00,0
02-10-2024,20:00,0
02-10-2024,21:00,1.3
02-10-2024,22:00,0
02-10-2024,23:00,2.41
03-10-2024,00:00,1.88
03-10-2024,01:00,0.76
03-10-2024,02:00,0.19
03-10-2024,03:00,0.11
03-10-2024,04:00,0.15
03-10-2024,05:00,0.87
03-10-2024,06:00,4.13
03-10-2024,07:00,2.21
03-10-2024,08:00,2.54
03-10-2024,09:00,3.21
03-10-2024,10:00,4.09
03-10-2024,11:00,3.96
03-10-2024,12:00,2.12
03-10-2024,13:00,2.4
03-10-2024,14:00,3.18
03-10-2024,15:00,2.69
03-10-2024,16:00,3.44
03-10-2024,17:00,2.42
03-10-2024,18:00,3.49
03-10-2024,19:00,0
03-10-2024,20:00,1.69
03-10-2024,21:00,2.03
03-10-2024,22:00,0.4
03-10-2024,23:00,2.12
04-10-2024,00:00,0.77
04-10-2024,01:00,2.33
04-10-2024,02:00,1.16
04-10-2024,03:00,1.63
04-10-2024,04:00,0
04-10-2024,05:00,1.44
04-10-2024,06:00,3.5
04-10-2024,07:00,3.35
04-10-2024,08:00,5
04-10-2024,09:00,5
04-10-2024,10:00,2.96
04-10-2024,11:00,2.45
04-10-2024,12:00,3.28
04-10-2024,13:00,5
04-10-2024,14:00,3.07
04-10-2024,15:00,1.27
04-10-2024,16:00,2.26
04-10-2024,17:00,1.7
04-10-2024,18:00,2.91
04-10-2024,19:00,3.33
04-10-2024,20:00,0.49
04-10-2024,21:00,0.34
04-10-2024,22:00,2.83
04-10-2024,23:00,1.53
05-10-2024,00:00,1.29
05-10-2024,01:00,0
05-10-2024,02:00,0.83
05-10-2024,03:00,0.97
05-10-2024,04:00,0.74
05-10-2024,05:00,2.5
05-10-2024,06:00,1.43
05-10-2024,07:00,2.77
05-10-2024,08:00,2.26
05-10-2024,09:00,2.79
05-10-2024,10:00,3.39
05-10-2024,11:00,2.88
05-10-2024,12:00,4.18
05-10-2024,13:00,2.67
05-10-2024,14:00,4.04
05-10-2024,15:00,2.22
05-10-2024,16:00,1.03
05-10-2024,17:00,3.38
05-10-2024,18:00,3.65
05-10-2024,19:00,1.27
05-10-2024,20:00,0.05
05-10-2024,21:00,0.73
05-10-2024,22:00,0
05-10-2024,23:00,0
06-10-2024,00:00,1.12
06-10-2024,01:00,0.38
06-10-2024,02:00,2.32
06-10-2024,03:00,0.57
06-10-2024,04:00,0.22
06-10-2024,05:00,0.85
06-10-2024,06:00,3.28
06-10-2024,07:00,2.56
06-10-2024,08:00,1.49
06-10-2024,09:00,3.48
06-10-2024,10:00,4.61
06-10-2024,11:00,2.88
06-10-2024,12:00,2.22
06-10-2024,13:00,2.92
06-10-2024,14:00,3.29
06-10-2024,15:00,2.64
06-10-2024,16:00,2.25
06-10-2024,17:00,4.1
06-10-2024,18:00,1.45
06-10-2024,19:00,0
06-10-2024,20:00,0.62
06-10-2024,21:00,0
06-10-2024,22:00,1.17
06-10-2024,23:00,0.38
07-10-2024,00:00,1.86
07-10-2024,01:00,1.97
07-10-2024,02:00,0.42
07-10-2024,03:00,0.65
07-10-2024,04:00,0.61
07-10-2024,05:00,0.38
07-10-2024,06:00,2.76
07-10-2024,07:00,4.39
07-10-2024,08:00,3.15
07-10-2024,09:00,1.02
07-10-2024,10:00,3.5
07-10-2024,11:00,2.41
07-10-2024,12:00,2.89
07-10-2024,13:00,4.02
07-10-2024,14:00,1.85
07-10-2024,15:00,3.59
07-10-2024,16:00,1.75
07-10-2024,17:00,2.66
07-10-2024,18:00,3.19
07-10-2024,19:00,0.81
07-10-2024,20:00,0.27
07-10-2024,21:00,0.41
07-10-2024,22:00,1.27
07-10-2024,23:00,3.0
08-10-2024,00:00,0.9
08-10-2024,01:00,2.67
08-10-2024,02:00,0.98
08-10-2024,03:00,2.41
08-10-2024,04:00,0
08-10-2024,05:00,0
08-10-2024,06:00,2.37
08-10-2024,07:00,4.08
08-10-2024,08:00,2.32
08-10-2024,09:00,4.24
08-10-2024,10:00,3.27
08-10-2024,11:00,3.37
08-10-2024,12:00,2.69
08-10-2024,13:00,3.66
08-10-2024,14:00,1.36
08-10-2024,15:00,1.75
08-10-2024,16:00,3.67
08-10-2024,17:00,3.35
08-10-2024,18:00,3.47
08-10-2024,19:00,1.46
08-10-2024,20:00,1.96
08-10-2024,21:00,0.35
08-10-2024,22:00,1.46
08-10-2024,23:00,1.44
09-10-2024,00:00,0.67
09-10-2024,01:00,2.63
09-10-2024,02:00,0.89
09-10-2024,03:00,0.92
09-10-2024,04:00,1.67
09-10-2024,05:00,0.64
09-10-2024,06:00,2.67
09-10-2024,07:00,2.38
09-10-2024,08:00,2.69
09-10-2024,09:00,3.22
09-10-2024,10:00,4.28
09-10-2024,11:00,2.89
09-10-2024,12:00,3.0
09-10-2024,13:00,2.17
09-10-2024,14:00,2.34
09-10-2024,15:00,2.86
09-10-2024,16:00,3.65
09-10-2024,17:00,0.78
09-10-2024,18:00,3.18
09-10-2024,19:00,0.1
09-10-2024,20:00,1.63
09-10-2024,21:00,0.27
09-10-2024,22:00,1.58
09-10-2024,23:00,1.38
10-10-2024,00:00,0.97
10-10-2024,01:00,1.39
10-10-2024,02:00,0.91
10-10-2024,03:00,0.43
10-10-2024,04:00,1.69
10-10-2024,05:00,0
10-10-2024,06:00,0.76
10-10-2024,07:00,2.79
10-10-2024,08:00,4.73
10-10-2024,09:00,2.14
10-10-2024,10:00,3.17
10-10-2024,11:00,3.81
10-10-2024,12:00,2.31
10-10-2024,13:00,4.17
10-10-2024,14:00,1.84
10-10-2024,15:00,3.23
10-10-2024,16:00,3.02
10-10-2024,17:00,3.58
10-10-2024,18:00,1.75
10-10-2024,19:00,2.72
10-10-2024,20:00,0.04
10-10-2024,21:00,1.43
10-10-2024,22:00,1.98
10-10-2024,23:00,1.13
11-10-2024,00:00,1.01
11-10-2024,01:00,2.31
11-10-2024,02:00,2.07
11-10-2024,03:00,0
11-10-2024,04:00,0.28
11-10-2024,05:00,1.39
11-10-2024,06:00,2.54
11-10-2024,07:00,3.03
11-10-2024,08:00,2.41
11-10-2024,09:00,4.82
11-10-2024,10:00,3.14
11-10-2024,11:00,3.1
11-10-2024,12:00,3.44
11-10-2024,13:00,3.12
11-10-2024,14:00,2.58
11-10-2024,15:00,3.09
11-10-2024,16:00,5
11-10-2024,17:00,2.32
11-10-2024,18:00,3.56
11-10-2024,19:00,0.52
11-10-2024,20:00,1.54
11-10-2024,21:00,0.73
11-10-2024,22:00,0
11-10-2024,23:00,2.62
12-10-2024,00:00,0
12-10-2024,01:00,1.39
12-10-2024,02:00,0.41
12-10-2024,03:00,1.61
