floor,04
location,005
type,Light
DD-MM-YYYY,time,data
29-09-2024,00:00,1.18
29-09-2024,01:00,2.55
29-09-2024,02:00,1.17
29-09-2024,03:00,1.66
29-09-2024,04:00,0.02
29-09-2024,05:00,2.41
29-09-2024,06:00,4.06
29-09-2024,07:00,3.07
29-09-2024,08:00,5
29-09-2024,09:00,2.21
29-09-2024,10:00,3.18
29-09-2024,11:00,2.15
29-09-2024,12:00,2.2
29-09-2024,13:00,2.2
29-09-2024,14:00,2.06
29-09-2024,15:00,2.29
29-09-2024,16:00,1.93
29-09-2024,17:00,2.63
29-09-2024,18:00,3.63
29-09-2024,19:00,1.82
29-09-2024,20:00,0
29-09-2024,21:00,0
29-09-2024,22:00,1.52
29-09-2024,23:00,2.27
30-09-2024,00:00,0.77
30-09-2024,01:00,0
30-09-2024,02:00,0.52
30-09-2024,03:00,1.73
30-09-2024,04:00,1.44
30-09-2024,05:00,0
30-09-2024,06:00,2.79
30-09-2024,07:00,1.65
30-09-2024,08:00,1.19
30-09-2024,09:00,4.04
30-09-2024,10:00,4.12
30-09-2024,11:00,3.32
30-09-2024,12:00,3.11
30-09-2024,13:00,4.66
30-09-2024,14:00,2.67
30-09-2024,15:00,3.01
30-09-2024,16:00,1.93
30-09-2024,17:00,3.67
30-09-2024,18:00,2.97
30-09-2024,19:00,2.49
30-09-2024,20:00,0
30-09-2024,21:00,1.28
30-09-2024,22:00,0.46
30-09-2024,23:00,2.44
01-10-2024,00:00,2.45
01-10-2024,01:00,1.08
01-10-2024,02:00,0.72
01-10-2024,03:00,0.06
01-10-2024,04:00,2.07
01-10-2024,05:00,0
01-10-2024,06:00,3.23
01-10-2024,07:00,3.33
01-10-2024,08:00,2.35
01-10-2024,09:00,4.27
01-10-2024,10:00,2.3
01-10-2024,11:00,1.66
01-10-2024,12:00,2.85
01-10-2024,13:00,3.36
01-10-2024,14:00,2.58
01-10-2024,15:00,4.64
01-10-2024,16:00,4.41
01-10-2024,17:00,1.18
01-10-2024,18:00,3.28
01-10-2024,19:00,0.33
01-10-2024,20:00,0
01-10-2024,21:00,3.31
01-10-2024,22:00,1.53
01-10-2024,23:00,1.31
02-10-2024,00:00,0.53
02-10-2024,01:00,0.68
02-10-2024,02:00,3.78
02-10-2024,03:00,1.86
02-10-2024,04:00,1.55
02-10-2024,05:00,1.9
02-10-2024,06:00,1.56
02-10-2024,07:00,1.42
02-10-2024,08:00,3.15
02-10-2024,09:00,2.84
02-10-2024,10:00,2.29
02-10-2024,11:00,2.91
02-10-2024,12:00,2.7
02-10-2024,13:00,2.92
02-10-2024,14:00,1.5
02-10-2024,15:00,2.86
02-10-2024,16:00,3.53
02-10-2024,17:00,3.03
02-10-2024,18:00,4.49
02-10-2024,19:00,2.33
02-10-2024,20:00,0
02-10-2024,21:00,1.75
02-10-2024,22:00,0
02-10-2024,23:00,1.3
03-10-2024,00:00,0.99
03-10-2024,01:00,0.97
03-10-2024,02:00,0.62
03-10-2024,03:00,1.29
03-10-2024,04:00,0.76
03-10-2024,05:00,2.96
03-10-2024,06:00,3.77
03-10-2024,07:00,3.64
03-10-2024,08:00,2.88
03-10-2024,09:00,3.89
03-10-2024,10:00,1.88
03-10-2024,11:00,1.46
03-10-2024,12:00,2.64
03-10-2024,13:00,3.15
03-10-2024,14:00,2.82
03-10-2024,15:00,4.44
03-10-2024,16:00,3.55
03-10-2024,17:00,1.87
03-10-2024,18:00,3.99
03-10-2024,19:00,0
03-10-2024,20:00,0.92
03-10-2024,21:00,0
03-10-2024,22:00,1.38
03-10-2024,23:00,0
