floor,03
location,002
type,AC2
DD-MM-YYYY,time,data
29-09-2024,00:00,0.98
29-09-2024,01:00,2.2
29-09-2024,02:00,0
29-09-2024,03:00,1.39
29-09-2024,04:00,2.19
29-09-2024,05:00,0.97
29-09-2024,06:00,3.41
29-09-2024,07:00,1.91
29-09-2024,08:00,3.64
29-09-2024,09:00,3.93
29-09-2024,10:00,3.89
29-09-2024,11:00,4.13
29-09-2024,12:00,2.95
29-09-2024,13:00,2.22
29-09-2024,14:00,2.37
29-09-2024,15:00,3.63
29-09-2024,16:00,2.63
29-09-2024,17:00,4.23
29-09-2024,18:00,3.41
29-09-2024,19:00,2.2
29-09-2024,20:00,1.22
29-09-2024,21:00,0.17
29-09-2024,22:00,1.53
29-09-2024,23:00,0.87
30-09-2024,00:00,2.86
30-09-2024,01:00,0.33
30-09-2024,02:00,1.53
30-09-2024,03:00,0
30-09-2024,04:00,1.92
30-09-2024,05:00,1.96
30-09-2024,06:00,2.38
30-09-2024,07:00,1.58
30-09-2024,08:00,3.0
30-09-2024,09:00,1.04
30-09-2024,10:00,2.66
30-09-2024,11:00,2.73
30-09-2024,12:00,3.46
30-09-2024,13:00,1.88
30-09-2024,14:00,3.0
30-09-2024,15:00,3.12
30-09-2024,16:00,2.95
30-09-2024,17:00,4.77
30-09-2024,18:00,1.77
30-09-2024,19:00,1.32
30-09-2024,20:00,1.54
30-09-2024,21:00,0.52
30-09-2024,22:00,2.45
30-09-2024,23:00,0.14
01-10-2024,00:00,0.97
01-10-2024,01:00,0.08
01-10-2024,02:00,1.12
01-10-2024,03:00,0.03
01-10-2024,04:00,1.16
01-10-2024,05:00,0.96
01-10-2024,06:00,3.33
01-10-2024,07:00,3.11
01-10-2024,08:00,3.5
01-10-2024,09:00,3.95
01-10-2024,10:00,4.37
01-10-2024,11:00,2.54
01-10-2024,12:00,3.42
01-10-2024,13:00,3.44
01-10-2024,14:00,4.37
01-10-2024,15:00,4.15
01-10-2024,16:00,3.76
01-10-2024,17:00,2.72
01-10-2024,18:00,1.54
01-10-2024,19:00,3.25
01-10-2024,20:00,1.87
01-10-2024,21:00,2.51
01-10-2024,22:00,1.22
01-10-2024,23:00,0
02-10-2024,00:00,1.55
02-10-2024,01:00,1.4
02-10-2024,02:00,0.95
02-10-2024,03:00,0
02-10-2024,04:00,1.0
02-10-2024,05:00,0.92
02-10-2024,06:00,3.88
