floor,04
location,007
type,Plug
DD-MM-YYYY,time,data
29-09-2024,00:00,1.4
29-09-2024,01:00,2.02
29-09-2024,02:00,0
29-09-2024,03:00,1.49
29-09-2024,04:00,0.54
29-09-2024,05:00,1.12
29-09-2024,06:00,3.72
29-09-2024,07:00,2.78
29-09-2024,08:00,4.66
29-09-2024,09:00,2.51
29-09-2024,10:00,4.44
29-09-2024,11:00,3.47
29-09-2024,12:00,2.88
29-09-2024,13:00,3.61
29-09-2024,14:00,2.3
29-09-2024,15:00,2.21
29-09-2024,16:00,3.35
29-09-2024,17:00,3.89
29-09-2024,18:00,3.44
29-09-2024,19:00,1.07
29-09-2024,20:00,1.04
29-09-2024,21:00,0.46
29-09-2024,22:00,1.94
29-09-2024,23:00,0.57
30-09-2024,00:00,0.63
30-09-2024,01:00,0.83
30-09-2024,02:00,1.38
30-09-2024,03:00,2.15
30-09-2024,04:00,0.26
30-09-2024,05:00,0
30-09-2024,06:00,3.66
30-09-2024,07:00,4.65
30-09-2024,08:00,3.17
30-09-2024,09:00,3.09
30-09-2024,10:00,3.8
30-09-2024,11:00,2.65
30-09-2024,12:00,1.33
30-09-2024,13:00,1.33
30-09-2024,14:00,2.06
30-09-2024,15:00,3.13
30-09-2024,16:00,3.76
30-09-2024,17:00,4.03
30-09-2024,18:00,3.7
30-09-2024,19:00,2.01
30-09-2024,20:00,3.3
30-09-2024,21:00,1.31
30-09-2024,22:00,1.02
30-09-2024,23:00,1.47
01-10-2024,00:00,2.89
01-10-2024,01:00,1.69
01-10-2024,02:00,1.22
01-10-2024,03:00,1.15
01-10-2024,04:00,2.6
01-10-2024,05:00,2.68
01-10-2024,06:00,4.1
01-10-2024,07:00,2.95
01-10-2024,08:00,3.62
01-10-2024,09:00,4.3
01-10-2024,10:00,2.95
01-10-2024,11:00,2.78
01-10-2024,12:00,1.92
01-10-2024,13:00,4.33
01-10-2024,14:00,2.8
01-10-2024,15:00,3.9
01-10-2024,16:00,3.46
01-10-2024,17:00,2.44
01-10-2024,18:00,2.02
01-10-2024,19:00,0
01-10-2024,20:00,3.05
01-10-2024,21:00,0
01-10-2024,22:00,1.1
01-10-2024,23:00,1.06
02-10-2024,00:00,0.73
02-10-2024,01:00,1.83
02-10-2024,02:00,0
02-10-2024,03:00,1.42
02-10-2024,04:00,0.26
02-10-2024,05:00,1.78
02-10-2024,06:00,2.13
02-10-2024,07:00,3.67
02-10-2024,08:00,3.37
02-10-2024,09:00,2.13
02-10-2024,10:00,3.49
02-10-2024,11:00,4.35
02-10-2024,12:00,3.56
02-10-2024,13:00,2.92
02-10-2024,14:00,3.56
02-10-2024,15:00,2.57
02-10-2024,16:00,3.93
02-10-2024,17:00,2.21
02-10-2024,18:00,3.5
02-10-2024,19:00,1.94
02-10-2024,20:00,0.71
02-10-2024,21:00,0.44
02-10-2024,22:00,2.44
02-10-2024,23:00,0
03-10-2024,00:00,2.44
03-10-2024,01:00,0.52
03-10-2024,02:00,0.0
03-10-2024,03:00,1.14
03-10-2024,04:00,0.46
03-10-2024,05:00,0.7
03-10-2024,06:00,1.9
03-10-2024,07:00,2.98
03-10-2024,08:00,4.16
03-10-2024,09:00,3.7
03-10-2024,10:00,3.61
03-10-2024,11:00,3.32
03-10-2024,12:00,4.77
03-10-2024,13:00,2.73
03-10-2024,14:00,3.15
03-10-2024,15:00,5
03-10-2024,16:00,4.08
03-10-2024,17:00,1.86
03-10-2024,18:00,1.76
03-10-2024,19:00,0.25
03-10-2024,20:00,0.31
03-10-2024,21:00,0.39
03-10-2024,22:00,0.07
03-10-2024,23:00,0.33
04-10-2024,00:00,2.68
04-10-2024,01:00,0
04-10-2024,02:00,2.1
04-10-2024,03:00,0.45
04-10-2024,04:00,2.58
04-10-2024,05:00,0.69
04-10-2024,06:00,1.59
04-10-2024,07:00,2.44
04-10-2024,08:00,1.73
04-10-2024,09:00,2.65
04-10-2024,10:00,4.78
04-10-2024,11:00,3.43
04-10-2024,12:00,3.06
04-10-2024,13:00,4.99
04-10-2024,14:00,3.32
04-10-2024,15:00,2.63
04-10-2024,16:00,4.79
04-10-2024,17:00,1.31
04-10-2024,18:00,2.6
04-10-2024,19:00,1.64
04-10-2024,20:00,2.63
04-10-2024,21:00,0.86
04-10-2024,22:00,1.53
04-10-2024,23:00,0
05-10-2024,00:00,0
05-10-2024,01:00,1.43
05-10-2024,02:00,1.92
05-10-2024,03:00,1.77
05-10-2024,04:00,1.9
05-10-2024,05:00,2.42
05-10-2024,06:00,4.34
05-10-2024,07:00,2.77
05-10-2024,08:00,2.61
05-10-2024,09:00,2.58
05-10-2024,10:00,1.89
05-10-2024,11:00,3.26
05-10-2024,12:00,3.64
05-10-2024,13:00,3.62
05-10-2024,14:00,2.18
05-10-2024,15:00,2.9
05-10-2024,16:00,3.15
05-10-2024,17:00,4.41
05-10-2024,18:00,4.51
05-10-2024,19:00,0
05-10-2024,20:00,0.14
05-10-2024,21:00,1.45
05-10-2024,22:00,1.1
05-10-2024,23:00,0
06-10-2024,00:00,2.07
06-10-2024,01:00,1.27
06-10-2024,02:00,0.91
06-10-2024,03:00,0.95
06-10-2024,04:00,2.42
06-10-2024,05:00,0.27
06-10-2024,06:00,4.15
06-10-2024,07:00,3.17
06-10-2024,08:00,4.3
06-10-2024,09:00,1.92
06-10-2024,10:00,2.63
06-10-2024,11:00,3.3
06-10-2024,12:00,4.13
06-10-2024,13:00,3.59
06-10-2024,14:00,2.43
06-10-2024,15:00,1.91
06-10-2024,16:00,3.54
06-10-2024,17:00,3.15
06-10-2024,18:00,2.76
06-10-2024,19:00,0.73
06-10-2024,20:00,1.59
06-10-2024,21:00,0.74
06-10-2024,22:00,0.67
06-10-2024,23:00,0
07-10-2024,00:00,1.06
07-10-2024,01:00,2.45
07-10-2024,02:00,1.23
07-10-2024,03:00,2.21
07-10-2024,04:00,0
07-10-2024,05:00,0.93
07-10-2024,06:00,1.69
07-10-2024,07:00,5
07-10-2024,08:00,4.49
07-10-2024,09:00,5
07-10-2024,10:00,3.09
07-10-2024,11:00,3.54
07-10-2024,12:00,2.11
07-10-2024,13:00,2.11
07-10-2024,14:00,3.5
07-10-2024,15:00,4.79
07-10-2024,16:00,2.26
07-10-2024,17:00,3.86
07-10-2024,18:00,2.33
07-10-2024,19:00,0.39
07-10-2024,20:00,1.84
07-10-2024,21:00,1.51
07-10-2024,22:00,0
07-10-2024,23:00,1.29
08-10-2024,00:00,1.35
08-10-2024,01:00,0.77
08-10-2024,02:00,0.96
08-10-2024,03:00,0
08-10-2024,04:00,1.52
08-10-2024,05:00,1.9
08-10-2024,06:00,1.63
08-10-2024,07:00,3.13
08-10-2024,08:00,4.17
08-10-2024,09:00,1.74
08-10-2024,10:00,0.78
08-10-2024,11:00,2.48
08-10-2024,12:00,2.38
08-10-2024,13:00,2.64
08-10-2024,14:00,2.57
08-10-2024,15:00,2.11
08-10-2024,16:00,4.2
08-10-2024,17:00,3.0
08-10-2024,18:00,2.79
08-10-2024,19:00,1.77
08-10-2024,20:00,1.0
08-10-2024,21:00,1.36
08-10-2024,22:00,0.79
08-10-2024,23:00,0.41
09-10-2024,00:00,0.8
09-10-2024,01:00,0.6
09-10-2024,02:00,1.11
09-10-2024,03:00,1.41
09-10-2024,04:00,1.54
09-10-2024,05:00,1.42
09-10-2024,06:00,2.27
09-10-2024,07:00,1.31
09-10-2024,08:00,3.28
09-10-2024,09:00,2.92
09-10-2024,10:00,3.0
09-10-2024,11:00,4.08
09-10-2024,12:00,3.7
09-10-2024,13:00,3.16
09-10-2024,14:00,2.8
09-10-2024,15:00,1.68
09-10-2024,16:00,2.84
09-10-2024,17:00,2.97
09-10-2024,18:00,3.4
09-10-2024,19:00,1.22
09-10-2024,20:00,3.72
09-10-2024,21:00,0
09-10-2024,22:00,2.43
09-10-2024,23:00,0.33
10-10-2024,00:00,0.29
10-10-2024,01:00,1.66
10-10-2024,02:00,2.0
10-10-2024,03:00,0.03
10-10-2024,04:00,3.92
10-10-2024,05:00,1.55
10-10-2024,06:00,2.04
10-10-2024,07:00,4.76
10-10-2024,08:00,3.69
10-10-2024,09:00,2.4
10-10-2024,10:00,2.67
10-10-2024,11:00,2.69
10-10-2024,12:00,2.29
10-10-2024,13:00,3.87
10-10-2024,14:00,3.04
10-10-2024,15:00,2.82
10-10-2024,16:00,0.93
10-10-2024,17:00,2.01
10-10-2024,18:00,2.89
10-10-2024,19:00,0
10-10-2024,20:00,2.11
10-10-2024,21:00,0
10-10-2024,22:00,0.91
10-10-2024,23:00,0.23
11-10-2024,00:00,1.12
11-10-2024,01:00,1.31
11-10-2024,02:00,3.12
11-10-2024,03:00,0.54
11-10-2024,04:00,0.02
11-10-2024,05:00,0.49
11-10-2024,06:00,3.63
11-10-2024,07:00,4.75
11-10-2024,08:00,3.0
11-10-2024,09:00,4.41
11-10-2024,10:00,2.82
11-10-2024,11:00,2.98
11-10-2024,12:00,2.26
11-10-2024,13:00,4.94
11-10-2024,14:00,1.19
11-10-2024,15:00,2.84
11-10-2024,16:00,4.32
11-10-2024,17:00,4.81
11-10-2024,18:00,3.38
11-10-2024,19:00,1.38
11-10-2024,20:00,2.23
11-10-2024,21:00,1.62
11-10-2024,22:00,1.47
11-10-2024,23:00,1.81
12-10-2024,00:00,0.28
12-10-2024,01:00,1.35
12-10-2024,02:00,0.16
12-10-2024,03:00,1.05
12-10-2024,04:00,1.58
12-10-2024,05:00,2.79
12-10-2024,06:00,3.95
12-10-2024,07:00,2.02
12-10-2024,08:00,3.5
12-10-2024,09:00,2.28
12-10-2024,10:00,3.86
12-10-2024,11:00,0.82
12-10-2024,12:00,3.74
12-10-2024,13:00,3.1
12-10-2024,14:00,5
12-10-2024,15:00,2.09
12-10-2024,16:00,3.36
12-10-2024,17:00,3.37
12-10-2024,18:00,3.13
12-10-2024,19:00,1.06
12-10-2024,20:00,0.14
12-10-2024,21:00,0
12-10-2024,22:00,2.15
12-10-2024,23:00,0.93
13-10-2024,00:00,1.72
13-10-2024,01:00,2.05
