floor,07
location,002
type,Plug
DD-MM-YYYY,time,data
29-09-2024,00:00,0.26
29-09-2024,01:00,0.59
29-09-2024,02:00,0.77
29-09-2024,03:00,0
29-09-2024,04:00,0
29-09-2024,05:00,1.8
29-09-2024,06:00,3.63
29-09-2024,07:00,3.49
29-09-2024,08:00,3.5
29-09-2024,09:00,4.94
29-09-2024,10:00,1.7
29-09-2024,11:00,3.73
29-09-2024,12:00,5
29-09-2024,13:00,3.05
29-09-2024,14:00,2.4
29-09-2024,15:00,3.28
29-09-2024,16:00,3.09
29-09-2024,17:00,3.99
29-09-2024,18:00,1.49
29-09-2024,19:00,0.8
29-09-2024,20:00,1.81
29-09-2024,21:00,2.01
29-09-2024,22:00,0.14
29-09-2024,23:00,1.59
30-09-2024,00:00,0.77
30-09-2024,01:00,1.14
30-09-2024,02:00,1.97
30-09-2024,03:00,0
30-09-2024,04:00,1.99
30-09-2024,05:00,0.39
30-09-2024,06:00,2.88
30-09-2024,07:00,3.26
30-09-2024,08:00,3.72
30-09-2024,09:00,4.1
30-09-2024,10:00,1.98
30-09-2024,11:00,2.76
30-09-2024,12:00,4.79
30-09-2024,13:00,1.87
30-09-2024,14:00,4.88
30-09-2024,15:00,2.46
30-09-2024,16:00,1.78
30-09-2024,17:00,3.39
30-09-2024,18:00,2.06
30-09-2024,19:00,0
30-09-2024,20:00,0
30-09-2024,21:00,1.86
30-09-2024,22:00,1.84
30-09-2024,23:00,1.36
01-10-2024,00:00,1.05
01-10-2024,01:00,2.07
01-10-2024,02:00,0
01-10-2024,03:00,1.77
01-10-2024,04:00,1.15
01-10-2024,05:00,1.09
01-10-2024,06:00,2.89
01-10-2024,07:00,1.09
01-10-2024,08:00,2.56
01-10-2024,09:00,2.36
01-10-2024,10:00,3.19
01-10-2024,11:00,3.2
01-10-2024,12:00,0.99
01-10-2024,13:00,2.84
01-10-2024,14:00,4.29
01-10-2024,15:00,2.0
01-10-2024,16:00,1.5
01-10-2024,17:00,3.55
01-10-2024,18:00,4.52
