floor,01
location,005
type,AC2
DD-MM-YYYY,time,data
29-09-2024,00:00,0
29-09-2024,01:00,1.91
29-09-2024,02:00,0.78
29-09-2024,03:00,1.65
29-09-2024,04:00,1.04
29-09-2024,05:00,0.66
29-09-2024,06:00,2.27
29-09-2024,07:00,3.18
29-09-2024,08:00,3.62
29-09-2024,09:00,4.51
29-09-2024,10:00,2.98
29-09-2024,11:00,3.35
29-09-2024,12:00,1.66
29-09-2024,13:00,2.27
29-09-2024,14:00,1.45
29-09-2024,15:00,2.75
29-09-2024,16:00,2.22
29-09-2024,17:00,2.05
29-09-2024,18:00,2.34
29-09-2024,19:00,2.08
29-09-2024,20:00,0.03
29-09-2024,21:00,1.13
29-09-2024,22:00,0.35
29-09-2024,23:00,0.14
30-09-2024,00:00,1.36
30-09-2024,01:00,0
30-09-2024,02:00,0
30-09-2024,03:00,0
30-09-2024,04:00,0.61
30-09-2024,05:00,1.67
30-09-2024,06:00,3.94
30-09-2024,07:00,3.5
30-09-2024,08:00,2.04
30-09-2024,09:00,3.06
30-09-2024,10:00,2.34
30-09-2024,11:00,4.29
30-09-2024,12:00,2.08
30-09-2024,13:00,4.1
30-09-2024,14:00,3.31
30-09-2024,15:00,5
30-09-2024,16:00,2.22
30-09-2024,17:00,3.77
30-09-2024,18:00,2.71
30-09-2024,19:00,0.77
30-09-2024,20:00,0.59
30-09-2024,21:00,0
30-09-2024,22:00,1.3
30-09-2024,23:00,1.76
01-10-2024,00:00,1.85
01-10-2024,01:00,3.39
01-10-2024,02:00,1.35
01-10-2024,03:00,1.98
01-10-2024,04:00,1.13
01-10-2024,05:00,0.04
01-10-2024,06:00,1.04
01-10-2024,07:00,1.98
01-10-2024,08:00,4.34
01-10-2024,09:00,2.12
01-10-2024,10:00,3.32
01-10-2024,11:00,1.82
01-10-2024,12:00,4.94
01-10-2024,13:00,3.86
01-10-2024,14:00,3.41
01-10-2024,15:00,2.85
01-10-2024,16:00,2.94
01-10-2024,17:00,3.5
01-10-2024,18:00,1.94
01-10-2024,19:00,0
01-10-2024,20:00,0.54
01-10-2024,21:00,2.32
01-10-2024,22:00,1.78
01-10-2024,23:00,0.53
02-10-2024,00:00,0
02-10-2024,01:00,1.96
02-10-2024,02:00,0
02-10-2024,03:00,0.96
02-10-2024,04:00,0.62
02-10-2024,05:00,0.8
02-10-2024,06:00,3.13
02-10-2024,07:00,3.76
02-10-2024,08:00,3.38
02-10-2024,09:00,2.12
02-10-2024,10:00,2.56
02-10-2024,11:00,2.01
02-10-2024,12:00,2.47
02-10-2024,13:00,4.31
02-10-2024,14:00,3.06
02-10-2024,15:00,3.55
02-10-2024,16:00,4.64
02-10-2024,17:00,3.28
02-10-2024,18:00,2.8
02-10-2024,19:00,0.09
02-10-2024,20:00,2.05
02-10-2024,21:00,0.52
02-10-2024,22:00,0
02-10-2024,23:00,0.72
03-10-2024,00:00,0.21
03-10-2024,01:00,1.61
03-10-2024,02:00,1.92
03-10-2024,03:00,2.1
03-10-2024,04:00,0.93
03-10-2024,05:00,0
03-10-2024,06:00,2.84
03-10-2024,07:00,2.75
03-10-2024,08:00,3.15
03-10-2024,09:00,5
03-10-2024,10:00,2.6
03-10-2024,11:00,1.8
03-10-2024,12:00,4.05
03-10-2024,13:00,4.79
03-10-2024,14:00,2.37
03-10-2024,15:00,2.89
03-10-2024,16:00,2.05
03-10-2024,17:00,3.36
03-10-2024,18:00,1.51
03-10-2024,19:00,0.94
03-10-2024,20:00,0
03-10-2024,21:00,3.14
03-10-2024,22:00,1.72
03-10-2024,23:00,0.93
04-10-2024,00:00,1.82
04-10-2024,01:00,1.53
04-10-2024,02:00,1.96
04-10-2024,03:00,1.95
04-10-2024,04:00,3.1
04-10-2024,05:00,1.49
04-10-2024,06:00,2.44
04-10-2024,07:00,3.68
04-10-2024,08:00,3.64
04-10-2024,09:00,5
04-10-2024,10:00,3.95
04-10-2024,11:00,4.34
04-10-2024,12:00,4.27
04-10-2024,13:00,1.88
04-10-2024,14:00,3.2
04-10-2024,15:00,3.45
04-10-2024,16:00,3.01
04-10-2024,17:00,2.0
04-10-2024,18:00,3.17
04-10-2024,19:00,1.17
04-10-2024,20:00,0.96
04-10-2024,21:00,0.71
04-10-2024,22:00,0
04-10-2024,23:00,2.79
05-10-2024,00:00,0.82
05-10-2024,01:00,0.18
05-10-2024,02:00,0.45
05-10-2024,03:00,1.23
05-10-2024,04:00,0.61
05-10-2024,05:00,1.84
05-10-2024,06:00,3.44
05-10-2024,07:00,3.54
05-10-2024,08:00,3.43
05-10-2024,09:00,2.99
05-10-2024,10:00,2.16
05-10-2024,11:00,1.91
05-10-2024,12:00,3.54
05-10-2024,13:00,3.75
05-10-2024,14:00,2.38
05-10-2024,15:00,2.08
05-10-2024,16:00,4.54
05-10-2024,17:00,3.66
05-10-2024,18:00,3.84
05-10-2024,19:00,1.7
05-10-2024,20:00,0
05-10-2024,21:00,0.77
05-10-2024,22:00,0.51
05-10-2024,23:00,3.35
06-10-2024,00:00,2.55
06-10-2024,01:00,0.69
06-10-2024,02:00,0.12
06-10-2024,03:00,1.31
06-10-2024,04:00,2.25
06-10-2024,05:00,0.85
06-10-2024,06:00,3.74
06-10-2024,07:00,3.05
06-10-2024,08:00,2.79
06-10-2024,09:00,3.46
06-10-2024,10:00,2.91
06-10-2024,11:00,3.18
06-10-2024,12:00,3.21
06-10-2024,13:00,4.46
06-10-2024,14:00,4.92
06-10-2024,15:00,3.35
06-10-2024,16:00,4.63
06-10-2024,17:00,2.56
06-10-2024,18:00,1.85
06-10-2024,19:00,0.34
06-10-2024,20:00,1.91
06-10-2024,21:00,1.13
06-10-2024,22:00,2.4
06-10-2024,23:00,0.16
07-10-2024,00:00,1.73
07-10-2024,01:00,2.82
07-10-2024,02:00,1.52
07-10-2024,03:00,0.95
07-10-2024,04:00,2.08
07-10-2024,05:00,2.15
07-10-2024,06:00,3.79
07-10-2024,07:00,3.97
07-10-2024,08:00,2.5
07-10-2024,09:00,3.83
07-10-2024,10:00,2.94
07-10-2024,11:00,3.36
07-10-2024,12:00,2.64
07-10-2024,13:00,2.64
07-10-2024,14:00,2.85
07-10-2024,15:00,0.5
07-10-2024,16:00,3.52
07-10-2024,17:00,1.91
07-10-2024,18:00,5
07-10-2024,19:00,1.52
07-10-2024,20:00,0.49
07-10-2024,21:00,0.77
07-10-2024,22:00,0.71
07-10-2024,23:00,0
08-10-2024,00:00,1.04
08-10-2024,01:00,1.9
08-10-2024,02:00,1.62
08-10-2024,03:00,1.43
08-10-2024,04:00,0
08-10-2024,05:00,1.52
08-10-2024,06:00,2.36
08-10-2024,07:00,4.52
08-10-2024,08:00,2.77
08-10-2024,09:00,1.05
08-10-2024,10:00,2.63
08-10-2024,11:00,3.62
08-10-2024,12:00,3.56
08-10-2024,13:00,1.93
08-10-2024,14:00,0.86
08-10-2024,15:00,3.16
08-10-2024,16:00,4.78
08-10-2024,17:00,3.79
08-10-2024,18:00,3.33
08-10-2024,19:00,0.5
08-10-2024,20:00,1.36
08-10-2024,21:00,2.79
08-10-2024,22:00,1.16
08-10-2024,23:00,1.34
09-10-2024,00:00,0.75
09-10-2024,01:00,0.7
09-10-2024,02:00,1.25
09-10-2024,03:00,1.51
09-10-2024,04:00,1.08
09-10-2024,05:00,1.65
09-10-2024,06:00,2.65
09-10-2024,07:00,3.32
09-10-2024,08:00,2.59
09-10-2024,09:00,3.69
09-10-2024,10:00,3.36
09-10-2024,11:00,2.76
09-10-2024,12:00,1.82
09-10-2024,13:00,1.97
09-10-2024,14:00,4.34
09-10-2024,15:00,2.6
09-10-2024,16:00,4.42
09-10-2024,17:00,1.98
09-10-2024,18:00,3.15
09-10-2024,19:00,0.24
09-10-2024,20:00,0.31
09-10-2024,21:00,2.79
09-10-2024,22:00,0.29
09-10-2024,23:00,1.92
10-10-2024,00:00,1.97
10-10-2024,01:00,1.17
10-10-2024,02:00,1.62
10-10-2024,03:00,0
10-10-2024,04:00,1.32
10-10-2024,05:00,0
10-10-2024,06:00,3.56
10-10-2024,07:00,3.21
10-10-2024,08:00,2.14
10-10-2024,09:00,3.29
10-10-2024,10:00,4.36
10-10-2024,11:00,2.94
10-10-2024,12:00,2.69
10-10-2024,13:00,1.44
10-10-2024,14:00,2.43
10-10-2024,15:00,3.18
10-10-2024,16:00,2.84
10-10-2024,17:00,3.34
10-10-2024,18:00,3.24
10-10-2024,19:00,0
10-10-2024,20:00,0
10-10-2024,21:00,0
10-10-2024,22:00,1.74
10-10-2024,23:00,1.56
11-10-2024,00:00,0.57
11-10-2024,01:00,1.44
11-10-2024,02:00,0.37
11-10-2024,03:00,0.18
11-10-2024,04:00,0
11-10-2024,05:00,0.4
11-10-2024,06:00,2.71
11-10-2024,07:00,3.82
11-10-2024,08:00,3.76
11-10-2024,09:00,2.94
11-10-2024,10:00,3.2
11-10-2024,11:00,3.49
11-10-2024,12:00,3.11
11-10-2024,13:00,3.18
11-10-2024,14:00,2.45
11-10-2024,15:00,3.19
11-10-2024,16:00,1.88
11-10-2024,17:00,3.45
11-10-2024,18:00,3.47
11-10-2024,19:00,1.52
11-10-2024,20:00,0
11-10-2024,21:00,1.4
11-10-2024,22:00,1.33
11-10-2024,23:00,0.67
12-10-2024,00:00,0.67
12-10-2024,01:00,1.58
12-10-2024,02:00,1.01
12-10-2024,03:00,1.27
12-10-2024,04:00,0
12-10-2024,05:00,0
12-10-2024,06:00,1.63
12-10-2024,07:00,3.0
12-10-2024,08:00,3.19
12-10-2024,09:00,1.92
12-10-2024,10:00,3.98
12-10-2024,11:00,3.39
12-10-2024,12:00,0
12-10-2024,13:00,3.6
12-10-2024,14:00,3.66
12-10-2024,15:00,1.91
12-10-2024,16:00,3.49
12-10-2024,17:00,4.05
12-10-2024,18:00,3.12
12-10-2024,19:00,1.45
12-10-2024,20:00,0.77
12-10-2024,21:00,0.84
12-10-2024,22:00,3.83
12-10-2024,23:00,0.38
13-10-2024,00:00,1.32
13-10-2024,01:00,0
13-10-2024,02:00,1.3
13-10-2024,03:00,2.76
13-10-2024,04:00,0.1
13-10-2024,05:00,2.39
13-10-2024,06:00,2.82
13-10-2024,07:00,2.5
13-10-2024,08:00,2.93
13-10-2024,09:00,1.81
13-10-2024,10:00,3.13
13-10-2024,11:00,3.09
13-10-2024,12:00,2.23
13-10-2024,13:00,3.88
13-10-2024,14:00,2.56
13-10-2024,15:00,4.4
13-10-2024,16:00,3.03
13-10-2024,17:00,2.58
13-10-2024,18:00,4.84
13-10-2024,19:00,2.57
13-10-2024,20:00,1.15
13-10-2024,21:00,2.22
13-10-2024,22:00,0.88
13-10-2024,23:00,2.32
14-10-2024,00:00,0.82
14-10-2024,01:00,0
14-10-2024,02:00,1.08
14-10-2024,03:00,1.28
