floor,09
location,003
type,AC2
DD-MM-YYYY,time,data
29-09-2024,00:00,1.9
29-09-2024,01:00,3.0
29-09-2024,02:00,0
29-09-2024,03:00,1.27
29-09-2024,04:00,3.56
29-09-2024,05:00,0.84
29-09-2024,06:00,4.87
29-09-2024,07:00,4.38
29-09-2024,08:00,4.41
29-09-2024,09:00,3.17
29-09-2024,10:00,2.7
29-09-2024,11:00,3.14
29-09-2024,12:00,3.72
29-09-2024,13:00,3.5
29-09-2024,14:00,2.31
29-09-2024,15:00,2.92
29-09-2024,16:00,2.37
29-09-2024,17:00,3.86
29-09-2024,18:00,2.45
29-09-2024,19:00,1.09
29-09-2024,20:00,0.64
29-09-2024,21:00,1.1
29-09-2024,22:00,1.51
29-09-2024,23:00,0.17
30-09-2024,00:00,0.72
30-09-2024,01:00,0.8
30-09-2024,02:00,0.14
30-09-2024,03:00,0
30-09-2024,04:00,0.59
30-09-2024,05:00,1.83
30-09-2024,06:00,2.37
30-09-2024,07:00,2.67
30-09-2024,08:00,3.99
30-09-2024,09:00,4.08
30-09-2024,10:00,4.77
30-09-2024,11:00,1.71
30-09-2024,12:00,3.64
30-09-2024,13:00,2.07
30-09-2024,14:00,2.06
30-09-2024,15:00,2.18
30-09-2024,16:00,1.78
30-09-2024,17:00,2.95
30-09-2024,18:00,2.98
30-09-2024,19:00,1.23
30-09-2024,20:00,0
30-09-2024,21:00,1.75
30-09-2024,22:00,0.03
30-09-2024,23:00,1.63
01-10-2024,00:00,1.25
01-10-2024,01:00,0
01-10-2024,02:00,1.5
01-10-2024,03:00,0.22
01-10-2024,04:00,1.48
01-10-2024,05:00,0
01-10-2024,06:00,4.84
01-10-2024,07:00,1.98
01-10-2024,08:00,2.88
01-10-2024,09:00,3.63
01-10-2024,10:00,3.69
01-10-2024,11:00,2.37
01-10-2024,12:00,1.51
01-10-2024,13:00,2.35
01-10-2024,14:00,3.44
01-10-2024,15:00,2.89
01-10-2024,16:00,1.66
01-10-2024,17:00,3.8
01-10-2024,18:00,1.14
01-10-2024,19:00,1.03
01-10-2024,20:00,1.84
01-10-2024,21:00,0.16
01-10-2024,22:00,0
01-10-2024,23:00,2.61
02-10-2024,00:00,1.32
02-10-2024,01:00,0.04
02-10-2024,02:00,1.7
02-10-2024,03:00,1.19
02-10-2024,04:00,0.32
02-10-2024,05:00,0
02-10-2024,06:00,3.24
02-10-2024,07:00,3.51
02-10-2024,08:00,1.54
02-10-2024,09:00,3.56
02-10-2024,10:00,2.97
02-10-2024,11:00,2.41
02-10-2024,12:00,2.81
02-10-2024,13:00,2.85
02-10-2024,14:00,3.13
02-10-2024,15:00,1.93
02-10-2024,16:00,2.61
02-10-2024,17:00,3.37
02-10-2024,18:00,3.27
02-10-2024,19:00,0.8
02-10-2024,20:00,0
02-10-2024,21:00,0.95
02-10-2024,22:00,2.02
02-10-2024,23:00,0
03-10-2024,00:00,0.1
03-10-2024,01:00,1.35
03-10-2024,02:00,0.55
03-10-2024,03:00,3.71
03-10-2024,04:00,0.11
03-10-2024,05:00,0.68
03-10-2024,06:00,1.1
03-10-2024,07:00,1.71
03-10-2024,08:00,2.36
03-10-2024,09:00,4.16
03-10-2024,10:00,2.43
03-10-2024,11:00,1.81
03-10-2024,12:00,2.09
03-10-2024,13:00,3.37
03-10-2024,14:00,4.27
03-10-2024,15:00,2.18
03-10-2024,16:00,3.46
03-10-2024,17:00,1.45
03-10-2024,18:00,3.73
03-10-2024,19:00,0.6
03-10-2024,20:00,0
03-10-2024,21:00,0.41
03-10-2024,22:00,2.39
03-10-2024,23:00,0
04-10-2024,00:00,0.59
04-10-2024,01:00,0.61
04-10-2024,02:00,1.81
04-10-2024,03:00,0.3
04-10-2024,04:00,2.6
04-10-2024,05:00,0.29
04-10-2024,06:00,2.36
04-10-2024,07:00,4.14
04-10-2024,08:00,2.78
04-10-2024,09:00,2.74
04-10-2024,10:00,5
04-10-2024,11:00,2.32
04-10-2024,12:00,3.28
04-10-2024,13:00,3.2
04-10-2024,14:00,2.17
04-10-2024,15:00,2.84
04-10-2024,16:00,0.66
04-10-2024,17:00,3.29
04-10-2024,18:00,2.6
04-10-2024,19:00,0.9
04-10-2024,20:00,1.51
04-10-2024,21:00,0.26
04-10-2024,22:00,0.4
04-10-2024,23:00,2.88
05-10-2024,00:00,1.17
05-10-2024,01:00,0.05
05-10-2024,02:00,1.14
05-10-2024,03:00,1.85
05-10-2024,04:00,0.98
05-10-2024,05:00,2.05
05-10-2024,06:00,3.29
05-10-2024,07:00,3.25
05-10-2024,08:00,3.53
05-10-2024,09:00,3.28
05-10-2024,10:00,3.58
05-10-2024,11:00,4.41
05-10-2024,12:00,3.78
05-10-2024,13:00,2.14
05-10-2024,14:00,2.03
05-10-2024,15:00,2.27
05-10-2024,16:00,0.86
05-10-2024,17:00,1.14
05-10-2024,18:00,3.24
05-10-2024,19:00,1.35
05-10-2024,20:00,0
05-10-2024,21:00,1.02
05-10-2024,22:00,0.69
05-10-2024,23:00,0.95
06-10-2024,00:00,0
06-10-2024,01:00,0
06-10-2024,02:00,1.53
06-10-2024,03:00,3.38
06-10-2024,04:00,0.64
06-10-2024,05:00,0.83
06-10-2024,06:00,2.68
06-10-2024,07:00,4.62
06-10-2024,08:00,2.55
06-10-2024,09:00,2.15
06-10-2024,10:00,3.86
06-10-2024,11:00,4.18
06-10-2024,12:00,2.51
06-10-2024,13:00,3.9
06-10-2024,14:00,2.05
06-10-2024,15:00,2.85
06-10-2024,16:00,2.16
06-10-2024,17:00,2.94
06-10-2024,18:00,1.95
06-10-2024,19:00,0.45
06-10-2024,20:00,1.67
06-10-2024,21:00,1.01
06-10-2024,22:00,1.7
06-10-2024,23:00,0
07-10-2024,00:00,1.59
07-10-2024,01:00,2.14
07-10-2024,02:00,1.41
07-10-2024,03:00,2.47
07-10-2024,04:00,2.36
