floor,07
location,008
type,AC2
DD-MM-YYYY,time,data
29-09-2024,00:00,0
29-09-2024,01:00,0.29
29-09-2024,02:00,1.17
29-09-2024,03:00,0.02
29-09-2024,04:00,1.25
29-09-2024,05:00,3.36
29-09-2024,06:00,3.94
29-09-2024,07:00,3.71
29-09-2024,08:00,3.75
29-09-2024,09:00,3.45
29-09-2024,10:00,2.42
29-09-2024,11:00,2.4
29-09-2024,12:00,2.1
29-09-2024,13:00,3.48
29-09-2024,14:00,1.74
29-09-2024,15:00,1.42
29-09-2024,16:00,2.19
29-09-2024,17:00,1.84
29-09-2024,18:00,3.77
29-09-2024,19:00,1.04
29-09-2024,20:00,0
29-09-2024,21:00,2.32
29-09-2024,22:00,0.44
29-09-2024,23:00,0.92
30-09-2024,00:00,0.68
30-09-2024,01:00,1.42
30-09-2024,02:00,2.44
30-09-2024,03:00,1.53
30-09-2024,04:00,0.18
30-09-2024,05:00,0.26
30-09-2024,06:00,3.38
30-09-2024,07:00,4.15
30-09-2024,08:00,2.55
30-09-2024,09:00,3.1
30-09-2024,10:00,2.88
30-09-2024,11:00,4.51
30-09-2024,12:00,2.76
30-09-2024,13:00,4.35
30-09-2024,14:00,1.85
30-09-2024,15:00,1.86
30-09-2024,16:00,2.41
30-09-2024,17:00,3.93
30-09-2024,18:00,2.22
30-09-2024,19:00,0
30-09-2024,20:00,0.93
30-09-2024,21:00,2.04
30-09-2024,22:00,0.31
30-09-2024,23:00,1.87
01-10-2024,00:00,0.11
01-10-2024,01:00,2.01
01-10-2024,02:00,1.11
01-10-2024,03:00,0.75
01-10-2024,04:00,1.8
01-10-2024,05:00,0.15
01-10-2024,06:00,0.89
01-10-2024,07:00,2.21
01-10-2024,08:00,3.78
01-10-2024,09:00,2.12
01-10-2024,10:00,2.23
01-10-2024,11:00,5
01-10-2024,12:00,1.79
01-10-2024,13:00,2.92
01-10-2024,14:00,2.76
01-10-2024,15:00,3.61
01-10-2024,16:00,3.3
01-10-2024,17:00,3.16
01-10-2024,18:00,3.59
01-10-2024,19:00,1.37
01-10-2024,20:00,0.8
01-10-2024,21:00,1.03
01-10-2024,22:00,0.73
01-10-2024,23:00,0.33
02-10-2024,00:00,2.41
02-10-2024,01:00,0
02-10-2024,02:00,0.93
02-10-2024,03:00,0
02-10-2024,04:00,0.63
02-10-2024,05:00,1.18
02-10-2024,06:00,3.76
02-10-2024,07:00,1.48
02-10-2024,08:00,2.93
02-10-2024,09:00,1.06
02-10-2024,10:00,2.8
02-10-2024,11:00,3.07
02-10-2024,12:00,0.79
02-10-2024,13:00,3.36
02-10-2024,14:00,3.19
02-10-2024,15:00,3.29
02-10-2024,16:00,2.41
02-10-2024,17:00,4.13
02-10-2024,18:00,1.6
02-10-2024,19:00,0.37
02-10-2024,20:00,1.19
02-10-2024,21:00,1.63
02-10-2024,22:00,1.15
02-10-2024,23:00,1.07
03-10-2024,00:00,0.3
03-10-2024,01:00,1.04
03-10-2024,02:00,0.64
03-10-2024,03:00,3.1
03-10-2024,04:00,0.64
03-10-2024,05:00,0.04
03-10-2024,06:00,3.07
03-10-2024,07:00,3.66
03-10-2024,08:00,2.77
03-10-2024,09:00,2.22
03-10-2024,10:00,2.72
03-10-2024,11:00,3.84
03-10-2024,12:00,3.87
03-10-2024,13:00,3.02
03-10-2024,14:00,2.46
03-10-2024,15:00,1.62
03-10-2024,16:00,2.58
03-10-2024,17:00,1.99
03-10-2024,18:00,2.61
03-10-2024,19:00,1.87
03-10-2024,20:00,1.83
03-10-2024,21:00,1.11
03-10-2024,22:00,1.72
03-10-2024,23:00,0
04-10-2024,00:00,0.74
04-10-2024,01:00,1.0
04-10-2024,02:00,1.55
04-10-2024,03:00,0.02
04-10-2024,04:00,1.27
04-10-2024,05:00,1.41
04-10-2024,06:00,2.73
04-10-2024,07:00,2.51
04-10-2024,08:00,3.06
04-10-2024,09:00,2.49
04-10-2024,10:00,2.52
04-10-2024,11:00,3.91
04-10-2024,12:00,2.01
04-10-2024,13:00,3.44
04-10-2024,14:00,4.35
04-10-2024,15:00,3.19
04-10-2024,16:00,5
04-10-2024,17:00,2.11
04-10-2024,18:00,4.22
04-10-2024,19:00,0.53
04-10-2024,20:00,2.08
04-10-2024,21:00,2.91
04-10-2024,22:00,1.54
04-10-2024,23:00,0.03
05-10-2024,00:00,1.33
05-10-2024,01:00,1.89
05-10-2024,02:00,3.63
05-10-2024,03:00,3.42
05-10-2024,04:00,1.42
05-10-2024,05:00,1.07
05-10-2024,06:00,2.81
05-10-2024,07:00,3.13
05-10-2024,08:00,2.48
05-10-2024,09:00,2.28
05-10-2024,10:00,4.83
05-10-2024,11:00,2.01
05-10-2024,12:00,2.33
05-10-2024,13:00,2.33
05-10-2024,14:00,2.44
05-10-2024,15:00,2.8
05-10-2024,16:00,2.46
05-10-2024,17:00,4.53
05-10-2024,18:00,5
05-10-2024,19:00,0.2
05-10-2024,20:00,0.88
05-10-2024,21:00,2.57
05-10-2024,22:00,1.08
05-10-2024,23:00,2.27
06-10-2024,00:00,2.29
06-10-2024,01:00,0.28
06-10-2024,02:00,1.47
06-10-2024,03:00,0.38
06-10-2024,04:00,2.36
06-10-2024,05:00,1.85
06-10-2024,06:00,4.29
06-10-2024,07:00,3.62
06-10-2024,08:00,3.65
06-10-2024,09:00,2.55
06-10-2024,10:00,2.61
06-10-2024,11:00,3.39
06-10-2024,12:00,3.97
06-10-2024,13:00,2.63
06-10-2024,14:00,2.2
06-10-2024,15:00,3.42
06-10-2024,16:00,3.06
06-10-2024,17:00,2.76
06-10-2024,18:00,2.29
06-10-2024,19:00,1.3
06-10-2024,20:00,2.13
06-10-2024,21:00,0
06-10-2024,22:00,0
06-10-2024,23:00,1.0
07-10-2024,00:00,0.7
07-10-2024,01:00,1.58
07-10-2024,02:00,2.43
07-10-2024,03:00,0.84
07-10-2024,04:00,0.14
07-10-2024,05:00,0.94
07-10-2024,06:00,4.17
07-10-2024,07:00,3.43
07-10-2024,08:00,2.74
07-10-2024,09:00,5
07-10-2024,10:00,4.17
07-10-2024,11:00,5
07-10-2024,12:00,2.51
07-10-2024,13:00,2.16
07-10-2024,14:00,1.9
07-10-2024,15:00,3.07
07-10-2024,16:00,3.94
07-10-2024,17:00,3.42
07-10-2024,18:00,2.71
07-10-2024,19:00,1.28
07-10-2024,20:00,0
07-10-2024,21:00,0
07-10-2024,22:00,0.04
07-10-2024,23:00,0.79
08-10-2024,00:00,0.71
08-10-2024,01:00,0
08-10-2024,02:00,0
08-10-2024,03:00,0.77
08-10-2024,04:00,0.23
08-10-2024,05:00,0.88
08-10-2024,06:00,2.05
08-10-2024,07:00,2.8
08-10-2024,08:00,1.77
08-10-2024,09:00,1.9
08-10-2024,10:00,5
08-10-2024,11:00,3.28
08-10-2024,12:00,2.23
08-10-2024,13:00,3.1
08-10-2024,14:00,4.51
08-10-2024,15:00,2.84
08-10-2024,16:00,3.62
08-10-2024,17:00,2.89
08-10-2024,18:00,1.28
08-10-2024,19:00,2.76
08-10-2024,20:00,0
08-10-2024,21:00,0.06
08-10-2024,22:00,0
08-10-2024,23:00,0
09-10-2024,00:00,0.95
09-10-2024,01:00,2.41
09-10-2024,02:00,1.25
09-10-2024,03:00,1.1
09-10-2024,04:00,0.55
09-10-2024,05:00,0
09-10-2024,06:00,2.65
09-10-2024,07:00,2.14
09-10-2024,08:00,1.41
09-10-2024,09:00,2.0
09-10-2024,10:00,2.45
09-10-2024,11:00,0.7
09-10-2024,12:00,2.42
09-10-2024,13:00,2.25
09-10-2024,14:00,2.91
09-10-2024,15:00,3.46
09-10-2024,16:00,2.62
09-10-2024,17:00,4.42
09-10-2024,18:00,2.42
09-10-2024,19:00,2.05
09-10-2024,20:00,0.69
09-10-2024,21:00,0.7
09-10-2024,22:00,1.3
09-10-2024,23:00,1.73
10-10-2024,00:00,1.33
10-10-2024,01:00,2.36
10-10-2024,02:00,1.4
10-10-2024,03:00,0
10-10-2024,04:00,0.56
10-10-2024,05:00,1.39
10-10-2024,06:00,2.37
10-10-2024,07:00,3.91
10-10-2024,08:00,3.44
10-10-2024,09:00,0.97
10-10-2024,10:00,4.38
10-10-2024,11:00,2.99
10-10-2024,12:00,4.17
10-10-2024,13:00,3.09
10-10-2024,14:00,3.72
10-10-2024,15:00,3.19
10-10-2024,16:00,2.83
10-10-2024,17:00,3.67
10-10-2024,18:00,3.79
10-10-2024,19:00,0.68
10-10-2024,20:00,0.23
10-10-2024,21:00,0
10-10-2024,22:00,0.61
10-10-2024,23:00,0.22
11-10-2024,00:00,1.61
11-10-2024,01:00,0
11-10-2024,02:00,0.27
11-10-2024,03:00,1.59
11-10-2024,04:00,1.76
11-10-2024,05:00,0.92
11-10-2024,06:00,0.84
11-10-2024,07:00,3.81
11-10-2024,08:00,4.58
11-10-2024,09:00,2.79
11-10-2024,10:00,2.07
11-10-2024,11:00,3.31
11-10-2024,12:00,3.35
11-10-2024,13:00,4.56
11-10-2024,14:00,1.38
11-10-2024,15:00,3.44
11-10-2024,16:00,4.72
11-10-2024,17:00,0.43
11-10-2024,18:00,3.81
11-10-2024,19:00,0.53
11-10-2024,20:00,1.11
11-10-2024,21:00,0.72
11-10-2024,22:00,0.15
11-10-2024,23:00,1.19
12-10-2024,00:00,0.15
12-10-2024,01:00,1.75
12-10-2024,02:00,1.11
12-10-2024,03:00,0.87
12-10-2024,04:00,0.25
12-10-2024,05:00,0.42
12-10-2024,06:00,1.54
12-10-2024,07:00,3.41
12-10-2024,08:00,2.86
12-10-2024,09:00,4.02
12-10-2024,10:00,3.31
12-10-2024,11:00,2.37
12-10-2024,12:00,3.33
12-10-2024,13:00,3.17
12-10-2024,14:00,1.53
12-10-2024,15:00,4.4
12-10-2024,16:00,3.33
12-10-2024,17:00,3.27
12-10-2024,18:00,2.47
12-10-2024,19:00,0.56
12-10-2024,20:00,0.74
12-10-2024,21:00,0.48
12-10-2024,22:00,1.43
12-10-2024,23:00,1.75
13-10-2024,00:00,1.44
13-10-2024,01:00,0.57
13-10-2024,02:00,0.37
13-10-2024,03:00,1.5
13-10-2024,04:00,0
13-10-2024,05:00,0.88
13-10-2024,06:00,4.11
13-10-2024,07:00,2.24
13-10-2024,08:00,4.48
13-10-2024,09:00,4.44
13-10-2024,10:00,2.4
13-10-2024,11:00,4.47
13-10-2024,12:00,3.16
13-10-2024,13:00,1.36
13-10-2024,14:00,1.52
13-10-2024,15:00,3.97
13-10-2024,16:00,2.29
13-10-2024,17:00,3.91
13-10-2024,18:00,1.36
13-10-2024,19:00,2.22
13-10-2024,20:00,1.95
13-10-2024,21:00,1.36
13-10-2024,22:00,0.71
13-10-2024,23:00,2.78
14-10-2024,00:00,2.4
14-10-2024,01:00,3.66
14-10-2024,02:00,1.72
