floor,05
location,005
type,AC2
DD-MM-YYYY,time,data
29-09-2024,00:00,0.45
29-09-2024,01:00,0.42
29-09-2024,02:00,2.19
29-09-2024,03:00,0.38
29-09-2024,04:00,1.97
29-09-2024,05:00,0
29-09-2024,06:00,3.85
29-09-2024,07:00,3.98
29-09-2024,08:00,2.87
29-09-2024,09:00,4.78
29-09-2024,10:00,3.83
29-09-2024,11:00,2.61
29-09-2024,12:00,2.48
29-09-2024,13:00,3.35
29-09-2024,14:00,2.68
29-09-2024,15:00,3.23
29-09-2024,16:00,2.44
29-09-2024,17:00,3.6
29-09-2024,18:00,2.52
29-09-2024,19:00,1.08
29-09-2024,20:00,0.82
29-09-2024,21:00,1.08
29-09-2024,22:00,0
29-09-2024,23:00,0.96
30-09-2024,00:00,1.15
30-09-2024,01:00,0.67
30-09-2024,02:00,1.03
30-09-2024,03:00,1.29
30-09-2024,04:00,1.79
30-09-2024,05:00,0.13
30-09-2024,06:00,3.79
30-09-2024,07:00,1.16
30-09-2024,08:00,4.11
30-09-2024,09:00,2.99
30-09-2024,10:00,3.67
30-09-2024,11:00,3.18
30-09-2024,12:00,2.87
30-09-2024,13:00,3.47
30-09-2024,14:00,2.29
30-09-2024,15:00,1.64
30-09-2024,16:00,4.6
30-09-2024,17:00,0.49
30-09-2024,18:00,3.29
30-09-2024,19:00,0.23
30-09-2024,20:00,0.25
30-09-2024,21:00,0
30-09-2024,22:00,0.65
30-09-2024,23:00,2.61
01-10-2024,00:00,1.42
01-10-2024,01:00,0
01-10-2024,02:00,1.82
01-10-2024,03:00,1.79
01-10-2024,04:00,0
01-10-2024,05:00,1.83
01-10-2024,06:00,3.66
01-10-2024,07:00,3.13
01-10-2024,08:00,3.71
01-10-2024,09:00,3.73
01-10-2024,10:00,3.26
01-10-2024,11:00,2.08
01-10-2024,12:00,5
01-10-2024,13:00,3.55
01-10-2024,14:00,3.66
01-10-2024,15:00,4.54
01-10-2024,16:00,1.31
01-10-2024,17:00,2.31
01-10-2024,18:00,4.05
01-10-2024,19:00,1.2
01-10-2024,20:00,1.55
01-10-2024,21:00,0
01-10-2024,22:00,0
01-10-2024,23:00,3.28
02-10-2024,00:00,1.29
02-10-2024,01:00,0.49
02-10-2024,02:00,0.48
02-10-2024,03:00,1.75
02-10-2024,04:00,2.22
02-10-2024,05:00,1.06
02-10-2024,06:00,3.67
02-10-2024,07:00,3.86
02-10-2024,08:00,3.49
02-10-2024,09:00,2.5
02-10-2024,10:00,5
02-10-2024,11:00,2.34
02-10-2024,12:00,3.82
02-10-2024,13:00,2.14
02-10-2024,14:00,2.62
02-10-2024,15:00,2.47
02-10-2024,16:00,2.1
02-10-2024,17:00,3.46
02-10-2024,18:00,2.99
02-10-2024,19:00,1.6
02-10-2024,20:00,1.58
02-10-2024,21:00,1.64
02-10-2024,22:00,2.65
02-10-2024,23:00,1.22
03-10-2024,00:00,0.41
03-10-2024,01:00,2.48
03-10-2024,02:00,0.96
03-10-2024,03:00,1.34
03-10-2024,04:00,1.94
03-10-2024,05:00,0
03-10-2024,06:00,1.4
03-10-2024,07:00,2.79
03-10-2024,08:00,2.25
03-10-2024,09:00,2.45
03-10-2024,10:00,4.98
03-10-2024,11:00,3.92
03-10-2024,12:00,3.8
03-10-2024,13:00,2.38
03-10-2024,14:00,4.47
03-10-2024,15:00,3.22
03-10-2024,16:00,2.84
03-10-2024,17:00,1.02
03-10-2024,18:00,4.26
03-10-2024,19:00,1.2
03-10-2024,20:00,0.24
03-10-2024,21:00,1.25
03-10-2024,22:00,1.39
03-10-2024,23:00,1.63
04-10-2024,00:00,0.72
04-10-2024,01:00,2.0
04-10-2024,02:00,0.62
04-10-2024,03:00,2.62
04-10-2024,04:00,1.51
04-10-2024,05:00,0.93
04-10-2024,06:00,2.8
04-10-2024,07:00,1.92
04-10-2024,08:00,2.61
04-10-2024,09:00,3.89
04-10-2024,10:00,2.21
04-10-2024,11:00,3.54
04-10-2024,12:00,3.41
04-10-2024,13:00,2.38
04-10-2024,14:00,1.6
04-10-2024,15:00,2.12
04-10-2024,16:00,3.58
04-10-2024,17:00,2.42
04-10-2024,18:00,3.72
04-10-2024,19:00,1.22
04-10-2024,20:00,0.01
04-10-2024,21:00,0.47
04-10-2024,22:00,0.54
04-10-2024,23:00,1.13
05-10-2024,00:00,1.84
05-10-2024,01:00,1.65
05-10-2024,02:00,1.06
05-10-2024,03:00,0.37
05-10-2024,04:00,3.14
05-10-2024,05:00,1.64
05-10-2024,06:00,3.08
05-10-2024,07:00,2.66
05-10-2024,08:00,2.91
05-10-2024,09:00,5
05-10-2024,10:00,2.99
05-10-2024,11:00,5
05-10-2024,12:00,4.59
05-10-2024,13:00,3.74
05-10-2024,14:00,4.07
05-10-2024,15:00,2.54
05-10-2024,16:00,2.68
05-10-2024,17:00,3.19
05-10-2024,18:00,2.59
05-10-2024,19:00,2.21
05-10-2024,20:00,2.17
05-10-2024,21:00,0.71
05-10-2024,22:00,1.06
05-10-2024,23:00,1.46
06-10-2024,00:00,0
06-10-2024,01:00,1.05
06-10-2024,02:00,0
06-10-2024,03:00,0.35
06-10-2024,04:00,0
06-10-2024,05:00,0.23
06-10-2024,06:00,3.36
06-10-2024,07:00,5
06-10-2024,08:00,2.85
06-10-2024,09:00,3.01
06-10-2024,10:00,4.08
06-10-2024,11:00,4.42
06-10-2024,12:00,1.95
06-10-2024,13:00,2.33
06-10-2024,14:00,2.93
06-10-2024,15:00,3.87
06-10-2024,16:00,3.07
06-10-2024,17:00,0.81
06-10-2024,18:00,3.51
06-10-2024,19:00,0
06-10-2024,20:00,2.41
06-10-2024,21:00,2.48
06-10-2024,22:00,0.94
