floor,05
location,006
type,AC2
DD-MM-YYYY,time,data
29-09-2024,00:00,1.5
29-09-2024,01:00,0
29-09-2024,02:00,1.83
29-09-2024,03:00,0
29-09-2024,04:00,0
29-09-2024,05:00,0
29-09-2024,06:00,3.3
29-09-2024,07:00,2.42
29-09-2024,08:00,3.26
29-09-2024,09:00,5
29-09-2024,10:00,4.84
29-09-2024,11:00,3.09
29-09-2024,12:00,1.46
29-09-2024,13:00,3.17
29-09-2024,14:00,1.43
29-09-2024,15:00,4.99
29-09-2024,16:00,3.19
29-09-2024,17:00,2.51
29-09-2024,18:00,2.16
29-09-2024,19:00,0.6
29-09-2024,20:00,0.21
29-09-2024,21:00,2.13
29-09-2024,22:00,0.05
29-09-2024,23:00,0.7
30-09-2024,00:00,1.37
30-09-2024,01:00,0.82
30-09-2024,02:00,1.8
30-09-2024,03:00,2.32
30-09-2024,04:00,1.13
30-09-2024,05:00,1.38
30-09-2024,06:00,3.0
30-09-2024,07:00,3.33
30-09-2024,08:00,3.53
30-09-2024,09:00,1.57
30-09-2024,10:00,5
30-09-2024,11:00,3.14
30-09-2024,12:00,4.12
30-09-2024,13:00,1.17
30-09-2024,14:00,2.65
30-09-2024,15:00,5
30-09-2024,16:00,2.47
30-09-2024,17:00,3.36
30-09-2024,18:00,2.92
30-09-2024,19:00,0.31
30-09-2024,20:00,0
30-09-2024,21:00,2.83
30-09-2024,22:00,0
30-09-2024,23:00,0
01-10-2024,00:00,0
01-10-2024,01:00,1.33
01-10-2024,02:00,0.29
01-10-2024,03:00,0
01-10-2024,04:00,0.41
01-10-2024,05:00,1.92
01-10-2024,06:00,3.54
01-10-2024,07:00,2.55
01-10-2024,08:00,1.81
01-10-2024,09:00,3.64
01-10-2024,10:00,2.25
01-10-2024,11:00,3.09
01-10-2024,12:00,1.63
01-10-2024,13:00,3.06
01-10-2024,14:00,2.07
01-10-2024,15:00,4.68
01-10-2024,16:00,2.86
01-10-2024,17:00,3.95
01-10-2024,18:00,3.22
01-10-2024,19:00,2.31
01-10-2024,20:00,0
01-10-2024,21:00,0.05
01-10-2024,22:00,0
01-10-2024,23:00,0.97
02-10-2024,00:00,1.0
02-10-2024,01:00,2.3
02-10-2024,02:00,0
02-10-2024,03:00,1.08
02-10-2024,04:00,0
02-10-2024,05:00,1.82
02-10-2024,06:00,3.05
02-10-2024,07:00,3.89
02-10-2024,08:00,2.64
02-10-2024,09:00,4.94
02-10-2024,10:00,0.79
02-10-2024,11:00,2.73
02-10-2024,12:00,3.2
02-10-2024,13:00,3.54
02-10-2024,14:00,3.24
02-10-2024,15:00,2.9
02-10-2024,16:00,4.3
02-10-2024,17:00,3.34
02-10-2024,18:00,1.94
02-10-2024,19:00,1.9
02-10-2024,20:00,1.08
02-10-2024,21:00,1.2
02-10-2024,22:00,0.58
02-10-2024,23:00,0.96
03-10-2024,00:00,1.04
03-10-2024,01:00,1.01
03-10-2024,02:00,0.79
03-10-2024,03:00,0.98
03-10-2024,04:00,1.2
03-10-2024,05:00,0.89
03-10-2024,06:00,4.26
03-10-2024,07:00,2.44
03-10-2024,08:00,3.34
03-10-2024,09:00,2.47
03-10-2024,10:00,4.22
03-10-2024,11:00,4.5
03-10-2024,12:00,2.93
03-10-2024,13:00,3.85
03-10-2024,14:00,3.4
03-10-2024,15:00,3.4
03-10-2024,16:00,4.17
03-10-2024,17:00,2.26
03-10-2024,18:00,2.83
03-10-2024,19:00,0
03-10-2024,20:00,0
03-10-2024,21:00,2.04
03-10-2024,22:00,0
03-10-2024,23:00,1.09
04-10-2024,00:00,1.38
04-10-2024,01:00,0.89
04-10-2024,02:00,1.21
04-10-2024,03:00,0.76
04-10-2024,04:00,2.18
04-10-2024,05:00,0
04-10-2024,06:00,3.59
04-10-2024,07:00,2.43
04-10-2024,08:00,3.23
04-10-2024,09:00,2.33
04-10-2024,10:00,1.66
04-10-2024,11:00,3.06
04-10-2024,12:00,1.96
04-10-2024,13:00,2.44
04-10-2024,14:00,2.99
04-10-2024,15:00,2.12
04-10-2024,16:00,3.32
04-10-2024,17:00,2.21
04-10-2024,18:00,1.8
04-10-2024,19:00,1.47
04-10-2024,20:00,0.69
04-10-2024,21:00,2.44
04-10-2024,22:00,1.38
04-10-2024,23:00,0.51
05-10-2024,00:00,0.61
05-10-2024,01:00,0.9
05-10-2024,02:00,1.76
05-10-2024,03:00,2.02
05-10-2024,04:00,0.21
05-10-2024,05:00,1.94
05-10-2024,06:00,4.06
05-10-2024,07:00,2.88
05-10-2024,08:00,1.73
05-10-2024,09:00,3.25
05-10-2024,10:00,3.25
05-10-2024,11:00,3.44
05-10-2024,12:00,3.64
05-10-2024,13:00,4.09
05-10-2024,14:00,3.48
05-10-2024,15:00,2.62
05-10-2024,16:00,3.24
05-10-2024,17:00,2.71
05-10-2024,18:00,3.03
05-10-2024,19:00,0.05
05-10-2024,20:00,0
05-10-2024,21:00,1.87
05-10-2024,22:00,2.11
05-10-2024,23:00,1.46
06-10-2024,00:00,1.87
06-10-2024,01:00,0
06-10-2024,02:00,2.43
06-10-2024,03:00,1.24
06-10-2024,04:00,1.02
06-10-2024,05:00,2.23
06-10-2024,06:00,1.93
06-10-2024,07:00,2.44
06-10-2024,08:00,2.5
06-10-2024,09:00,3.14
06-10-2024,10:00,3.66
06-10-2024,11:00,4.35
06-10-2024,12:00,4.58
06-10-2024,13:00,3.26
06-10-2024,14:00,2.56
06-10-2024,15:00,1.89
06-10-2024,16:00,3.6
06-10-2024,17:00,2.64
06-10-2024,18:00,2.67
06-10-2024,19:00,0.62
06-10-2024,20:00,1.7
06-10-2024,21:00,0.06
06-10-2024,22:00,1.16
06-10-2024,23:00,1.9
07-10-2024,00:00,1.22
07-10-2024,01:00,1.8
07-10-2024,02:00,0.5
07-10-2024,03:00,1.76
07-10-2024,04:00,1.24
07-10-2024,05:00,0
07-10-2024,06:00,2.26
07-10-2024,07:00,3.17
07-10-2024,08:00,0
07-10-2024,09:00,4.41
07-10-2024,10:00,2.31
07-10-2024,11:00,2.45
07-10-2024,12:00,4.23
07-10-2024,13:00,3.31
07-10-2024,14:00,4.25
