floor,02
location,008
type,Light
DD-MM-YYYY,time,data
29-09-2024,00:00,1.31
29-09-2024,01:00,1.38
29-09-2024,02:00,1.44
29-09-2024,03:00,0
29-09-2024,04:00,1.06
29-09-2024,05:00,0.64
29-09-2024,06:00,4.56
29-09-2024,07:00,1.3
29-09-2024,08:00,3.55
29-09-2024,09:00,2.11
29-09-2024,10:00,4.27
29-09-2024,11:00,3.84
29-09-2024,12:00,2.72
29-09-2024,13:00,4.4
29-09-2024,14:00,3.69
29-09-2024,15:00,2.29
29-09-2024,16:00,3.64
29-09-2024,17:00,3.77
29-09-2024,18:00,3.84
29-09-2024,19:00,2.48
29-09-2024,20:00,1.24
29-09-2024,21:00,2.46
29-09-2024,22:00,2.19
29-09-2024,23:00,0.9
30-09-2024,00:00,0
30-09-2024,01:00,1.96
30-09-2024,02:00,1.0
30-09-2024,03:00,2.11
30-09-2024,04:00,0.77
30-09-2024,05:00,1.24
30-09-2024,06:00,1.14
30-09-2024,07:00,4.42
30-09-2024,08:00,1.34
30-09-2024,09:00,3.07
30-09-2024,10:00,4.17
30-09-2024,11:00,2.24
30-09-2024,12:00,2.99
30-09-2024,13:00,3.93
30-09-2024,14:00,1.72
30-09-2024,15:00,4.19
30-09-2024,16:00,3.59
30-09-2024,17:00,4.95
30-09-2024,18:00,2.23
30-09-2024,19:00,2.19
30-09-2024,20:00,0.37
30-09-2024,21:00,1.66
30-09-2024,22:00,0.79
30-09-2024,23:00,2.16
01-10-2024,00:00,2.87
01-10-2024,01:00,1.02
01-10-2024,02:00,0.08
01-10-2024,03:00,1.85
01-10-2024,04:00,0.35
01-10-2024,05:00,1.89
01-10-2024,06:00,3.41
01-10-2024,07:00,4.0
01-10-2024,08:00,3.0
01-10-2024,09:00,1.99
01-10-2024,10:00,1.65
01-10-2024,11:00,1.74
01-10-2024,12:00,3.29
01-10-2024,13:00,2.11
01-10-2024,14:00,2.91
01-10-2024,15:00,1.99
01-10-2024,16:00,2.64
01-10-2024,17:00,3.01
01-10-2024,18:00,3.78
01-10-2024,19:00,0.25
01-10-2024,20:00,2.5
01-10-2024,21:00,1.94
01-10-2024,22:00,1.87
01-10-2024,23:00,1.01
02-10-2024,00:00,1.38
02-10-2024,01:00,0.87
02-10-2024,02:00,1.79
02-10-2024,03:00,0.87
02-10-2024,04:00,1.75
02-10-2024,05:00,1.99
02-10-2024,06:00,3.35
02-10-2024,07:00,4.34
02-10-2024,08:00,3.77
02-10-2024,09:00,2.96
02-10-2024,10:00,3.27
02-10-2024,11:00,4.24
02-10-2024,12:00,2.96
02-10-2024,13:00,2.4
02-10-2024,14:00,3.01
02-10-2024,15:00,5
02-10-2024,16:00,3.1
02-10-2024,17:00,4.44
02-10-2024,18:00,3.97
02-10-2024,19:00,0.71
02-10-2024,20:00,2.27
02-10-2024,21:00,0.12
02-10-2024,22:00,1.69
02-10-2024,23:00,1.66
03-10-2024,00:00,1.84
03-10-2024,01:00,0
03-10-2024,02:00,2.22
03-10-2024,03:00,0.55
03-10-2024,04:00,0.98
03-10-2024,05:00,0.91
03-10-2024,06:00,3.15
03-10-2024,07:00,2.87
03-10-2024,08:00,2.17
03-10-2024,09:00,3.24
03-10-2024,10:00,3.19
03-10-2024,11:00,3.69
03-10-2024,12:00,0.8
03-10-2024,13:00,2.46
03-10-2024,14:00,2.7
03-10-2024,15:00,0.36
03-10-2024,16:00,2.98
03-10-2024,17:00,2.74
03-10-2024,18:00,4.58
03-10-2024,19:00,0
03-10-2024,20:00,3.18
03-10-2024,21:00,0.0
03-10-2024,22:00,2.58
03-10-2024,23:00,0.65
04-10-2024,00:00,0.89
04-10-2024,01:00,0.12
04-10-2024,02:00,0.58
04-10-2024,03:00,0.3
04-10-2024,04:00,0.35
04-10-2024,05:00,0.26
04-10-2024,06:00,2.05
04-10-2024,07:00,3.42
04-10-2024,08:00,3.07
04-10-2024,09:00,3.04
04-10-2024,10:00,2.25
04-10-2024,11:00,4.28
04-10-2024,12:00,2.36
04-10-2024,13:00,2.66
04-10-2024,14:00,4.15
04-10-2024,15:00,1.56
04-10-2024,16:00,3.43
04-10-2024,17:00,2.35
04-10-2024,18:00,2.15
04-10-2024,19:00,0
04-10-2024,20:00,2.05
04-10-2024,21:00,2.51
04-10-2024,22:00,0.38
04-10-2024,23:00,1.73
05-10-2024,00:00,0.84
05-10-2024,01:00,1.58
05-10-2024,02:00,1.27
05-10-2024,03:00,0
05-10-2024,04:00,1.14
05-10-2024,05:00,0.37
05-10-2024,06:00,2.95
05-10-2024,07:00,3.79
05-10-2024,08:00,2.96
05-10-2024,09:00,3.39
05-10-2024,10:00,3.12
05-10-2024,11:00,1.22
05-10-2024,12:00,4.04
05-10-2024,13:00,1.97
05-10-2024,14:00,2.89
05-10-2024,15:00,1.58
05-10-2024,16:00,2.25
05-10-2024,17:00,2.36
05-10-2024,18:00,2.51
05-10-2024,19:00,0
05-10-2024,20:00,1.91
05-10-2024,21:00,0.42
05-10-2024,22:00,1.51
05-10-2024,23:00,0
06-10-2024,00:00,0.0
06-10-2024,01:00,0.74
06-10-2024,02:00,0
06-10-2024,03:00,0
06-10-2024,04:00,0.04
06-10-2024,05:00,2.0
06-10-2024,06:00,5
06-10-2024,07:00,3.43
06-10-2024,08:00,5
06-10-2024,09:00,2.71
06-10-2024,10:00,4.04
06-10-2024,11:00,2.8
06-10-2024,12:00,2.92
06-10-2024,13:00,3.53
06-10-2024,14:00,2.4
06-10-2024,15:00,4.16
06-10-2024,16:00,4.82
06-10-2024,17:00,3.4
06-10-2024,18:00,3.02
06-10-2024,19:00,1.3
06-10-2024,20:00,2.53
06-10-2024,21:00,0.1
06-10-2024,22:00,1.33
06-10-2024,23:00,0
07-10-2024,00:00,0
07-10-2024,01:00,1.55
07-10-2024,02:00,1.78
07-10-2024,03:00,1.16
07-10-2024,04:00,0.57
07-10-2024,05:00,1.47
07-10-2024,06:00,2.37
07-10-2024,07:00,3.95
07-10-2024,08:00,3.24
07-10-2024,09:00,3.93
07-10-2024,10:00,2.84
07-10-2024,11:00,2.46
07-10-2024,12:00,3.08
07-10-2024,13:00,3.93
07-10-2024,14:00,1.85
07-10-2024,15:00,3.04
07-10-2024,16:00,3.0
07-10-2024,17:00,2.62
07-10-2024,18:00,3.27
07-10-2024,19:00,2.11
07-10-2024,20:00,2.59
07-10-2024,21:00,0
