floor,04
location,004
type,AC2
DD-MM-YYYY,time,data
29-09-2024,00:00,0.89
29-09-2024,01:00,0.61
29-09-2024,02:00,1.14
29-09-2024,03:00,0.93
29-09-2024,04:00,2.48
29-09-2024,05:00,1.09
29-09-2024,06:00,2.83
29-09-2024,07:00,3.93
29-09-2024,08:00,5
29-09-2024,09:00,3.53
29-09-2024,10:00,1.86
29-09-2024,11:00,4.97
29-09-2024,12:00,1.45
29-09-2024,13:00,2.01
29-09-2024,14:00,2.75
29-09-2024,15:00,2.09
29-09-2024,16:00,4.19
29-09-2024,17:00,3.68
29-09-2024,18:00,2.84
29-09-2024,19:00,1.73
29-09-2024,20:00,0.11
29-09-2024,21:00,2.48
29-09-2024,22:00,0.29
29-09-2024,23:00,0.57
30-09-2024,00:00,2.36
30-09-2024,01:00,3.06
30-09-2024,02:00,1.2
30-09-2024,03:00,0.48
30-09-2024,04:00,0.5
30-09-2024,05:00,0.75
30-09-2024,06:00,4.97
30-09-2024,07:00,3.0
30-09-2024,08:00,1.82
30-09-2024,09:00,3.56
30-09-2024,10:00,4.12
30-09-2024,11:00,4.59
30-09-2024,12:00,2.65
30-09-2024,13:00,2.38
30-09-2024,14:00,3.46
30-09-2024,15:00,2.79
30-09-2024,16:00,2.63
30-09-2024,17:00,2.58
30-09-2024,18:00,3.12
30-09-2024,19:00,1.38
30-09-2024,20:00,0
30-09-2024,21:00,1.0
30-09-2024,22:00,1.86
30-09-2024,23:00,0
01-10-2024,00:00,1.71
01-10-2024,01:00,1.31
01-10-2024,02:00,1.6
01-10-2024,03:00,0.32
01-10-2024,04:00,3.21
01-10-2024,05:00,1.91
01-10-2024,06:00,3.53
01-10-2024,07:00,3.55
01-10-2024,08:00,2.19
01-10-2024,09:00,3.05
01-10-2024,10:00,4.54
01-10-2024,11:00,3.64
01-10-2024,12:00,3.09
01-10-2024,13:00,3.44
01-10-2024,14:00,3.16
01-10-2024,15:00,3.12
01-10-2024,16:00,2.84
01-10-2024,17:00,3.29
01-10-2024,18:00,3.08
01-10-2024,19:00,1.21
01-10-2024,20:00,0.16
01-10-2024,21:00,0.24
01-10-2024,22:00,0.15
01-10-2024,23:00,0.77
02-10-2024,00:00,1.89
02-10-2024,01:00,1.8
02-10-2024,02:00,2.21
02-10-2024,03:00,0.84
02-10-2024,04:00,1.36
02-10-2024,05:00,0.66
02-10-2024,06:00,1.58
02-10-2024,07:00,1.59
02-10-2024,08:00,2.26
02-10-2024,09:00,2.8
02-10-2024,10:00,2.6
02-10-2024,11:00,2.67
02-10-2024,12:00,1.76
02-10-2024,13:00,3.07
02-10-2024,14:00,1.66
02-10-2024,15:00,3.81
02-10-2024,16:00,3.46
02-10-2024,17:00,0.14
02-10-2024,18:00,3.12
02-10-2024,19:00,1.4
02-10-2024,20:00,1.79
02-10-2024,21:00,0.96
02-10-2024,22:00,1.27
02-10-2024,23:00,0.94
03-10-2024,00:00,2.75
03-10-2024,01:00,0
03-10-2024,02:00,1.07
03-10-2024,03:00,0.96
03-10-2024,04:00,0
03-10-2024,05:00,1.41
03-10-2024,06:00,3.76
03-10-2024,07:00,2.21
03-10-2024,08:00,3.71
03-10-2024,09:00,3.58
03-10-2024,10:00,4.31
03-10-2024,11:00,3.88
03-10-2024,12:00,3.41
03-10-2024,13:00,3.74
03-10-2024,14:00,2.78
03-10-2024,15:00,1.59
03-10-2024,16:00,3.28
03-10-2024,17:00,3.61
03-10-2024,18:00,4.24
03-10-2024,19:00,0
03-10-2024,20:00,1.43
03-10-2024,21:00,0
03-10-2024,22:00,0.12
03-10-2024,23:00,1.42
04-10-2024,00:00,1.64
04-10-2024,01:00,1.53
04-10-2024,02:00,0.07
04-10-2024,03:00,0.98
04-10-2024,04:00,1.36
04-10-2024,05:00,1.21
04-10-2024,06:00,3.52
04-10-2024,07:00,3.04
04-10-2024,08:00,3.96
04-10-2024,09:00,3.85
04-10-2024,10:00,3.79
04-10-2024,11:00,3.52
04-10-2024,12:00,2.96
04-10-2024,13:00,3.1
04-10-2024,14:00,3.62
04-10-2024,15:00,3.11
04-10-2024,16:00,4.73
04-10-2024,17:00,2.4
04-10-2024,18:00,3.49
04-10-2024,19:00,0.12
04-10-2024,20:00,1.5
04-10-2024,21:00,0.6
04-10-2024,22:00,0.69
04-10-2024,23:00,1.1
05-10-2024,00:00,0.56
05-10-2024,01:00,1.81
05-10-2024,02:00,1.55
05-10-2024,03:00,0
05-10-2024,04:00,0
05-10-2024,05:00,3.16
05-10-2024,06:00,2.26
05-10-2024,07:00,4.49
05-10-2024,08:00,2.05
05-10-2024,09:00,3.89
05-10-2024,10:00,2.66
05-10-2024,11:00,3.34
05-10-2024,12:00,4.37
05-10-2024,13:00,3.72
05-10-2024,14:00,2.0
05-10-2024,15:00,2.24
05-10-2024,16:00,3.9
05-10-2024,17:00,2.79
05-10-2024,18:00,2.72
05-10-2024,19:00,2.41
05-10-2024,20:00,0.07
05-10-2024,21:00,1.99
05-10-2024,22:00,0.81
05-10-2024,23:00,0.86
06-10-2024,00:00,0.14
06-10-2024,01:00,1.51
06-10-2024,02:00,1.7
06-10-2024,03:00,1.11
06-10-2024,04:00,1.9
06-10-2024,05:00,1.51
06-10-2024,06:00,3.48
06-10-2024,07:00,1.64
06-10-2024,08:00,2.67
06-10-2024,09:00,2.67
06-10-2024,10:00,2.66
06-10-2024,11:00,1.03
06-10-2024,12:00,3.3
06-10-2024,13:00,1.9
06-10-2024,14:00,2.52
06-10-2024,15:00,2.11
06-10-2024,16:00,3.74
06-10-2024,17:00,1.78
06-10-2024,18:00,3.36
06-10-2024,19:00,1.48
06-10-2024,20:00,0.71
06-10-2024,21:00,0.95
06-10-2024,22:00,0
06-10-2024,23:00,1.0
07-10-2024,00:00,2.53
07-10-2024,01:00,2.26
07-10-2024,02:00,0.04
07-10-2024,03:00,0.89
07-10-2024,04:00,0.4
07-10-2024,05:00,0
07-10-2024,06:00,3.27
07-10-2024,07:00,1.43
07-10-2024,08:00,1.5
07-10-2024,09:00,4.19
07-10-2024,10:00,1.92
07-10-2024,11:00,1.99
07-10-2024,12:00,1.47
07-10-2024,13:00,1.56
07-10-2024,14:00,5
07-10-2024,15:00,2.84
07-10-2024,16:00,2.45
07-10-2024,17:00,2.3
07-10-2024,18:00,3.67
07-10-2024,19:00,1.57
07-10-2024,20:00,2.31
07-10-2024,21:00,0
07-10-2024,22:00,0.65
07-10-2024,23:00,1.04
08-10-2024,00:00,0
08-10-2024,01:00,0.25
08-10-2024,02:00,0.97
08-10-2024,03:00,0.11
08-10-2024,04:00,0.04
08-10-2024,05:00,2.13
08-10-2024,06:00,2.5
08-10-2024,07:00,4.3
08-10-2024,08:00,3.55
08-10-2024,09:00,2.79
08-10-2024,10:00,3.53
08-10-2024,11:00,2.91
08-10-2024,12:00,3.67
08-10-2024,13:00,2.39
08-10-2024,14:00,2.59
08-10-2024,15:00,1.91
08-10-2024,16:00,4.24
