floor,09
location,001
type,Light
DD-MM-YYYY,time,data
29-09-2024,00:00,2.82
29-09-2024,01:00,0.79
29-09-2024,02:00,0
29-09-2024,03:00,0
29-09-2024,04:00,0.71
29-09-2024,05:00,1.97
29-09-2024,06:00,4.06
29-09-2024,07:00,3.0
29-09-2024,08:00,2.85
29-09-2024,09:00,1.98
29-09-2024,10:00,3.71
29-09-2024,11:00,3.9
29-09-2024,12:00,4.52
29-09-2024,13:00,3.57
29-09-2024,14:00,3.7
29-09-2024,15:00,4.96
29-09-2024,16:00,4.31
29-09-2024,17:00,3.42
29-09-2024,18:00,3.48
29-09-2024,19:00,1.49
29-09-2024,20:00,0
29-09-2024,21:00,0.66
29-09-2024,22:00,0
29-09-2024,23:00,0.95
30-09-2024,00:00,0
30-09-2024,01:00,1.2
30-09-2024,02:00,0
30-09-2024,03:00,1.65
30-09-2024,04:00,0
30-09-2024,05:00,0.47
30-09-2024,06:00,3.52
30-09-2024,07:00,2.24
30-09-2024,08:00,0.53
30-09-2024,09:00,2.87
30-09-2024,10:00,2.58
30-09-2024,11:00,4.3
30-09-2024,12:00,1.69
30-09-2024,13:00,1.16
30-09-2024,14:00,2.91
30-09-2024,15:00,1.89
30-09-2024,16:00,3.43
30-09-2024,17:00,4.18
30-09-2024,18:00,3.95
30-09-2024,19:00,2.8
30-09-2024,20:00,0
30-09-2024,21:00,0
30-09-2024,22:00,0.88
30-09-2024,23:00,1.27
01-10-2024,00:00,1.35
01-10-2024,01:00,0.88
01-10-2024,02:00,1.97
01-10-2024,03:00,0.48
01-10-2024,04:00,0
01-10-2024,05:00,1.09
01-10-2024,06:00,2.96
01-10-2024,07:00,3.24
01-10-2024,08:00,4.0
01-10-2024,09:00,4.24
01-10-2024,10:00,2.82
01-10-2024,11:00,3.5
01-10-2024,12:00,5
01-10-2024,13:00,4.67
01-10-2024,14:00,3.44
01-10-2024,15:00,1.87
01-10-2024,16:00,4.31
01-10-2024,17:00,2.06
01-10-2024,18:00,2.22
01-10-2024,19:00,1.33
01-10-2024,20:00,0.18
01-10-2024,21:00,0.68
01-10-2024,22:00,0.69
01-10-2024,23:00,1.84
02-10-2024,00:00,0.23
02-10-2024,01:00,3.05
02-10-2024,02:00,1.76
02-10-2024,03:00,1.08
02-10-2024,04:00,0
02-10-2024,05:00,0.7
02-10-2024,06:00,4.35
02-10-2024,07:00,4.17
02-10-2024,08:00,4.59
02-10-2024,09:00,3.24
02-10-2024,10:00,2.44
02-10-2024,11:00,4.29
02-10-2024,12:00,2.14
02-10-2024,13:00,3.83
02-10-2024,14:00,2.86
02-10-2024,15:00,2.62
02-10-2024,16:00,4.26
02-10-2024,17:00,3.34
02-10-2024,18:00,2.58
02-10-2024,19:00,1.78
02-10-2024,20:00,0.3
02-10-2024,21:00,0.29
02-10-2024,22:00,1.67
02-10-2024,23:00,0.31
03-10-2024,00:00,1.06
03-10-2024,01:00,0
03-10-2024,02:00,0.04
03-10-2024,03:00,0
03-10-2024,04:00,0.97
03-10-2024,05:00,0
03-10-2024,06:00,4.05
03-10-2024,07:00,3.23
03-10-2024,08:00,4.1
03-10-2024,09:00,3.66
03-10-2024,10:00,4.43
03-10-2024,11:00,1.97
03-10-2024,12:00,1.36
03-10-2024,13:00,4.36
03-10-2024,14:00,3.28
03-10-2024,15:00,4.94
03-10-2024,16:00,3.17
03-10-2024,17:00,2.08
03-10-2024,18:00,5
03-10-2024,19:00,3.03
03-10-2024,20:00,1.14
03-10-2024,21:00,0.96
03-10-2024,22:00,1.5
03-10-2024,23:00,0.02
04-10-2024,00:00,2.82
04-10-2024,01:00,0
04-10-2024,02:00,4.16
04-10-2024,03:00,0.64
04-10-2024,04:00,1.0
04-10-2024,05:00,2.43
04-10-2024,06:00,4.79
04-10-2024,07:00,4.37
04-10-2024,08:00,3.43
04-10-2024,09:00,3.73
04-10-2024,10:00,2.45
04-10-2024,11:00,3.24
04-10-2024,12:00,4.31
04-10-2024,13:00,0.84
04-10-2024,14:00,3.14
04-10-2024,15:00,2.67
04-10-2024,16:00,3.74
04-10-2024,17:00,1.22
04-10-2024,18:00,3.79
04-10-2024,19:00,1.4
04-10-2024,20:00,0
04-10-2024,21:00,0.12
04-10-2024,22:00,1.52
04-10-2024,23:00,1.72
05-10-2024,00:00,2.35
05-10-2024,01:00,1.4
05-10-2024,02:00,0.63
05-10-2024,03:00,1.53
05-10-2024,04:00,1.73
05-10-2024,05:00,0
05-10-2024,06:00,1.99
05-10-2024,07:00,1.99
05-10-2024,08:00,3.81
05-10-2024,09:00,3.95
05-10-2024,10:00,3.25
05-10-2024,11:00,2.83
05-10-2024,12:00,3.31
05-10-2024,13:00,2.9
05-10-2024,14:00,2.34
05-10-2024,15:00,3.33
05-10-2024,16:00,2.32
05-10-2024,17:00,3.15
05-10-2024,18:00,2.42
05-10-2024,19:00,1.66
05-10-2024,20:00,0.55
05-10-2024,21:00,0
05-10-2024,22:00,0
05-10-2024,23:00,0.53
06-10-2024,00:00,0.48
06-10-2024,01:00,2.08
06-10-2024,02:00,0.7
06-10-2024,03:00,0
06-10-2024,04:00,0.8
06-10-2024,05:00,0
06-10-2024,06:00,0.51
06-10-2024,07:00,3.36
06-10-2024,08:00,2.0
06-10-2024,09:00,1.48
06-10-2024,10:00,2.16
06-10-2024,11:00,2.07
06-10-2024,12:00,3.8
06-10-2024,13:00,2.1
06-10-2024,14:00,1.6
06-10-2024,15:00,1.45
06-10-2024,16:00,2.44
06-10-2024,17:00,4.39
06-10-2024,18:00,3.87
06-10-2024,19:00,0.91
06-10-2024,20:00,2.92
06-10-2024,21:00,1.1
06-10-2024,22:00,1.96
06-10-2024,23:00,0.73
