floor,05
location,007
type,AC2
DD-MM-YYYY,time,data
29-09-2024,00:00,0
29-09-2024,01:00,1.93
29-09-2024,02:00,0.29
29-09-2024,03:00,1.39
29-09-2024,04:00,0
29-09-2024,05:00,0
29-09-2024,06:00,1.61
29-09-2024,07:00,2.91
29-09-2024,08:00,3.0
29-09-2024,09:00,3.42
29-09-2024,10:00,2.83
29-09-2024,11:00,2.39
29-09-2024,12:00,3.26
29-09-2024,13:00,2.63
29-09-2024,14:00,4.31
29-09-2024,15:00,4.17
29-09-2024,16:00,3.48
29-09-2024,17:00,4.17
29-09-2024,18:00,3.88
29-09-2024,19:00,2.68
29-09-2024,20:00,0.49
29-09-2024,21:00,1.98
29-09-2024,22:00,0.5
29-09-2024,23:00,1.25
30-09-2024,00:00,0.37
30-09-2024,01:00,1.31
30-09-2024,02:00,2.47
30-09-2024,03:00,2.05
30-09-2024,04:00,2.74
30-09-2024,05:00,1.24
30-09-2024,06:00,4.36
30-09-2024,07:00,3.25
30-09-2024,08:00,3.38
30-09-2024,09:00,2.87
30-09-2024,10:00,3.07
30-09-2024,11:00,2.51
30-09-2024,12:00,2.97
30-09-2024,13:00,1.86
30-09-2024,14:00,4.3
30-09-2024,15:00,2.6
30-09-2024,16:00,2.99
30-09-2024,17:00,1.82
30-09-2024,18:00,3.51
30-09-2024,19:00,0.63
30-09-2024,20:00,2.47
30-09-2024,21:00,0.93
30-09-2024,22:00,0
30-09-2024,23:00,0
01-10-2024,00:00,2.33
01-10-2024,01:00,0.89
01-10-2024,02:00,0
01-10-2024,03:00,0.63
01-10-2024,04:00,1.07
01-10-2024,05:00,0.23
01-10-2024,06:00,1.49
01-10-2024,07:00,2.86
01-10-2024,08:00,2.3
01-10-2024,09:00,3.52
01-10-2024,10:00,3.76
01-10-2024,11:00,3.11
01-10-2024,12:00,3.39
01-10-2024,13:00,4.15
01-10-2024,14:00,3.25
01-10-2024,15:00,1.65
01-10-2024,16:00,1.13
01-10-2024,17:00,4.28
01-10-2024,18:00,3.06
01-10-2024,19:00,0.33
01-10-2024,20:00,1.09
01-10-2024,21:00,0.06
01-10-2024,22:00,0.69
01-10-2024,23:00,0.98
02-10-2024,00:00,0
02-10-2024,01:00,2.02
02-10-2024,02:00,0.64
02-10-2024,03:00,0.63
02-10-2024,04:00,1.41
02-10-2024,05:00,0.39
02-10-2024,06:00,4.41
02-10-2024,07:00,3.67
02-10-2024,08:00,3.89
02-10-2024,09:00,3.5
02-10-2024,10:00,2.01
02-10-2024,11:00,4.27
02-10-2024,12:00,1.94
02-10-2024,13:00,3.1
02-10-2024,14:00,2.6
02-10-2024,15:00,4.94
02-10-2024,16:00,4.14
02-10-2024,17:00,4.07
02-10-2024,18:00,4.52
02-10-2024,19:00,2.01
02-10-2024,20:00,0
02-10-2024,21:00,0
02-10-2024,22:00,1.68
02-10-2024,23:00,0
03-10-2024,00:00,1.73
03-10-2024,01:00,0
03-10-2024,02:00,0.21
03-10-2024,03:00,1.59
03-10-2024,04:00,1.62
03-10-2024,05:00,0
03-10-2024,06:00,1.71
03-10-2024,07:00,3.48
03-10-2024,08:00,4.54
03-10-2024,09:00,1.96
03-10-2024,10:00,3.74
03-10-2024,11:00,0.63
03-10-2024,12:00,2.23
03-10-2024,13:00,4.17
03-10-2024,14:00,3.89
03-10-2024,15:00,2.93
03-10-2024,16:00,2.45
03-10-2024,17:00,4.02
03-10-2024,18:00,2.35
03-10-2024,19:00,2.51
03-10-2024,20:00,2.07
03-10-2024,21:00,0
03-10-2024,22:00,0.6
03-10-2024,23:00,2.49
04-10-2024,00:00,2.04
04-10-2024,01:00,2.11
04-10-2024,02:00,0
04-10-2024,03:00,0.65
04-10-2024,04:00,0.99
04-10-2024,05:00,0.76
04-10-2024,06:00,3.04
04-10-2024,07:00,1.7
04-10-2024,08:00,1.99
04-10-2024,09:00,5
04-10-2024,10:00,3.3
04-10-2024,11:00,3.09
04-10-2024,12:00,2.8
04-10-2024,13:00,1.24
04-10-2024,14:00,1.01
04-10-2024,15:00,2.98
04-10-2024,16:00,3.26
04-10-2024,17:00,1.99
04-10-2024,18:00,2.57
04-10-2024,19:00,1.16
04-10-2024,20:00,0
04-10-2024,21:00,0.09
04-10-2024,22:00,0
04-10-2024,23:00,2.82
05-10-2024,00:00,0.7
05-10-2024,01:00,1.43
05-10-2024,02:00,0.18
05-10-2024,03:00,1.43
05-10-2024,04:00,1.54
05-10-2024,05:00,0.16
05-10-2024,06:00,3.57
05-10-2024,07:00,1.14
05-10-2024,08:00,2.24
05-10-2024,09:00,3.52
05-10-2024,10:00,2.62
05-10-2024,11:00,3.5
05-10-2024,12:00,3.8
05-10-2024,13:00,2.85
05-10-2024,14:00,4.31
05-10-2024,15:00,2.85
05-10-2024,16:00,4.54
05-10-2024,17:00,1.96
05-10-2024,18:00,1.34
05-10-2024,19:00,1.48
05-10-2024,20:00,2.0
05-10-2024,21:00,2.22
05-10-2024,22:00,1.78
05-10-2024,23:00,0.86
06-10-2024,00:00,0.36
06-10-2024,01:00,1.99
06-10-2024,02:00,2.71
06-10-2024,03:00,0.07
06-10-2024,04:00,1.09
06-10-2024,05:00,1.47
06-10-2024,06:00,2.9
06-10-2024,07:00,2.96
06-10-2024,08:00,0.35
06-10-2024,09:00,4.92
06-10-2024,10:00,3.02
06-10-2024,11:00,3.37
06-10-2024,12:00,3.4
06-10-2024,13:00,3.19
06-10-2024,14:00,3.44
06-10-2024,15:00,1.34
06-10-2024,16:00,2.89
06-10-2024,17:00,1.49
06-10-2024,18:00,3.38
06-10-2024,19:00,1.99
06-10-2024,20:00,0
06-10-2024,21:00,1.45
06-10-2024,22:00,1.4
06-10-2024,23:00,0.97
07-10-2024,00:00,2.53
07-10-2024,01:00,0
07-10-2024,02:00,0.87
07-10-2024,03:00,2.96
07-10-2024,04:00,0
07-10-2024,05:00,0.92
07-10-2024,06:00,2.02
07-10-2024,07:00,4.01
07-10-2024,08:00,2.01
07-10-2024,09:00,3.01
07-10-2024,10:00,2.19
07-10-2024,11:00,3.75
07-10-2024,12:00,2.12
07-10-2024,13:00,3.32
07-10-2024,14:00,2.26
07-10-2024,15:00,3.4
07-10-2024,16:00,3.52
07-10-2024,17:00,3.16
07-10-2024,18:00,2.86
07-10-2024,19:00,1.21
07-10-2024,20:00,1.27
07-10-2024,21:00,0.56
07-10-2024,22:00,0
07-10-2024,23:00,1.24
08-10-2024,00:00,0.42
08-10-2024,01:00,1.51
08-10-2024,02:00,3.31
08-10-2024,03:00,1.8
08-10-2024,04:00,0.94
08-10-2024,05:00,2.17
08-10-2024,06:00,2.98
08-10-2024,07:00,4.08
08-10-2024,08:00,2.82
08-10-2024,09:00,3.83
08-10-2024,10:00,2.58
08-10-2024,11:00,3.16
08-10-2024,12:00,2.35
08-10-2024,13:00,2.0
08-10-2024,14:00,3.97
08-10-2024,15:00,2.75
08-10-2024,16:00,4.45
08-10-2024,17:00,0.67
08-10-2024,18:00,3.73
08-10-2024,19:00,0.99
08-10-2024,20:00,0.99
08-10-2024,21:00,0
08-10-2024,22:00,0.45
08-10-2024,23:00,1.52
09-10-2024,00:00,0.71
09-10-2024,01:00,1.67
09-10-2024,02:00,1.01
09-10-2024,03:00,1.15
09-10-2024,04:00,0
09-10-2024,05:00,0
09-10-2024,06:00,2.0
09-10-2024,07:00,4.64
09-10-2024,08:00,2.04
09-10-2024,09:00,4.33
09-10-2024,10:00,2.33
09-10-2024,11:00,2.63
09-10-2024,12:00,1.44
09-10-2024,13:00,2.26
09-10-2024,14:00,4.29
09-10-2024,15:00,3.77
09-10-2024,16:00,3.49
09-10-2024,17:00,2.99
09-10-2024,18:00,3.31
09-10-2024,19:00,0.14
09-10-2024,20:00,1.08
09-10-2024,21:00,3.16
09-10-2024,22:00,2.09
09-10-2024,23:00,0.28
10-10-2024,00:00,0.88
10-10-2024,01:00,0.3
10-10-2024,02:00,1.58
10-10-2024,03:00,0.95
10-10-2024,04:00,1.59
10-10-2024,05:00,1.56
10-10-2024,06:00,1.78
10-10-2024,07:00,2.19
10-10-2024,08:00,3.56
10-10-2024,09:00,1.76
10-10-2024,10:00,3.06
10-10-2024,11:00,3.91
10-10-2024,12:00,2.38
10-10-2024,13:00,2.02
10-10-2024,14:00,2.01
10-10-2024,15:00,4.32
10-10-2024,16:00,3.48
10-10-2024,17:00,1.79
10-10-2024,18:00,1.35
10-10-2024,19:00,0.74
10-10-2024,20:00,1.36
10-10-2024,21:00,1.51
10-10-2024,22:00,1.52
10-10-2024,23:00,1.12
11-10-2024,00:00,0.17
11-10-2024,01:00,1.58
11-10-2024,02:00,1.34
11-10-2024,03:00,1.47
11-10-2024,04:00,0
11-10-2024,05:00,0
11-10-2024,06:00,3.6
11-10-2024,07:00,4.54
11-10-2024,08:00,1.5
11-10-2024,09:00,3.21
11-10-2024,10:00,3.08
11-10-2024,11:00,2.55
11-10-2024,12:00,0.77
11-10-2024,13:00,1.02
11-10-2024,14:00,2.87
11-10-2024,15:00,2.81
11-10-2024,16:00,4.22
11-10-2024,17:00,3.82
11-10-2024,18:00,3.57
11-10-2024,19:00,0
11-10-2024,20:00,0
11-10-2024,21:00,0.82
11-10-2024,22:00,1.5
11-10-2024,23:00,0
12-10-2024,00:00,0
12-10-2024,01:00,1.12
12-10-2024,02:00,1.22
12-10-2024,03:00,0
12-10-2024,04:00,0
12-10-2024,05:00,1.48
12-10-2024,06:00,4.45
12-10-2024,07:00,2.61
12-10-2024,08:00,0.07
12-10-2024,09:00,1.89
12-10-2024,10:00,3.48
12-10-2024,11:00,4.08
12-10-2024,12:00,3.31
12-10-2024,13:00,3.89
12-10-2024,14:00,3.9
12-10-2024,15:00,3.9
12-10-2024,16:00,3.57
12-10-2024,17:00,2.62
12-10-2024,18:00,3.81
12-10-2024,19:00,3.49
12-10-2024,20:00,2.16
12-10-2024,21:00,0.18
12-10-2024,22:00,0
12-10-2024,23:00,0.8
13-10-2024,00:00,1.82
13-10-2024,01:00,0.44
13-10-2024,02:00,0.84
13-10-2024,03:00,1.55
13-10-2024,04:00,0
13-10-2024,05:00,0.54
13-10-2024,06:00,2.52
13-10-2024,07:00,3.7
13-10-2024,08:00,1.28
13-10-2024,09:00,4.63
13-10-2024,10:00,3.08
13-10-2024,11:00,2.59
13-10-2024,12:00,2.3
13-10-2024,13:00,4.55
13-10-2024,14:00,1.86
13-10-2024,15:00,0.95
13-10-2024,16:00,1.29
13-10-2024,17:00,3.0
13-10-2024,18:00,2.57
13-10-2024,19:00,0
13-10-2024,20:00,1.18
13-10-2024,21:00,2.31
13-10-2024,22:00,2.52
13-10-2024,23:00,3.1
14-10-2024,00:00,1.58
14-10-2024,01:00,1.29
14-10-2024,02:00,3.17
14-10-2024,03:00,0
