floor,04
location,005
type,AC2
DD-MM-YYYY,time,data
29-09-2024,00:00,0.63
29-09-2024,01:00,1.24
29-09-2024,02:00,1.12
29-09-2024,03:00,1.83
29-09-2024,04:00,1.85
29-09-2024,05:00,2.55
29-09-2024,06:00,3.11
29-09-2024,07:00,3.43
29-09-2024,08:00,2.48
29-09-2024,09:00,2.7
29-09-2024,10:00,1.87
29-09-2024,11:00,2.87
29-09-2024,12:00,3.31
29-09-2024,13:00,3.59
29-09-2024,14:00,3.36
29-09-2024,15:00,3.53
29-09-2024,16:00,4.3
29-09-2024,17:00,2.73
29-09-2024,18:00,4.27
29-09-2024,19:00,0.76
29-09-2024,20:00,0.05
29-09-2024,21:00,0.19
29-09-2024,22:00,1.49
29-09-2024,23:00,0.37
30-09-2024,00:00,2.21
30-09-2024,01:00,1.51
30-09-2024,02:00,1.02
30-09-2024,03:00,1.49
30-09-2024,04:00,0.15
30-09-2024,05:00,0.11
30-09-2024,06:00,2.51
30-09-2024,07:00,5
30-09-2024,08:00,3.39
30-09-2024,09:00,2.54
30-09-2024,10:00,4.02
30-09-2024,11:00,3.39
30-09-2024,12:00,5
30-09-2024,13:00,2.8
30-09-2024,14:00,2.07
30-09-2024,15:00,3.79
30-09-2024,16:00,3.16
30-09-2024,17:00,2.05
30-09-2024,18:00,2.9
30-09-2024,19:00,1.31
30-09-2024,20:00,0.27
30-09-2024,21:00,0
30-09-2024,22:00,2.2
30-09-2024,23:00,0
01-10-2024,00:00,1.41
01-10-2024,01:00,0.53
01-10-2024,02:00,0.56
01-10-2024,03:00,0.91
01-10-2024,04:00,2.75
01-10-2024,05:00,0.86
01-10-2024,06:00,4.7
01-10-2024,07:00,1.53
01-10-2024,08:00,3.12
01-10-2024,09:00,1.9
01-10-2024,10:00,3.22
01-10-2024,11:00,1.85
01-10-2024,12:00,2.44
01-10-2024,13:00,2.72
01-10-2024,14:00,4.54
01-10-2024,15:00,2.31
01-10-2024,16:00,2.35
01-10-2024,17:00,3.31
01-10-2024,18:00,3.29
01-10-2024,19:00,1.03
01-10-2024,20:00,1.31
01-10-2024,21:00,2.19
01-10-2024,22:00,2.09
01-10-2024,23:00,3.57
02-10-2024,00:00,0
02-10-2024,01:00,0.31
02-10-2024,02:00,1.54
02-10-2024,03:00,2.48
02-10-2024,04:00,2.12
02-10-2024,05:00,0
02-10-2024,06:00,4.35
02-10-2024,07:00,2.87
02-10-2024,08:00,1.34
02-10-2024,09:00,1.87
02-10-2024,10:00,3.16
02-10-2024,11:00,3.82
02-10-2024,12:00,1.38
02-10-2024,13:00,2.74
02-10-2024,14:00,3.52
02-10-2024,15:00,2.64
02-10-2024,16:00,3.31
02-10-2024,17:00,1.91
02-10-2024,18:00,0.96
02-10-2024,19:00,2.49
02-10-2024,20:00,1.19
02-10-2024,21:00,0.71
02-10-2024,22:00,1.23
02-10-2024,23:00,2.63
03-10-2024,00:00,0
03-10-2024,01:00,0
03-10-2024,02:00,1.11
03-10-2024,03:00,0.85
03-10-2024,04:00,0
03-10-2024,05:00,1.32
03-10-2024,06:00,1.63
03-10-2024,07:00,2.89
03-10-2024,08:00,4.07
03-10-2024,09:00,3.71
03-10-2024,10:00,3.14
03-10-2024,11:00,2.16
03-10-2024,12:00,3.81
03-10-2024,13:00,3.65
03-10-2024,14:00,4.42
03-10-2024,15:00,2.74
