floor,05
location,001
type,Light
DD-MM-YYYY,time,data
29-09-2024,00:00,0.92
29-09-2024,01:00,2.22
29-09-2024,02:00,0
29-09-2024,03:00,1.94
29-09-2024,04:00,2.08
29-09-2024,05:00,0
29-09-2024,06:00,5
29-09-2024,07:00,3.11
29-09-2024,08:00,2.8
29-09-2024,09:00,3.72
29-09-2024,10:00,3.13
29-09-2024,11:00,3.93
29-09-2024,12:00,5.0
29-09-2024,13:00,3.59
29-09-2024,14:00,2.66
29-09-2024,15:00,4.57
29-09-2024,16:00,3.3
29-09-2024,17:00,3.51
29-09-2024,18:00,2.88
29-09-2024,19:00,1.35
29-09-2024,20:00,1.37
29-09-2024,21:00,2.46
29-09-2024,22:00,0.82
29-09-2024,23:00,1.53
30-09-2024,00:00,1.93
30-09-2024,01:00,1.32
30-09-2024,02:00,0.95
30-09-2024,03:00,0.83
30-09-2024,04:00,0
30-09-2024,05:00,0
30-09-2024,06:00,2.43
30-09-2024,07:00,3.92
30-09-2024,08:00,5
30-09-2024,09:00,4.81
30-09-2024,10:00,2.71
30-09-2024,11:00,4.47
30-09-2024,12:00,2.53
30-09-2024,13:00,3.46
30-09-2024,14:00,2.84
30-09-2024,15:00,1.84
30-09-2024,16:00,2.41
30-09-2024,17:00,1.26
30-09-2024,18:00,3.41
30-09-2024,19:00,0.99
30-09-2024,20:00,2.42
30-09-2024,21:00,0
30-09-2024,22:00,0.84
30-09-2024,23:00,0
01-10-2024,00:00,0
01-10-2024,01:00,0
01-10-2024,02:00,1.21
01-10-2024,03:00,0.06
01-10-2024,04:00,0.85
01-10-2024,05:00,0.65
01-10-2024,06:00,3.05
01-10-2024,07:00,3.03
01-10-2024,08:00,2.53
01-10-2024,09:00,2.47
01-10-2024,10:00,2.45
01-10-2024,11:00,1.89
01-10-2024,12:00,3.36
01-10-2024,13:00,2.43
01-10-2024,14:00,3.57
01-10-2024,15:00,3.27
01-10-2024,16:00,3.15
01-10-2024,17:00,3.37
01-10-2024,18:00,2.46
01-10-2024,19:00,0
01-10-2024,20:00,0.53
01-10-2024,21:00,3.51
01-10-2024,22:00,0
01-10-2024,23:00,0.08
02-10-2024,00:00,1.05
02-10-2024,01:00,0.53
02-10-2024,02:00,2.81
02-10-2024,03:00,1.01
02-10-2024,04:00,0.0
02-10-2024,05:00,0
02-10-2024,06:00,3.99
02-10-2024,07:00,2.19
02-10-2024,08:00,2.17
02-10-2024,09:00,2.45
02-10-2024,10:00,2.3
02-10-2024,11:00,2.2
02-10-2024,12:00,1.81
02-10-2024,13:00,2.8
02-10-2024,14:00,1.69
02-10-2024,15:00,2.27
02-10-2024,16:00,4.0
02-10-2024,17:00,1.69
02-10-2024,18:00,5.0
02-10-2024,19:00,0.61
02-10-2024,20:00,1.23
02-10-2024,21:00,1.31
02-10-2024,22:00,3.19
02-10-2024,23:00,1.48
03-10-2024,00:00,1.24
03-10-2024,01:00,0
03-10-2024,02:00,1.28
03-10-2024,03:00,2.21
03-10-2024,04:00,0.5
03-10-2024,05:00,0.52
03-10-2024,06:00,1.82
03-10-2024,07:00,1.59
03-10-2024,08:00,3.78
03-10-2024,09:00,1.29
03-10-2024,10:00,3.07
03-10-2024,11:00,2.17
03-10-2024,12:00,2.51
03-10-2024,13:00,2.36
03-10-2024,14:00,4.21
03-10-2024,15:00,1.68
03-10-2024,16:00,3.59
03-10-2024,17:00,3.47
03-10-2024,18:00,3.26
03-10-2024,19:00,0
03-10-2024,20:00,0
03-10-2024,21:00,1.96
03-10-2024,22:00,1.73
03-10-2024,23:00,1.17
04-10-2024,00:00,0.55
04-10-2024,01:00,0
04-10-2024,02:00,0
04-10-2024,03:00,0.38
04-10-2024,04:00,0
04-10-2024,05:00,0.84
04-10-2024,06:00,2.88
04-10-2024,07:00,2.85
04-10-2024,08:00,2.96
04-10-2024,09:00,4.11
04-10-2024,10:00,2.01
04-10-2024,11:00,4.0
04-10-2024,12:00,3.46
04-10-2024,13:00,3.79
04-10-2024,14:00,5
04-10-2024,15:00,1.61
04-10-2024,16:00,2.1
04-10-2024,17:00,1.76
04-10-2024,18:00,2.82
04-10-2024,19:00,0
04-10-2024,20:00,1.4
04-10-2024,21:00,0.89
04-10-2024,22:00,1.44
04-10-2024,23:00,2.67
05-10-2024,00:00,1.27
05-10-2024,01:00,1.58
05-10-2024,02:00,2.33
05-10-2024,03:00,1.72
05-10-2024,04:00,0.25
05-10-2024,05:00,2.96
05-10-2024,06:00,3.25
05-10-2024,07:00,2.29
05-10-2024,08:00,2.7
05-10-2024,09:00,1.52
05-10-2024,10:00,2.91
05-10-2024,11:00,3.18
05-10-2024,12:00,3.7
05-10-2024,13:00,3.86
05-10-2024,14:00,3.54
05-10-2024,15:00,5
05-10-2024,16:00,2.73
05-10-2024,17:00,1.72
05-10-2024,18:00,4.46
05-10-2024,19:00,0.2
05-10-2024,20:00,1.49
05-10-2024,21:00,1.15
05-10-2024,22:00,1.82
05-10-2024,23:00,2.08
06-10-2024,00:00,0.48
06-10-2024,01:00,0.35
06-10-2024,02:00,1.26
06-10-2024,03:00,0.46
06-10-2024,04:00,0
06-10-2024,05:00,0
06-10-2024,06:00,3.64
06-10-2024,07:00,1.68
06-10-2024,08:00,3.52
06-10-2024,09:00,3.41
06-10-2024,10:00,0.94
06-10-2024,11:00,3.42
06-10-2024,12:00,1.88
06-10-2024,13:00,3.25
06-10-2024,14:00,3.14
06-10-2024,15:00,3.26
06-10-2024,16:00,3.99
06-10-2024,17:00,2.45
06-10-2024,18:00,3.99
06-10-2024,19:00,3.37
06-10-2024,20:00,1.3
06-10-2024,21:00,1.14
06-10-2024,22:00,1.37
06-10-2024,23:00,0.03
07-10-2024,00:00,0.69
07-10-2024,01:00,0
07-10-2024,02:00,0
07-10-2024,03:00,1.76
07-10-2024,04:00,1.76
07-10-2024,05:00,0.53
07-10-2024,06:00,2.41
07-10-2024,07:00,3.92
07-10-2024,08:00,2.91
07-10-2024,09:00,4.17
07-10-2024,10:00,1.77
07-10-2024,11:00,2.83
07-10-2024,12:00,1.95
07-10-2024,13:00,4.64
07-10-2024,14:00,2.96
07-10-2024,15:00,4.29
07-10-2024,16:00,5
07-10-2024,17:00,0.39
07-10-2024,18:00,3.93
07-10-2024,19:00,1.54
07-10-2024,20:00,0
07-10-2024,21:00,1.36
07-10-2024,22:00,1.69
07-10-2024,23:00,3.24
08-10-2024,00:00,0.68
08-10-2024,01:00,2.4
08-10-2024,02:00,0.8
08-10-2024,03:00,0.03
08-10-2024,04:00,1.33
08-10-2024,05:00,1.21
08-10-2024,06:00,3.3
08-10-2024,07:00,2.78
08-10-2024,08:00,3.92
08-10-2024,09:00,4.06
08-10-2024,10:00,0.77
08-10-2024,11:00,2.68
08-10-2024,12:00,3.37
08-10-2024,13:00,2.63
08-10-2024,14:00,3.37
08-10-2024,15:00,3.4
08-10-2024,16:00,3.27
08-10-2024,17:00,4.11
08-10-2024,18:00,3.72
08-10-2024,19:00,0.22
08-10-2024,20:00,2.56
08-10-2024,21:00,0
08-10-2024,22:00,1.94
08-10-2024,23:00,0
09-10-2024,00:00,0
09-10-2024,01:00,0.05
09-10-2024,02:00,0.58
09-10-2024,03:00,0.71
09-10-2024,04:00,0.59
09-10-2024,05:00,0
09-10-2024,06:00,4.29
09-10-2024,07:00,3.29
09-10-2024,08:00,3.17
09-10-2024,09:00,2.57
09-10-2024,10:00,2.45
09-10-2024,11:00,4.38
09-10-2024,12:00,2.36
09-10-2024,13:00,3.15
09-10-2024,14:00,2.54
09-10-2024,15:00,2.76
09-10-2024,16:00,1.68
09-10-2024,17:00,1.95
09-10-2024,18:00,1.64
09-10-2024,19:00,1.6
09-10-2024,20:00,0
09-10-2024,21:00,0
09-10-2024,22:00,1.67
09-10-2024,23:00,0
10-10-2024,00:00,0.03
10-10-2024,01:00,1.54
10-10-2024,02:00,1.18
10-10-2024,03:00,0.75
10-10-2024,04:00,0.26
10-10-2024,05:00,3.43
10-10-2024,06:00,3.24
10-10-2024,07:00,2.28
10-10-2024,08:00,4.84
10-10-2024,09:00,2.76
10-10-2024,10:00,3.11
10-10-2024,11:00,1.52
10-10-2024,12:00,4.1
10-10-2024,13:00,1.68
10-10-2024,14:00,4.05
10-10-2024,15:00,1.92
10-10-2024,16:00,3.65
10-10-2024,17:00,4.22
10-10-2024,18:00,4.18
10-10-2024,19:00,1.65
10-10-2024,20:00,2.24
10-10-2024,21:00,1.87
10-10-2024,22:00,1.06
10-10-2024,23:00,0
11-10-2024,00:00,0
11-10-2024,01:00,0.85
11-10-2024,02:00,2.44
11-10-2024,03:00,1.76
11-10-2024,04:00,0.7
11-10-2024,05:00,0.45
11-10-2024,06:00,3.0
11-10-2024,07:00,4.18
11-10-2024,08:00,1.56
11-10-2024,09:00,2.26
11-10-2024,10:00,2.77
11-10-2024,11:00,4.7
11-10-2024,12:00,5
11-10-2024,13:00,0.18
11-10-2024,14:00,2.92
11-10-2024,15:00,3.28
11-10-2024,16:00,1.67
11-10-2024,17:00,2.25
11-10-2024,18:00,3.09
11-10-2024,19:00,0.45
11-10-2024,20:00,2.61
11-10-2024,21:00,0.58
11-10-2024,22:00,1.95
11-10-2024,23:00,0
12-10-2024,00:00,0.51
12-10-2024,01:00,1.35
12-10-2024,02:00,0.91
12-10-2024,03:00,1.76
12-10-2024,04:00,1.64
12-10-2024,05:00,0.61
12-10-2024,06:00,4.16
12-10-2024,07:00,2.67
12-10-2024,08:00,3.76
12-10-2024,09:00,1.44
12-10-2024,10:00,4.23
12-10-2024,11:00,5
12-10-2024,12:00,1.82
12-10-2024,13:00,3.13
12-10-2024,14:00,2.5
12-10-2024,15:00,2.91
12-10-2024,16:00,3.15
12-10-2024,17:00,5
12-10-2024,18:00,3.03
12-10-2024,19:00,0.92
12-10-2024,20:00,0.72
12-10-2024,21:00,0
12-10-2024,22:00,0.77
12-10-2024,23:00,1.28
13-10-2024,00:00,1.11
13-10-2024,01:00,1.97
13-10-2024,02:00,1.87
13-10-2024,03:00,0
13-10-2024,04:00,0.13
13-10-2024,05:00,2.57
13-10-2024,06:00,0.56
13-10-2024,07:00,2.39
13-10-2024,08:00,2.94
13-10-2024,09:00,4.45
13-10-2024,10:00,0.61
13-10-2024,11:00,1.01
13-10-2024,12:00,1.55
13-10-2024,13:00,2.8
13-10-2024,14:00,3.55
13-10-2024,15:00,2.65
13-10-2024,16:00,3.28
13-10-2024,17:00,3.85
13-10-2024,18:00,1.75
13-10-2024,19:00,0.2
13-10-2024,20:00,1.12
13-10-2024,21:00,4.21
13-10-2024,22:00,0
13-10-2024,23:00,1.74
14-10-2024,00:00,1.56
14-10-2024,01:00,0.96
14-10-2024,02:00,0
14-10-2024,03:00,1.9
14-10-2024,04:00,0.55
14-10-2024,05:00,0.35
14-10-2024,06:00,3.26
14-10-2024,07:00,4.32
14-10-2024,08:00,3.84
14-10-2024,09:00,1.42
14-10-2024,10:00,4.6
14-10-2024,11:00,3.21
14-10-2024,12:00,3.12
14-10-2024,13:00,1.94
14-10-2024,14:00,3.49
14-10-2024,15:00,3.83
14-10-2024,16:00,3.25
14-10-2024,17:00,5
14-10-2024,18:00,3.97
14-10-2024,19:00,1.44
14-10-2024,20:00,1.99
14-10-2024,21:00,0
14-10-2024,22:00,0
14-10-2024,23:00,0.06
15-10-2024,00:00,1.97
15-10-2024,01:00,1.22
15-10-2024,02:00,1.48
15-10-2024,03:00,1.77
15-10-2024,04:00,1.82
15-10-2024,05:00,0.45
15-10-2024,06:00,3.09
15-10-2024,07:00,3.16
15-10-2024,08:00,3.07
15-10-2024,09:00,2.62
15-10-2024,10:00,3.17
15-10-2024,11:00,2.59
15-10-2024,12:00,2.8
15-10-2024,13:00,1.68
15-10-2024,14:00,3.44
15-10-2024,15:00,2.37
15-10-2024,16:00,0.8
15-10-2024,17:00,2.71
15-10-2024,18:00,3.18
15-10-2024,19:00,1.89
15-10-2024,20:00,0
15-10-2024,21:00,0
15-10-2024,22:00,1.62
15-10-2024,23:00,0.05
16-10-2024,00:00,2.07
16-10-2024,01:00,1.54
16-10-2024,02:00,0
16-10-2024,03:00,1.79
16-10-2024,04:00,1.66
16-10-2024,05:00,1.3
16-10-2024,06:00,4.33
16-10-2024,07:00,4.06
16-10-2024,08:00,2.76
16-10-2024,09:00,2.82
16-10-2024,10:00,2.46
16-10-2024,11:00,3.01
16-10-2024,12:00,4.37
16-10-2024,13:00,2.84
16-10-2024,14:00,3.41
16-10-2024,15:00,2.12
16-10-2024,16:00,3.23
16-10-2024,17:00,2.84
16-10-2024,18:00,3.47
16-10-2024,19:00,1.5
16-10-2024,20:00,1.86
16-10-2024,21:00,1.26
16-10-2024,22:00,0.79
16-10-2024,23:00,1.03
17-10-2024,00:00,3.03
17-10-2024,01:00,1.01
17-10-2024,02:00,1.44
17-10-2024,03:00,0.48
17-10-2024,04:00,1.33
17-10-2024,05:00,1.23
17-10-2024,06:00,2.56
17-10-2024,07:00,3.08
17-10-2024,08:00,3.55
17-10-2024,09:00,1.83
17-10-2024,10:00,2.4
17-10-2024,11:00,3.5
17-10-2024,12:00,2.84
